factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_kubun,距離区分,code,3,8160,73.85,0.26,73.55,False
pace_yoso,ペース予想,code,3,8160,73.79,0.23,73.53,False
umakigo_code,馬記号,code,3,8135,75.24,2.14,72.83,False
joken_class_code,条件クラス,code,5,8160,73.21,0.97,72.35,False
uma_deokure_bin,馬出遅率ビン,code,5,7230,73.89,2.63,71.59,False
bataiju,馬体重,numeric,39,6694,74.6,10.52,71.3,False
kyori_tekisei,距離適性,code,4,8018,74.01,3.0,71.06,False
manken_shisu_decile,万券指数10分位,code,10,8160,73.87,5.08,70.72,False
manken_shirushi,万券印,code,8,5178,74.68,6.92,69.88,False
kyori_tekisei_2,距離適性2,code,3,1117,73.77,3.68,69.61,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,7217,72.8,5.08,69.28,False
bataiju_zogen,馬体重増減,numeric,12,6789,73.97,8.65,69.07,False
class_code,クラスコード,code,10,6899,76.26,11.88,68.9,False
hizume_code,蹄コード,code,10,6887,75.61,11.11,68.72,False
rotation_bin,ローテーションビン,code,8,7239,72.5,5.71,68.54,False
gekiso_juni,激走順位,numeric,16,8160,72.15,7.56,68.45,False
shiba_tekisei_code,芝適性,code,3,7034,71.65,4.44,66.63,False
omo_tekisei_code,重適性,code,4,7253,70.69,4.5,66.28,False
kyakushitsu,脚質,code,5,8160,72.26,7.16,65.98,False
ls_shisu_juni,LS指数順位,numeric,9,8051,72.05,9.61,65.77,False
pace_shisu_juni,ペース指数順位,numeric,16,8160,70.34,9.98,65.45,False
ten_shisu_juni,テン指数順位,numeric,16,8160,70.66,11.15,65.2,False
ichi_shisu_juni,位置指数順位,numeric,16,8160,70.1,11.08,64.67,False
joho_shisu_decile,情報指数10分位,code,6,8160,73.44,11.34,64.37,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,9,8063,71.36,11.04,64.15,False
tenkai_kigo_code,展開記号,code,5,8160,72.45,9.5,64.13,False
kishu_shisu_decile,騎手指数10分位,code,9,8062,71.23,11.78,63.53,False
agari_shisu_juni,上がり指数順位,numeric,16,8160,68.81,12.31,62.78,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,14,8016,70.21,14.58,62.58,False
kyusha_shisu_decile,厩舎指数10分位,code,10,8160,68.8,10.92,62.03,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,9,8063,69.3,12.94,60.84,False
kishu_minarai_code,騎手見習,code,4,8083,71.45,12.33,59.36,False
idm_decile,IDM指数10分位,code,9,8096,69.17,16.0,58.72,False
ninki_shisu_decile,人気指数10分位,code,10,8160,66.81,14.56,57.79,False
sogo_shisu_decile,総合指数10分位,code,9,8102,68.32,17.35,56.98,False
chokyo_shisu_decile,調教指数10分位,code,10,8160,64.88,15.05,55.56,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,12,1629,63.35,15.23,54.74,False
joshodo_code,上昇度,code,3,8076,63.13,18.34,42.38,False
