factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_kubun,距離区分,code,3,1966,72.54,0.61,71.84,False
bataiju_zogen,馬体重増減,numeric,7,1586,74.14,5.99,69.7,False
umakigo_code,馬記号,code,3,1985,77.57,7.75,68.8,False
manken_shirushi,万券印,code,8,1210,73.02,6.14,68.76,False
rotation_bin,ローテーションビン,code,6,1901,73.71,6.18,68.76,False
gekiso_juni,激走順位,numeric,12,1700,72.59,7.94,68.1,False
kyakushitsu,脚質,code,4,1986,71.48,3.76,67.8,False
kyori_tekisei,距離適性,code,3,1924,71.67,3.78,67.39,False
omo_tekisei_code,重適性,code,3,1986,73.35,5.36,67.29,False
ichi_shisu_juni,位置指数順位,numeric,12,1672,72.23,9.66,66.77,False
pace_shisu_juni,ペース指数順位,numeric,13,1779,73.46,12.78,66.51,False
ten_shisu_juni,テン指数順位,numeric,13,1745,73.1,12.12,66.51,False
manken_shisu_decile,万券指数10分位,code,7,1833,72.04,8.62,65.65,False
hizume_code,蹄コード,code,7,1743,74.63,12.51,65.37,False
agari_shisu_juni,上がり指数順位,numeric,13,1772,71.28,10.97,65.31,False
uma_deokure_bin,馬出遅率ビン,code,5,1986,70.12,6.45,64.46,False
ls_shisu_juni,LS指数順位,numeric,7,1847,72.7,15.11,61.5,False
joho_shisu_decile,情報指数10分位,code,6,1986,70.69,12.37,60.79,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,11,1714,68.03,12.34,60.73,False
kishu_shisu_decile,騎手指数10分位,code,9,1919,67.76,11.43,60.3,False
kyusha_shisu_decile,厩舎指数10分位,code,9,1892,69.18,13.93,60.08,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,8,1862,67.76,12.72,58.94,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,8,1858,68.0,13.22,58.84,False
chokyo_shisu_decile,調教指数10分位,code,8,1894,68.25,14.92,57.91,False
ninki_shisu_decile,人気指数10分位,code,9,1948,66.11,14.86,56.4,False
uma_start_shisu_decile,馬スタート指数10分位,code,7,1933,70.54,19.31,56.23,False
tenkai_kigo_code,展開記号,code,5,1986,68.93,16.25,54.69,False
sogo_shisu_decile,総合指数10分位,code,4,1947,61.21,14.95,46.56,False
idm_decile,IDM指数10分位,code,3,1877,63.29,16.21,44.95,False
