factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,7269,73.74,0.36,73.33,False
manken_shisu,万券指数,numeric,34,6020,74.74,8.66,71.83,False
umakigo_code,馬記号,code,3,7204,76.51,4.15,71.82,False
joken_class_code,条件クラス,code,5,7269,73.11,1.72,71.6,False
manken_shirushi,万券印,code,8,4489,74.42,4.81,71.09,False
idm,IDM指数,numeric,24,3377,74.91,12.46,69.92,False
ichi_shisu,位置指数,numeric,6,1511,76.08,8.54,69.25,False
kyori_tekisei,距離適性,code,4,7198,72.91,4.28,68.71,False
uma_deokure_ritsu,馬出遅率,numeric,16,4912,72.84,9.46,68.21,False
uma_start_shisu,馬スタート指数,numeric,15,5804,72.18,8.45,67.91,False
rotation,ローテーション,numeric,13,5856,73.49,10.27,67.91,False
gekiso_juni,激走順位,numeric,16,7269,72.2,8.87,67.86,False
kakutoku_shokin_ruikei,獲得賞金累計,numeric,4,1851,72.49,4.75,67.84,False
class_code,クラスコード,code,10,5950,75.28,12.52,67.52,False
hizume_code,蹄コード,code,9,5997,73.83,10.08,67.24,False
omo_tekisei_code,重適性,code,4,6358,71.18,4.37,66.9,False
tenkai_kigo_code,展開記号,code,5,7269,73.26,7.48,66.71,False
pace_shisu_juni,ペース指数順位,numeric,16,7269,70.6,8.47,66.44,False
kishu_shisu,騎手指数,numeric,20,6645,71.95,13.2,66.16,False
ichi_shisu_juni,位置指数順位,numeric,16,7269,71.02,10.87,65.69,False
joho_shisu,情報指数,numeric,22,5471,71.0,13.32,65.43,False
ls_shisu_juni,LS指数順位,numeric,9,7141,72.89,11.44,65.42,False
nyukyu_nannichimae,入厩何日前,numeric,14,2242,70.61,10.77,64.97,False
ten_shisu_juni,テン指数順位,numeric,16,7269,70.0,12.29,63.98,False
agari_shisu_juni,上がり指数順位,numeric,16,7269,69.43,11.13,63.98,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,7213,69.49,11.52,63.66,False
kyakushitsu,脚質,code,5,7269,71.3,9.74,62.77,False
shiba_tekisei_code,芝適性,code,3,6144,70.86,7.36,62.53,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,16,3122,65.16,14.21,58.2,False
kishu_minarai_code,騎手見習,code,3,1126,68.87,12.22,55.04,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,12,1572,62.52,16.53,53.17,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,13,2106,61.9,16.55,52.91,False
joshodo_code,上昇度,code,3,7187,65.97,12.53,51.79,False
kyusha_shisu,厩舎指数,numeric,7,1051,60.41,17.16,47.7,False
agari_shisu,上がり指数,numeric,4,811,72.35,27.9,45.01,False
pace_shisu,ペース指数,numeric,4,891,71.26,27.76,44.05,False
ten_shisu,テン指数,numeric,4,708,67.6,24.89,43.21,False
chokyo_shisu,調教指数,numeric,3,529,56.9,13.23,41.93,False
