segment,factors,factor1,factor2,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_北海道U字_芝,pace_shisu_juni+chokyo_shisu_decile,pace_shisu_juni,chokyo_shisu_decile,4,520,89.05,5.99,83.18,True
COURSE_27_北海道U字_芝,pace_shisu_juni+kyusha_shisu_decile,pace_shisu_juni,kyusha_shisu_decile,5,586,88.6,7.09,82.38,True
COURSE_27_北海道U字_芝,hizume_code+ten_shisu_juni,hizume_code,ten_shisu_juni,9,933,83.82,6.69,79.45,False
COURSE_27_北海道U字_芝,pace_shisu_juni+ninki_shisu_decile,pace_shisu_juni,ninki_shisu_decile,6,668,85.09,9.51,77.48,False
COURSE_27_北海道U字_芝,agari_shisu_juni+sogo_shisu_decile,agari_shisu_juni,sogo_shisu_decile,5,568,84.6,8.44,77.2,False
COURSE_27_北海道U字_芝,kijun_ninkijun_tansho+sogo_shisu_decile,kijun_ninkijun_tansho,sogo_shisu_decile,10,1204,82.44,8.86,76.95,False
COURSE_27_北海道U字_芝,hizume_code+agari_shisu_juni,hizume_code,agari_shisu_juni,11,1171,81.85,9.3,76.35,False
COURSE_27_北海道U字_芝,uma_start_shisu_decile+ichi_shisu_juni,uma_start_shisu_decile,ichi_shisu_juni,13,2019,81.25,9.25,76.22,False
COURSE_27_北海道U字_芝,agari_shisu_juni+kishu_shisu_decile,agari_shisu_juni,kishu_shisu_decile,7,910,84.76,11.9,75.95,False
COURSE_27_北海道U字_芝,uma_start_shisu_decile+agari_shisu_juni,uma_start_shisu_decile,agari_shisu_juni,13,1648,80.86,9.23,75.84,False
COURSE_27_北海道U字_芝,uma_start_shisu_decile+gekiso_juni,uma_start_shisu_decile,gekiso_juni,10,1403,83.28,12.64,75.44,False
COURSE_27_北海道U字_芝,uma_start_shisu_decile+pace_shisu_juni,uma_start_shisu_decile,pace_shisu_juni,13,1827,81.57,11.76,75.17,False
COURSE_27_北海道U字_芝,agari_shisu_juni+chokyo_shisu_decile,agari_shisu_juni,chokyo_shisu_decile,8,1005,82.49,12.01,74.17,False
COURSE_27_北海道U字_芝,agari_shisu_juni+ninki_shisu_decile,agari_shisu_juni,ninki_shisu_decile,10,1157,81.99,12.62,74.16,False
COURSE_27_北海道U字_芝,uma_start_shisu_decile+sogo_shisu_decile,uma_start_shisu_decile,sogo_shisu_decile,23,3563,77.9,9.82,73.88,False
COURSE_27_北海道U字_芝,gekiso_juni+ninki_shisu_decile,gekiso_juni,ninki_shisu_decile,9,1073,82.66,13.77,73.67,False
COURSE_27_北海道U字_芝,agari_shisu_juni+kyusha_shisu_decile,agari_shisu_juni,kyusha_shisu_decile,8,905,80.95,10.57,73.62,False
COURSE_27_北海道U字_芝,kijun_ninkijun_tansho+idm_decile,kijun_ninkijun_tansho,idm_decile,5,545,80.78,8.17,73.62,False
COURSE_27_北海道U字_芝,manken_shisu_decile+idm_decile,manken_shisu_decile,idm_decile,32,4020,77.32,10.89,73.55,False
COURSE_27_北海道U字_芝,hizume_code+pace_shisu_juni,hizume_code,pace_shisu_juni,5,517,84.66,12.85,73.39,False
COURSE_27_北海道U字_芝,gekiso_juni+chokyo_shisu_decile,gekiso_juni,chokyo_shisu_decile,6,833,80.52,9.57,72.86,False
COURSE_27_北海道U字_芝,uma_start_shisu_decile+idm_decile,uma_start_shisu_decile,idm_decile,24,3652,76.8,9.96,72.82,False
COURSE_27_北海道U字_芝,uma_start_shisu_decile+ten_shisu_juni,uma_start_shisu_decile,ten_shisu_juni,12,1762,81.47,15.31,72.8,False
COURSE_27_北海道U字_芝,manken_shirushi+kyakushitsu,manken_shirushi,kyakushitsu,17,2755,77.21,9.5,72.69,False
COURSE_27_北海道U字_芝,manken_shirushi+kishu_minarai_code,manken_shirushi,kishu_minarai_code,8,3864,75.96,4.78,72.65,False
COURSE_27_北海道U字_芝,pace_yoso+kyori_tekisei,pace_yoso,kyori_tekisei,10,7090,75.94,5.34,72.64,False
COURSE_27_北海道U字_芝,pace_yoso+umakigo_code,pace_yoso,umakigo_code,6,7030,73.65,1.36,72.56,False
COURSE_27_北海道U字_芝,bataiju+kishu_minarai_code,bataiju,kishu_minarai_code,31,4435,75.93,9.67,72.53,False
COURSE_27_北海道U字_芝,kyusha_shisu_decile+sogo_shisu_decile,kyusha_shisu_decile,sogo_shisu_decile,26,3306,78.49,15.67,72.47,False
