factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_tekisei_2,距離適性2,code,3,4538,76.38,2.6,73.44,False
hizume_code,蹄コード,code,13,18482,76.65,5.98,73.39,False
pace_yoso,ペース予想,code,3,21956,74.0,0.6,73.32,False
manken_shirushi,万券印,code,8,14291,74.73,2.41,73.06,False
joken_class_code,条件クラス,code,5,21956,73.6,0.7,72.98,False
bataiju_zogen,馬体重増減,numeric,16,18481,74.86,3.88,72.96,False
kyori_kubun,距離区分,code,4,21956,73.56,0.8,72.77,False
joshodo_code,上昇度,code,3,21573,73.83,1.04,72.65,False
bataiju,馬体重,numeric,54,20650,73.78,6.97,71.92,False
class_code,クラスコード,code,17,18754,74.44,6.24,71.47,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,18897,73.55,3.1,71.4,False
omo_tekisei_code,重適性,code,4,19027,72.94,1.65,71.32,False
kyori_tekisei,距離適性,code,6,21826,72.16,2.45,70.2,False
kyakushitsu,脚質,code,5,21952,73.41,3.72,70.15,False
pace_shisu_juni,ペース指数順位,numeric,18,21956,72.29,5.87,69.58,False
ichi_shisu_juni,位置指数順位,numeric,18,21956,72.01,6.49,69.01,False
uma_deokure_bin,馬出遅率ビン,code,5,18919,73.3,4.98,68.94,False
tenkai_kigo_code,展開記号,code,5,21956,74.27,6.22,68.82,False
ten_shisu_juni,テン指数順位,numeric,18,21956,71.4,6.8,68.26,False
manken_shisu_decile,万券指数10分位,code,10,21516,72.05,7.06,67.68,False
gekiso_juni,激走順位,numeric,17,21876,71.46,8.31,67.51,False
umakigo_code,馬記号,code,3,21937,70.86,2.99,67.47,False
ls_shisu_juni,LS指数順位,numeric,9,21899,71.79,7.57,66.85,False
kyuyo_riyu_bunrui_code,休養理由,code,3,4382,72.33,5.14,66.52,False
joho_shisu_decile,情報指数10分位,code,6,21956,72.96,9.14,65.65,False
agari_shisu_juni,上がり指数順位,numeric,18,21956,69.91,9.41,65.57,False
shiba_tekisei_code,芝適性,code,3,18507,71.88,5.59,65.55,False
rotation_bin,ローテーションビン,code,8,18924,70.7,8.62,64.72,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,21871,69.73,12.46,63.63,False
kishu_shisu_decile,騎手指数10分位,code,10,21956,68.54,8.68,63.16,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,42,8910,68.6,18.29,63.07,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,21956,67.9,8.61,62.56,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,21956,67.49,8.72,62.08,False
idm_decile,IDM指数10分位,code,10,21956,68.61,12.79,60.68,False
kyusha_shisu_decile,厩舎指数10分位,code,10,21956,66.75,11.16,59.84,False
sogo_shisu_decile,総合指数10分位,code,10,21956,67.65,13.78,59.11,False
ninki_shisu_decile,人気指数10分位,code,10,21956,64.08,14.3,55.21,False
chokyo_shisu_decile,調教指数10分位,code,10,21955,63.36,16.0,53.45,False
kishu_minarai_code,騎手見習,code,4,21838,64.24,11.84,52.64,False
kyusha_hyoka_code,厩舎評価,code,3,21890,67.32,19.67,45.06,False
