factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
joken_class_code,条件クラス,code,5,2748,73.88,0.79,73.19,False
kyori_tekisei,距離適性,code,4,2629,73.71,2.16,71.59,False
omo_tekisei_code,重適性,code,3,2708,75.11,3.73,70.89,False
shiba_tekisei_code,芝適性,code,3,2694,73.67,2.91,70.37,False
uma_start_shisu_decile,馬スタート指数10分位,code,6,2516,75.0,6.07,70.15,False
pace_yoso,ペース予想,code,3,2748,72.54,2.4,69.82,False
ten_shisu_juni,テン指数順位,numeric,11,2363,74.72,8.37,69.77,False
manken_shirushi,万券印,code,8,1834,74.7,7.29,69.65,False
ichi_shisu_juni,位置指数順位,numeric,12,2509,73.77,7.54,69.51,False
class_code,クラスコード,code,6,2125,76.2,9.23,68.81,False
manken_shisu_decile,万券指数10分位,code,8,2598,73.17,6.5,68.67,False
bataiju_zogen,馬体重増減,numeric,9,2342,72.21,7.44,67.35,False
hizume_code,蹄コード,code,8,2431,72.89,8.14,67.25,False
ls_shisu_juni,LS指数順位,numeric,7,2668,73.3,8.53,66.98,False
pace_shisu_juni,ペース指数順位,numeric,11,2398,72.17,9.2,66.73,False
rotation_bin,ローテーションビン,code,6,2631,72.46,8.23,65.87,False
gekiso_juni,激走順位,numeric,11,2455,73.29,14.34,64.81,False
uma_deokure_bin,馬出遅率ビン,code,5,2717,70.55,10.19,61.62,False
agari_shisu_juni,上がり指数順位,numeric,11,2424,69.21,13.92,60.98,False
idm_decile,IDM指数10分位,code,7,2659,69.7,13.66,59.58,False
sogo_shisu_decile,総合指数10分位,code,7,2664,67.55,12.82,58.05,False
joho_shisu_decile,情報指数10分位,code,6,2748,69.38,14.17,58.04,False
kyakushitsu,脚質,code,4,2730,69.64,11.9,57.98,False
kyusha_shisu_decile,厩舎指数10分位,code,9,2649,70.39,19.75,57.49,False
kishu_shisu_decile,騎手指数10分位,code,9,2705,64.92,14.8,55.25,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,10,2480,65.37,16.5,55.14,False
ninki_shisu_decile,人気指数10分位,code,8,2666,64.54,14.41,54.55,False
tenkai_kigo_code,展開記号,code,5,2748,70.22,18.03,54.42,False
chokyo_shisu_decile,調教指数10分位,code,10,2748,65.71,18.87,54.01,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,8,2636,63.34,16.21,52.1,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,9,2711,62.15,20.27,48.9,False
