factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,24176,74.29,0.42,73.81,False
da_tekisei_code,ダ適性,code,3,19224,75.42,2.42,72.69,False
joken_class_code,条件クラス,code,5,24176,73.47,0.97,72.62,False
manken_shirushi,万券印,code,8,14991,76.38,5.44,72.61,False
uma_deokure_bin,馬出遅率ビン,code,5,21727,74.79,3.09,72.08,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,21626,74.59,3.63,72.07,False
bataiju_zogen,馬体重増減,numeric,16,21058,74.22,5.06,71.74,False
kyori_tekisei,距離適性,code,4,23491,74.45,2.81,71.7,False
joshodo_code,上昇度,code,3,23910,73.07,1.5,71.36,False
bataiju,馬体重,numeric,55,22895,73.51,8.52,71.26,False
kishu_minarai_code,騎手見習,code,4,24093,73.6,3.02,70.64,False
manken_shisu_decile,万券指数10分位,code,10,23701,73.16,4.46,70.39,False
ichi_shisu_juni,位置指数順位,numeric,16,24176,72.38,4.95,69.95,False
omo_tekisei_code,重適性,code,4,21881,72.78,2.98,69.86,False
hizume_code,蹄コード,code,16,21448,72.9,6.44,69.75,False
kyakushitsu,脚質,code,5,24173,73.72,4.73,69.57,False
ten_shisu_juni,テン指数順位,numeric,16,24176,72.11,6.07,69.14,False
pace_shisu_juni,ペース指数順位,numeric,16,24176,71.71,6.11,68.72,False
ls_shisu_juni,LS指数順位,numeric,8,24104,73.42,7.18,68.45,False
rotation_bin,ローテーションビン,code,8,21760,72.05,5.36,68.33,False
idm_decile,IDM指数10分位,code,10,24176,72.31,6.78,68.11,False
class_code,クラスコード,code,13,21222,73.48,10.07,68.01,False
agari_shisu_juni,上がり指数順位,numeric,16,24176,71.23,7.32,67.64,False
gekiso_juni,激走順位,numeric,16,24176,70.93,7.74,67.14,False
sogo_shisu_decile,総合指数10分位,code,10,24176,71.76,7.53,67.1,False
tenkai_kigo_code,展開記号,code,5,24176,75.43,9.55,67.06,False
umakigo_code,馬記号,code,3,24115,75.28,7.3,67.01,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,50,12114,70.34,12.12,66.97,False
kyusha_hyoka_code,厩舎評価,code,4,24176,79.55,12.97,66.84,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,24176,75.33,21.82,64.64,False
shiba_tekisei_code,芝適性,code,3,12429,68.69,3.81,64.37,False
joho_shisu_decile,情報指数10分位,code,6,24176,72.41,10.09,64.34,False
blinker,ブリンカー,code,3,3073,71.15,6.6,63.68,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,24176,70.78,11.97,63.36,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,24176,70.88,12.48,63.14,False
kishu_shisu_decile,騎手指数10分位,code,10,24176,70.2,13.26,61.98,False
kyusha_shisu_decile,厩舎指数10分位,code,10,24176,67.63,10.88,60.88,False
chokyo_shisu_decile,調教指数10分位,code,10,24176,67.28,10.52,60.76,False
ninki_shisu_decile,人気指数10分位,code,10,24176,65.39,13.56,56.99,False
kyuyo_riyu_bunrui_code,休養理由,code,4,5466,67.48,13.3,54.45,False
