segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_東京U字_ダ,manken_shirushi+ichi_shisu_juni+pace_shisu_juni,manken_shirushi,ichi_shisu_juni,pace_shisu_juni,3,327,82.18,1.21,80.81,True
COURSE_27_東京U字_ダ,da_tekisei_code+manken_shirushi+pace_shisu_juni,da_tekisei_code,manken_shirushi,pace_shisu_juni,3,317,90.66,8.98,80.5,True
COURSE_27_東京U字_ダ,joken_class_code+manken_shirushi+pace_shisu_juni,joken_class_code,manken_shirushi,pace_shisu_juni,6,687,85.15,6.03,80.32,True
COURSE_27_東京U字_ダ,omo_tekisei_code+ten_shisu_juni+pace_shisu_juni,omo_tekisei_code,ten_shisu_juni,pace_shisu_juni,16,2334,84.67,9.04,80.24,True
COURSE_27_東京U字_ダ,da_tekisei_code+ichi_shisu_juni+pace_shisu_juni,da_tekisei_code,ichi_shisu_juni,pace_shisu_juni,19,2883,84.18,10.05,79.66,False
COURSE_27_東京U字_ダ,da_tekisei_code+ten_shisu_juni+pace_shisu_juni,da_tekisei_code,ten_shisu_juni,pace_shisu_juni,21,3377,83.15,9.85,78.94,False
COURSE_27_東京U字_ダ,pace_yoso+manken_shirushi+ten_shisu_juni,pace_yoso,manken_shirushi,ten_shisu_juni,24,2730,83.4,11.16,78.93,False
COURSE_27_東京U字_ダ,da_tekisei_code+manken_shirushi+ten_shisu_juni,da_tekisei_code,manken_shirushi,ten_shisu_juni,6,684,86.08,9.46,78.51,False
COURSE_27_東京U字_ダ,joken_class_code+manken_shirushi+ten_shisu_juni,joken_class_code,manken_shirushi,ten_shisu_juni,4,455,83.7,5.4,78.41,False
COURSE_27_東京U字_ダ,uma_deokure_ritsu+ten_shisu_juni+pace_shisu_juni,uma_deokure_ritsu,ten_shisu_juni,pace_shisu_juni,7,1195,87.88,12.89,78.33,False
COURSE_27_東京U字_ダ,da_tekisei_code+nyukyu_nannichimae+hizume_code,da_tekisei_code,nyukyu_nannichimae,hizume_code,3,345,87.76,8.47,78.17,False
COURSE_27_東京U字_ダ,da_tekisei_code+ichi_shisu_juni+ten_shisu_juni,da_tekisei_code,ichi_shisu_juni,ten_shisu_juni,19,2865,82.53,10.32,77.89,False
COURSE_27_東京U字_ダ,joshodo_code+rotation+nyukyu_nannichimae,joshodo_code,rotation,nyukyu_nannichimae,5,553,90.97,14.95,77.86,False
COURSE_27_東京U字_ダ,uma_start_shisu+rotation+ten_shisu_juni,uma_start_shisu,rotation,ten_shisu_juni,3,351,78.34,0.88,77.35,False
COURSE_27_東京U字_ダ,manken_shirushi+rotation+hizume_code,manken_shirushi,rotation,hizume_code,3,322,89.83,11.99,76.26,False
COURSE_27_東京U字_ダ,joken_class_code+manken_shirushi+hizume_code,joken_class_code,manken_shirushi,hizume_code,27,3639,79.71,9.33,76.19,False
COURSE_27_東京U字_ダ,ichi_shisu+da_tekisei_code+joshodo_code,ichi_shisu,da_tekisei_code,joshodo_code,35,4164,79.52,10.14,76.17,False
COURSE_27_東京U字_ダ,pace_yoso+ichi_shisu+da_tekisei_code,pace_yoso,ichi_shisu,da_tekisei_code,20,2249,81.04,11.55,75.98,False
COURSE_27_東京U字_ダ,manken_shirushi+joshodo_code+pace_shisu_juni,manken_shirushi,joshodo_code,pace_shisu_juni,79,10089,78.3,11.05,75.87,False
COURSE_27_東京U字_ダ,nyukyu_nannichimae+omo_tekisei_code+kyakushitsu,nyukyu_nannichimae,omo_tekisei_code,kyakushitsu,8,949,80.55,6.79,75.84,False
COURSE_27_東京U字_ダ,manken_shirushi+joshodo_code+ichi_shisu_juni,manken_shirushi,joshodo_code,ichi_shisu_juni,83,10668,77.95,11.03,75.58,False
COURSE_27_東京U字_ダ,pace_yoso+manken_shirushi+pace_shisu_juni,pace_yoso,manken_shirushi,pace_shisu_juni,33,3629,79.72,12.27,75.53,False
COURSE_27_東京U字_ダ,joken_class_code+rotation+ichi_shisu_juni,joken_class_code,rotation,ichi_shisu_juni,24,3328,79.51,10.08,75.47,False
COURSE_27_東京U字_ダ,manken_shirushi+joshodo_code+ten_shisu_juni,manken_shirushi,joshodo_code,ten_shisu_juni,72,9211,78.53,13.39,75.44,False
COURSE_27_東京U字_ダ,pace_yoso+manken_shirushi+ichi_shisu_juni,pace_yoso,manken_shirushi,ichi_shisu_juni,36,4647,78.98,11.43,75.24,False
COURSE_27_東京U字_ダ,pace_yoso+da_tekisei_code+idm,pace_yoso,da_tekisei_code,idm,36,6611,78.18,9.11,75.2,False
COURSE_27_東京U字_ダ,joken_class_code+idm+rotation,joken_class_code,idm,rotation,5,557,85.77,12.21,75.06,False
COURSE_27_東京U字_ダ,pace_yoso+manken_shirushi+hizume_code,pace_yoso,manken_shirushi,hizume_code,40,7262,78.51,11.22,75.03,False
COURSE_27_東京U字_ダ,uma_start_shisu+da_tekisei_code+uma_deokure_ritsu,uma_start_shisu,da_tekisei_code,uma_deokure_ritsu,14,4847,79.75,9.21,74.93,False
COURSE_27_東京U字_ダ,rotation+ichi_shisu_juni+omo_tekisei_code,rotation,ichi_shisu_juni,omo_tekisei_code,20,2580,80.03,11.73,74.88,False
COURSE_27_東京U字_ダ,da_tekisei_code+joken_class_code+manken_shirushi,da_tekisei_code,joken_class_code,manken_shirushi,30,9921,78.16,9.28,74.84,False
COURSE_27_東京U字_ダ,joken_class_code+manken_shirushi+kyori_tekisei,joken_class_code,manken_shirushi,kyori_tekisei,39,10305,78.26,10.92,74.83,False
COURSE_27_東京U字_ダ,da_tekisei_code+manken_shirushi+hizume_code,da_tekisei_code,manken_shirushi,hizume_code,29,4889,78.4,10.36,74.63,False
COURSE_27_東京U字_ダ,da_tekisei_code+nyukyu_nannichimae+kyakushitsu,da_tekisei_code,nyukyu_nannichimae,kyakushitsu,15,1952,79.28,9.27,74.59,False
COURSE_27_東京U字_ダ,da_tekisei_code+manken_shirushi+kyori_tekisei,da_tekisei_code,manken_shirushi,kyori_tekisei,31,10311,77.32,7.88,74.54,False
COURSE_27_東京U字_ダ,ichi_shisu_juni+omo_tekisei_code+ten_shisu_juni,ichi_shisu_juni,omo_tekisei_code,ten_shisu_juni,14,1848,80.59,11.67,74.47,False
COURSE_27_東京U字_ダ,joken_class_code+hizume_code+ten_shisu_juni,joken_class_code,hizume_code,ten_shisu_juni,31,3858,79.28,13.72,74.45,False
COURSE_27_東京U字_ダ,joken_class_code+ichi_shisu_juni+hizume_code,joken_class_code,ichi_shisu_juni,hizume_code,29,3884,77.95,9.75,74.41,False
COURSE_27_東京U字_ダ,kyori_tekisei+hizume_code+ten_shisu_juni,kyori_tekisei,hizume_code,ten_shisu_juni,21,2606,80.48,14.25,74.39,False
COURSE_27_東京U字_ダ,pace_yoso+manken_shirushi+kyori_tekisei,pace_yoso,manken_shirushi,kyori_tekisei,41,12985,77.06,8.77,74.38,False
COURSE_27_東京U字_ダ,hizume_code+ten_shisu_juni+pace_shisu_juni,hizume_code,ten_shisu_juni,pace_shisu_juni,3,449,84.26,8.81,74.29,False
COURSE_27_東京U字_ダ,da_tekisei_code+manken_shirushi+omo_tekisei_code,da_tekisei_code,manken_shirushi,omo_tekisei_code,40,11179,77.17,9.34,74.28,False
COURSE_27_東京U字_ダ,da_tekisei_code+manken_shirushi+ichi_shisu_juni,da_tekisei_code,manken_shirushi,ichi_shisu_juni,4,461,84.23,10.16,74.27,False
COURSE_27_東京U字_ダ,hizume_code+kyakushitsu+pace_shisu_juni,hizume_code,kyakushitsu,pace_shisu_juni,32,4263,78.09,11.08,74.25,False
COURSE_27_東京U字_ダ,ichi_shisu_juni+uma_deokure_ritsu+ten_shisu_juni,ichi_shisu_juni,uma_deokure_ritsu,ten_shisu_juni,8,1268,82.01,11.32,74.16,False
COURSE_27_東京U字_ダ,joshodo_code+omo_tekisei_code+uma_deokure_ritsu,joshodo_code,omo_tekisei_code,uma_deokure_ritsu,47,16549,76.63,8.75,74.13,False
COURSE_27_東京U字_ダ,manken_shirushi+joshodo_code+hizume_code,manken_shirushi,joshodo_code,hizume_code,54,11050,76.83,10.27,74.1,False
COURSE_27_東京U字_ダ,uma_start_shisu+da_tekisei_code+hizume_code,uma_start_shisu,da_tekisei_code,hizume_code,34,6784,78.22,12.48,74.02,False
COURSE_27_東京U字_ダ,joken_class_code+uma_deokure_ritsu+kyakushitsu,joken_class_code,uma_deokure_ritsu,kyakushitsu,31,9905,77.66,10.37,74.01,False
COURSE_27_東京U字_ダ,da_tekisei_code+joshodo_code+uma_deokure_ritsu,da_tekisei_code,joshodo_code,uma_deokure_ritsu,40,15230,76.74,8.86,73.99,False
COURSE_27_東京U字_ダ,da_tekisei_code+ichi_shisu_juni+hizume_code,da_tekisei_code,ichi_shisu_juni,hizume_code,38,5790,77.92,12.52,73.94,False
COURSE_27_東京U字_ダ,kyori_tekisei+ten_shisu_juni+pace_shisu_juni,kyori_tekisei,ten_shisu_juni,pace_shisu_juni,21,4119,77.38,8.02,73.94,False
COURSE_27_東京U字_ダ,manken_shirushi+kyori_tekisei+joshodo_code,manken_shirushi,kyori_tekisei,joshodo_code,39,14286,76.35,7.71,73.93,False
COURSE_27_東京U字_ダ,da_tekisei_code+omo_tekisei_code+uma_deokure_ritsu,da_tekisei_code,omo_tekisei_code,uma_deokure_ritsu,43,11567,76.57,8.91,73.91,False
COURSE_27_東京U字_ダ,joken_class_code+manken_shirushi+omo_tekisei_code,joken_class_code,manken_shirushi,omo_tekisei_code,48,10615,76.5,9.22,73.89,False
COURSE_27_東京U字_ダ,joken_class_code+omo_tekisei_code+uma_deokure_ritsu,joken_class_code,omo_tekisei_code,uma_deokure_ritsu,30,10527,76.66,7.85,73.85,False
COURSE_27_東京U字_ダ,pace_yoso+rotation+hizume_code,pace_yoso,rotation,hizume_code,48,10496,76.43,9.24,73.82,False
COURSE_27_東京U字_ダ,manken_shirushi+kyori_tekisei+kyakushitsu,manken_shirushi,kyori_tekisei,kyakushitsu,71,11305,76.54,11.85,73.79,False
COURSE_27_東京U字_ダ,pace_yoso+manken_shirushi+kyakushitsu,pace_yoso,manken_shirushi,kyakushitsu,57,13607,76.62,11.01,73.77,False
COURSE_27_東京U字_ダ,da_tekisei_code+rotation+hizume_code,da_tekisei_code,rotation,hizume_code,42,7937,76.29,8.5,73.72,False
COURSE_27_東京U字_ダ,manken_shirushi+omo_tekisei_code+hizume_code,manken_shirushi,omo_tekisei_code,hizume_code,30,4370,77.61,10.98,73.68,False
COURSE_27_東京U字_ダ,kyori_tekisei+joshodo_code+uma_deokure_ritsu,kyori_tekisei,joshodo_code,uma_deokure_ritsu,46,14843,76.38,9.42,73.66,False
COURSE_27_東京U字_ダ,pace_yoso+da_tekisei_code+manken_shirushi,pace_yoso,da_tekisei_code,manken_shirushi,33,11434,76.53,8.56,73.61,False
COURSE_27_東京U字_ダ,pace_yoso+da_tekisei_code+uma_deokure_ritsu,pace_yoso,da_tekisei_code,uma_deokure_ritsu,42,13526,76.25,8.77,73.6,False
COURSE_27_東京U字_ダ,pace_yoso+manken_shirushi+omo_tekisei_code,pace_yoso,manken_shirushi,omo_tekisei_code,40,12570,76.28,8.67,73.59,False
COURSE_27_東京U字_ダ,manken_shirushi+joshodo_code+omo_tekisei_code,manken_shirushi,joshodo_code,omo_tekisei_code,24,13473,76.59,7.54,73.57,False
COURSE_27_東京U字_ダ,manken_shirushi+joshodo_code+uma_deokure_ritsu,manken_shirushi,joshodo_code,uma_deokure_ritsu,19,5374,78.47,10.93,73.56,False
COURSE_27_東京U字_ダ,manken_shirushi+kyori_tekisei+omo_tekisei_code,manken_shirushi,kyori_tekisei,omo_tekisei_code,55,11137,76.38,10.7,73.55,False
COURSE_27_東京U字_ダ,da_tekisei_code+hizume_code+pace_shisu_juni,da_tekisei_code,hizume_code,pace_shisu_juni,41,6213,77.26,12.2,73.53,False
COURSE_27_東京U字_ダ,manken_shirushi+uma_deokure_ritsu+kyakushitsu,manken_shirushi,uma_deokure_ritsu,kyakushitsu,21,3543,78.72,12.24,73.49,False
COURSE_27_東京U字_ダ,rotation+ichi_shisu_juni+kyakushitsu,rotation,ichi_shisu_juni,kyakushitsu,36,5061,77.08,11.03,73.48,False
COURSE_27_東京U字_ダ,manken_shirushi+kishu_shisu+kyori_tekisei,manken_shirushi,kishu_shisu,kyori_tekisei,4,435,86.75,13.57,73.46,False
COURSE_27_東京U字_ダ,joken_class_code+manken_shirushi+rotation,joken_class_code,manken_shirushi,rotation,20,3062,77.5,9.24,73.45,False
COURSE_27_東京U字_ダ,uma_start_shisu+joken_class_code+uma_deokure_ritsu,uma_start_shisu,joken_class_code,uma_deokure_ritsu,17,6067,77.59,8.73,73.44,False
COURSE_27_東京U字_ダ,da_tekisei_code+manken_shirushi+rotation,da_tekisei_code,manken_shirushi,rotation,31,4747,77.43,11.35,73.44,False
COURSE_27_東京U字_ダ,da_tekisei_code+uma_deokure_ritsu+kyakushitsu,da_tekisei_code,uma_deokure_ritsu,kyakushitsu,40,10284,76.69,10.55,73.42,False
COURSE_27_東京U字_ダ,rotation+uma_deokure_ritsu+ten_shisu_juni,rotation,uma_deokure_ritsu,ten_shisu_juni,7,924,80.25,9.25,73.4,False
COURSE_27_東京U字_ダ,da_tekisei_code+kyori_tekisei+rotation,da_tekisei_code,kyori_tekisei,rotation,45,13596,76.19,9.68,73.37,False
COURSE_27_東京U字_ダ,joken_class_code+rotation+ten_shisu_juni,joken_class_code,rotation,ten_shisu_juni,21,2992,77.97,10.78,73.36,False
COURSE_27_東京U字_ダ,kyori_tekisei+joshodo_code+rotation,kyori_tekisei,joshodo_code,rotation,48,17836,75.99,9.33,73.35,False
COURSE_27_東京U字_ダ,joken_class_code+hizume_code+pace_shisu_juni,joken_class_code,hizume_code,pace_shisu_juni,33,4174,78.33,14.69,73.32,False
COURSE_27_東京U字_ダ,uma_start_shisu+hizume_code+kyakushitsu,uma_start_shisu,hizume_code,kyakushitsu,35,6737,77.29,12.04,73.3,False
COURSE_27_東京U字_ダ,uma_start_shisu+joshodo_code+uma_deokure_ritsu,uma_start_shisu,joshodo_code,uma_deokure_ritsu,35,10124,76.72,10.38,73.28,False
COURSE_27_東京U字_ダ,uma_start_shisu+kyori_tekisei+uma_deokure_ritsu,uma_start_shisu,kyori_tekisei,uma_deokure_ritsu,12,5035,77.84,8.07,73.28,False
COURSE_27_東京U字_ダ,pace_yoso+kyori_tekisei+rotation,pace_yoso,kyori_tekisei,rotation,56,15831,75.88,10.05,73.25,False
COURSE_27_東京U字_ダ,rotation+ten_shisu_juni+pace_shisu_juni,rotation,ten_shisu_juni,pace_shisu_juni,4,558,80.43,7.38,73.2,False
COURSE_27_東京U字_ダ,joshodo_code+uma_deokure_ritsu+kyakushitsu,joshodo_code,uma_deokure_ritsu,kyakushitsu,45,15423,76.02,9.85,73.14,False
