segment,factors,factor1,factor2,n_bins,n_bets,mean_roi,std_roi,clb,pass
KEIBAJO_SURFACE_09_芝_OP重賞,ichi_shisu_juni+kyakushitsu,ichi_shisu_juni,kyakushitsu,5,562,78.71,4.45,74.81,False
KEIBAJO_SURFACE_09_芝_OP重賞,ichi_shisu_juni+omo_tekisei_code,ichi_shisu_juni,omo_tekisei_code,9,1053,79.38,7.22,74.66,False
KEIBAJO_SURFACE_09_芝_OP重賞,pace_yoso+kyori_kubun,pace_yoso,kyori_kubun,6,2550,73.71,1.88,72.2,False
KEIBAJO_SURFACE_09_芝_OP重賞,kyakushitsu+kijun_ninkijun_tansho,kyakushitsu,kijun_ninkijun_tansho,3,351,79.86,7.08,71.85,False
KEIBAJO_SURFACE_09_芝_OP重賞,pace_shisu_juni+kyori_tekisei,pace_shisu_juni,kyori_tekisei,3,306,78.16,5.89,71.49,False
KEIBAJO_SURFACE_09_芝_OP重賞,hizume_code+pace_yoso,hizume_code,pace_yoso,6,1903,73.53,3.03,71.11,False
KEIBAJO_SURFACE_09_芝_OP重賞,hizume_code+ls_shisu_juni,hizume_code,ls_shisu_juni,3,584,76.27,4.58,71.08,False
KEIBAJO_SURFACE_09_芝_OP重賞,agari_shisu_juni+kyakushitsu,agari_shisu_juni,kyakushitsu,3,325,79.52,7.46,71.08,False
KEIBAJO_SURFACE_09_芝_OP重賞,pace_yoso+kyakushitsu,pace_yoso,kyakushitsu,6,2483,76.97,7.45,71.01,False
KEIBAJO_SURFACE_09_芝_OP重賞,kyori_kubun+kyori_tekisei,kyori_kubun,kyori_tekisei,7,2444,76.1,6.89,70.99,False
KEIBAJO_SURFACE_09_芝_OP重賞,ls_shisu_juni+omo_tekisei_code,ls_shisu_juni,omo_tekisei_code,9,1891,74.17,5.11,70.83,False
KEIBAJO_SURFACE_09_芝_OP重賞,kyori_kubun+uma_start_shisu,kyori_kubun,uma_start_shisu,6,1169,74.75,5.13,70.65,False
KEIBAJO_SURFACE_09_芝_OP重賞,pace_yoso+kyori_tekisei,pace_yoso,kyori_tekisei,4,2329,75.42,4.86,70.65,False
KEIBAJO_SURFACE_09_芝_OP重賞,hizume_code+omo_tekisei_code,hizume_code,omo_tekisei_code,9,2053,74.98,6.73,70.58,False
KEIBAJO_SURFACE_09_芝_OP重賞,kyori_kubun+omo_tekisei_code,kyori_kubun,omo_tekisei_code,7,2377,74.57,5.72,70.34,False
KEIBAJO_SURFACE_09_芝_OP重賞,tenkai_kigo_code+kyakushitsu,tenkai_kigo_code,kyakushitsu,7,2296,75.36,6.83,70.3,False
