factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_kubun,距離区分,code,3,1773,71.53,1.18,70.19,False
pace_shisu_juni,ペース指数順位,numeric,10,1333,76.13,12.09,68.64,False
kyori_tekisei,距離適性,code,3,1710,72.21,3.6,68.14,False
ninki_shisu_decile,人気指数10分位,code,9,1721,70.78,4.91,67.57,False
ls_shisu_juni,LS指数順位,numeric,5,1634,72.26,5.59,67.36,False
hizume_code,蹄コード,code,6,1516,72.06,6.38,66.96,False
chokyo_shisu_decile,調教指数10分位,code,10,1771,72.9,9.59,66.95,False
ten_shisu_juni,テン指数順位,numeric,10,1316,73.2,11.2,66.26,False
joho_shisu_decile,情報指数10分位,code,6,1773,71.16,6.31,66.11,False
bataiju_zogen,馬体重増減,numeric,8,1425,70.83,6.92,66.04,False
rotation_bin,ローテーションビン,code,6,1677,74.54,10.66,66.01,False
ichi_shisu_juni,位置指数順位,numeric,10,1323,74.87,14.65,65.79,False
kyakushitsu,脚質,code,4,1773,71.92,6.33,65.72,False
gekiso_juni,激走順位,numeric,9,1242,72.17,10.46,65.33,False
uma_start_shisu_decile,馬スタート指数10分位,code,7,1732,74.01,11.93,65.17,False
shiba_tekisei_code,芝適性,code,3,1737,75.27,9.21,64.85,False
uma_deokure_bin,馬出遅率ビン,code,5,1773,70.75,6.72,64.85,False
kyusha_shisu_decile,厩舎指数10分位,code,9,1707,70.3,9.4,64.16,False
kishu_shisu_decile,騎手指数10分位,code,8,1611,72.39,13.06,63.34,False
manken_shisu_decile,万券指数10分位,code,7,1620,72.44,12.49,63.19,False
kyori_tekisei_2,距離適性2,code,3,595,76.09,11.67,62.88,False
agari_shisu_juni,上がり指数順位,numeric,10,1332,68.56,9.19,62.87,False
omo_tekisei_code,重適性,code,3,1772,72.37,8.43,62.83,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,8,1639,70.57,11.49,62.61,False
sogo_shisu_decile,総合指数10分位,code,5,1726,73.67,13.44,61.89,False
idm_decile,IDM指数10分位,code,4,1670,71.19,9.79,61.6,False
tenkai_kigo_code,展開記号,code,5,1773,68.99,8.58,61.46,False
manken_shirushi,万券印,code,8,1056,69.55,13.73,60.04,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,8,1663,70.54,16.74,58.94,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,10,1401,63.43,18.49,51.97,False
