factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
joken_class_code,条件クラス,code,4,3495,73.7,1.55,72.18,False
hizume_code,蹄コード,code,8,3177,73.67,4.91,70.27,False
omo_tekisei_code,重適性,code,3,3478,74.47,3.93,70.03,False
ten_shisu_juni,テン指数順位,numeric,13,3420,73.54,6.7,69.89,False
manken_shisu,万券指数,numeric,15,1753,74.87,10.25,69.68,False
uma_deokure_ritsu,馬出遅率,numeric,9,2180,75.32,9.16,69.33,False
da_tekisei_code,ダ適性,code,3,3199,75.19,5.27,69.23,False
rotation,ローテーション,numeric,10,2943,75.04,10.64,68.45,False
uma_start_shisu,馬スタート指数,numeric,11,2955,73.16,8.22,68.3,False
kyakushitsu,脚質,code,4,3483,74.16,6.19,68.1,False
manken_shirushi,万券印,code,8,2344,75.91,11.35,68.04,False
ls_shisu_juni,LS指数順位,numeric,5,3169,75.97,9.18,67.93,False
pace_shisu_juni,ペース指数順位,numeric,13,3436,72.75,11.07,66.74,False
ichi_shisu_juni,位置指数順位,numeric,13,3439,72.09,10.71,66.27,False
gekiso_juni,激走順位,numeric,13,3437,72.2,11.2,66.11,False
agari_shisu_juni,上がり指数順位,numeric,13,3426,72.6,13.53,65.24,False
kishu_minarai_code,騎手見習,code,3,668,75.62,9.21,65.2,False
class_code,クラスコード,code,7,3244,74.3,14.22,63.76,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,12,3393,66.83,14.64,58.55,False
kyori_tekisei,距離適性,code,4,3465,70.52,12.76,58.02,False
tenkai_kigo_code,展開記号,code,5,3507,73.12,17.77,57.55,False
kishu_shisu,騎手指数,numeric,12,2557,63.84,12.27,56.89,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,3,370,58.67,6.5,51.31,False
idm,IDM指数,numeric,3,322,63.74,18.53,42.78,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,5,866,51.61,12.64,40.54,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,3,509,46.84,18.71,25.67,False
