segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
SURFACE_2_芝_OP重賞,kyori_kubun+tenkai_kigo_code+uma_deokure_ritsu+agari_shisu_juni,kyori_kubun,tenkai_kigo_code,uma_deokure_ritsu,agari_shisu_juni,3,323,79.1,0.82,78.18,False
SURFACE_2_芝_OP重賞,pace_yoso+uma_start_shisu+nyukyu_nannichimae+omo_tekisei_code,pace_yoso,uma_start_shisu,nyukyu_nannichimae,omo_tekisei_code,4,506,85.9,10.88,75.24,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+class_code+kyori_kubun+ten_shisu_juni,kyusha_hyoka_code,class_code,kyori_kubun,ten_shisu_juni,5,577,80.35,6.56,74.61,False
SURFACE_2_芝_OP重賞,keibajo_code+kishu_shisu+ls_shisu_juni+tenkai_kigo_code,keibajo_code,kishu_shisu,ls_shisu_juni,tenkai_kigo_code,3,323,85.02,9.28,74.51,False
SURFACE_2_芝_OP重賞,pace_yoso+uma_start_shisu+nyukyu_nannichimae+tenkai_kigo_code,pace_yoso,uma_start_shisu,nyukyu_nannichimae,tenkai_kigo_code,3,416,76.4,1.88,74.28,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+uma_start_shisu+nyukyu_nannichimae,kyusha_hyoka_code,pace_yoso,uma_start_shisu,nyukyu_nannichimae,11,1496,78.99,8.1,74.2,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+kyori_kubun+omo_tekisei_code+uma_deokure_ritsu,kyusha_hyoka_code,kyori_kubun,omo_tekisei_code,uma_deokure_ritsu,12,3465,76.01,4.48,73.47,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+class_code+pace_yoso+manken_shisu,kyusha_hyoka_code,class_code,pace_yoso,manken_shisu,24,2793,78.75,13.31,73.43,False
SURFACE_2_芝_OP重賞,pace_yoso+tenkai_kigo_code+ten_shisu_juni+agari_shisu_juni,pace_yoso,tenkai_kigo_code,ten_shisu_juni,agari_shisu_juni,3,311,87.16,12.75,72.74,False
SURFACE_2_芝_OP重賞,pace_yoso+kyori_kubun+omo_tekisei_code+uma_deokure_ritsu,pace_yoso,kyori_kubun,omo_tekisei_code,uma_deokure_ritsu,16,3569,74.91,4.51,72.7,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+nyukyu_nannichimae+omo_tekisei_code,kyusha_hyoka_code,pace_yoso,nyukyu_nannichimae,omo_tekisei_code,22,4603,76.4,9.27,72.53,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+keibajo_code+omo_tekisei_code+ten_shisu_juni,kyusha_hyoka_code,keibajo_code,omo_tekisei_code,ten_shisu_juni,15,1632,79.27,13.72,72.33,False
SURFACE_2_芝_OP重賞,manken_shirushi+pace_yoso+kyori_kubun+omo_tekisei_code,manken_shirushi,pace_yoso,kyori_kubun,omo_tekisei_code,29,4693,75.79,9.72,72.25,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+kyori_kubun+manken_shisu,kyusha_hyoka_code,pace_yoso,kyori_kubun,manken_shisu,30,3577,76.9,13.05,72.23,False
SURFACE_2_芝_OP重賞,uma_start_shisu+tenkai_kigo_code+uma_deokure_ritsu+ten_shisu_juni,uma_start_shisu,tenkai_kigo_code,uma_deokure_ritsu,ten_shisu_juni,4,496,78.94,7.09,71.99,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+manken_shirushi+kishu_shisu+omo_tekisei_code,kyusha_hyoka_code,manken_shirushi,kishu_shisu,omo_tekisei_code,4,427,85.27,13.66,71.88,False
SURFACE_2_芝_OP重賞,pace_yoso+kyori_kubun+uma_deokure_ritsu+ten_shisu_juni,pace_yoso,kyori_kubun,uma_deokure_ritsu,ten_shisu_juni,5,623,84.17,14.04,71.86,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+class_code+uma_start_shisu+ten_shisu_juni,kyusha_hyoka_code,class_code,uma_start_shisu,ten_shisu_juni,6,689,78.2,8.18,71.66,False
SURFACE_2_芝_OP重賞,keibajo_code+kyori_kubun+omo_tekisei_code+uma_deokure_ritsu,keibajo_code,kyori_kubun,omo_tekisei_code,uma_deokure_ritsu,8,1190,77.95,9.12,71.64,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+omo_tekisei_code+manken_shisu,kyusha_hyoka_code,pace_yoso,omo_tekisei_code,manken_shisu,33,5977,75.46,11.23,71.63,False
SURFACE_2_芝_OP重賞,pace_yoso+kyori_kubun+tenkai_kigo_code+uma_deokure_ritsu,pace_yoso,kyori_kubun,tenkai_kigo_code,uma_deokure_ritsu,15,3062,74.78,6.27,71.61,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+class_code+pace_yoso+uma_deokure_ritsu,kyusha_hyoka_code,class_code,pace_yoso,uma_deokure_ritsu,31,5550,75.16,10.12,71.6,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+tenkai_kigo_code+omo_tekisei_code,kyusha_hyoka_code,pace_yoso,tenkai_kigo_code,omo_tekisei_code,22,13487,75.04,8.26,71.59,False
SURFACE_2_芝_OP重賞,tenkai_kigo_code+omo_tekisei_code+uma_deokure_ritsu+ten_shisu_juni,tenkai_kigo_code,omo_tekisei_code,uma_deokure_ritsu,ten_shisu_juni,6,852,79.24,9.57,71.58,False
SURFACE_2_芝_OP重賞,class_code+pace_yoso+tenkai_kigo_code+agari_shisu_juni,class_code,pace_yoso,tenkai_kigo_code,agari_shisu_juni,40,7783,75.38,12.32,71.56,False
SURFACE_2_芝_OP重賞,pace_yoso+keibajo_code+ls_shisu_juni+omo_tekisei_code,pace_yoso,keibajo_code,ls_shisu_juni,omo_tekisei_code,40,7387,74.23,8.91,71.47,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+uma_start_shisu+nyukyu_nannichimae+omo_tekisei_code,kyusha_hyoka_code,uma_start_shisu,nyukyu_nannichimae,omo_tekisei_code,4,511,80.54,9.27,71.46,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+keibajo_code+kyori_kubun,kyusha_hyoka_code,pace_yoso,keibajo_code,kyori_kubun,36,12436,73.07,5.04,71.42,False
SURFACE_2_芝_OP重賞,manken_shirushi+pace_yoso+uma_start_shisu+omo_tekisei_code,manken_shirushi,pace_yoso,uma_start_shisu,omo_tekisei_code,8,1600,77.22,8.36,71.42,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+tenkai_kigo_code+agari_shisu_juni,kyusha_hyoka_code,pace_yoso,tenkai_kigo_code,agari_shisu_juni,31,11312,75.73,12.51,71.32,False
SURFACE_2_芝_OP重賞,pace_yoso+keibajo_code+omo_tekisei_code+uma_deokure_ritsu,pace_yoso,keibajo_code,omo_tekisei_code,uma_deokure_ritsu,9,2005,75.92,7.08,71.3,False
SURFACE_2_芝_OP重賞,pace_yoso+omo_tekisei_code+uma_deokure_ritsu+ten_shisu_juni,pace_yoso,omo_tekisei_code,uma_deokure_ritsu,ten_shisu_juni,7,1179,78.19,9.36,71.26,False
SURFACE_2_芝_OP重賞,pace_yoso+keibajo_code+kyori_kubun+omo_tekisei_code,pace_yoso,keibajo_code,kyori_kubun,omo_tekisei_code,44,10740,73.28,7.25,71.14,False
SURFACE_2_芝_OP重賞,pace_yoso+kyori_kubun+ls_shisu_juni+omo_tekisei_code,pace_yoso,kyori_kubun,ls_shisu_juni,omo_tekisei_code,47,10708,73.64,9.35,70.97,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+keibajo_code+omo_tekisei_code+uma_deokure_ritsu,kyusha_hyoka_code,keibajo_code,omo_tekisei_code,uma_deokure_ritsu,11,2381,75.52,7.78,70.92,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+tenkai_kigo_code+uma_deokure_ritsu,kyusha_hyoka_code,pace_yoso,tenkai_kigo_code,uma_deokure_ritsu,31,7416,73.62,8.01,70.79,False
SURFACE_2_芝_OP重賞,pace_yoso+ls_shisu_juni+tenkai_kigo_code+omo_tekisei_code,pace_yoso,ls_shisu_juni,tenkai_kigo_code,omo_tekisei_code,38,10064,74.66,12.22,70.77,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+omo_tekisei_code+uma_deokure_ritsu+ten_shisu_juni,kyusha_hyoka_code,omo_tekisei_code,uma_deokure_ritsu,ten_shisu_juni,9,1512,77.21,9.86,70.76,False
SURFACE_2_芝_OP重賞,keibajo_code+tenkai_kigo_code+omo_tekisei_code+agari_shisu_juni,keibajo_code,tenkai_kigo_code,omo_tekisei_code,agari_shisu_juni,19,2345,76.98,13.85,70.75,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+kyori_kubun+uma_deokure_ritsu,kyusha_hyoka_code,pace_yoso,kyori_kubun,uma_deokure_ritsu,37,6717,74.07,10.32,70.75,False
SURFACE_2_芝_OP重賞,pace_yoso+keibajo_code+tenkai_kigo_code+ten_shisu_juni,pace_yoso,keibajo_code,tenkai_kigo_code,ten_shisu_juni,16,1764,78.52,15.89,70.74,False
SURFACE_2_芝_OP重賞,pace_yoso+uma_start_shisu+omo_tekisei_code+ten_shisu_juni,pace_yoso,uma_start_shisu,omo_tekisei_code,ten_shisu_juni,13,2378,76.6,10.79,70.73,False
SURFACE_2_芝_OP重賞,pace_yoso+keibajo_code+kyori_kubun+uma_start_shisu,pace_yoso,keibajo_code,kyori_kubun,uma_start_shisu,21,3782,74.24,8.23,70.72,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+omo_tekisei_code+uma_deokure_ritsu,kyusha_hyoka_code,pace_yoso,omo_tekisei_code,uma_deokure_ritsu,37,8608,73.49,8.61,70.72,False
SURFACE_2_芝_OP重賞,pace_yoso+kyori_kubun+omo_tekisei_code+agari_shisu_juni,pace_yoso,kyori_kubun,omo_tekisei_code,agari_shisu_juni,49,7230,74.28,13.29,70.56,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+kyori_kubun+tenkai_kigo_code,kyusha_hyoka_code,pace_yoso,kyori_kubun,tenkai_kigo_code,29,13313,73.56,8.47,70.48,False
SURFACE_2_芝_OP重賞,pace_yoso+tenkai_kigo_code+omo_tekisei_code+ten_shisu_juni,pace_yoso,tenkai_kigo_code,omo_tekisei_code,ten_shisu_juni,38,7643,73.97,11.26,70.39,False
SURFACE_2_芝_OP重賞,kyori_kubun+tenkai_kigo_code+omo_tekisei_code+uma_deokure_ritsu,kyori_kubun,tenkai_kigo_code,omo_tekisei_code,uma_deokure_ritsu,10,2240,74.84,7.23,70.36,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+keibajo_code+tenkai_kigo_code+uma_deokure_ritsu,kyusha_hyoka_code,keibajo_code,tenkai_kigo_code,uma_deokure_ritsu,9,1896,74.51,6.37,70.35,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+manken_shirushi+pace_yoso+uma_start_shisu,kyusha_hyoka_code,manken_shirushi,pace_yoso,uma_start_shisu,8,2198,75.72,7.82,70.3,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+manken_shirushi+pace_yoso+kyori_kubun,kyusha_hyoka_code,manken_shirushi,pace_yoso,kyori_kubun,32,6929,73.31,8.75,70.28,False
SURFACE_2_芝_OP重賞,class_code+pace_yoso+tenkai_kigo_code+uma_deokure_ritsu,class_code,pace_yoso,tenkai_kigo_code,uma_deokure_ritsu,12,2361,75.54,9.34,70.25,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+kyori_kubun+uma_start_shisu,kyusha_hyoka_code,pace_yoso,kyori_kubun,uma_start_shisu,43,10698,73.33,10.5,70.19,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+class_code+pace_yoso+omo_tekisei_code,kyusha_hyoka_code,class_code,pace_yoso,omo_tekisei_code,26,12751,73.58,8.91,70.16,False
SURFACE_2_芝_OP重賞,manken_shirushi+class_code+pace_yoso+omo_tekisei_code,manken_shirushi,class_code,pace_yoso,omo_tekisei_code,21,3339,73.85,8.72,70.12,False
SURFACE_2_芝_OP重賞,class_code+pace_yoso+keibajo_code+kyori_kubun,class_code,pace_yoso,keibajo_code,kyori_kubun,48,8000,72.56,8.82,70.07,False
SURFACE_2_芝_OP重賞,keibajo_code+kyori_kubun+uma_start_shisu+omo_tekisei_code,keibajo_code,kyori_kubun,uma_start_shisu,omo_tekisei_code,13,2001,75.0,9.07,70.07,False
SURFACE_2_芝_OP重賞,keibajo_code+tenkai_kigo_code+omo_tekisei_code+uma_deokure_ritsu,keibajo_code,tenkai_kigo_code,omo_tekisei_code,uma_deokure_ritsu,8,1311,76.98,10.08,70.0,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+keibajo_code+tenkai_kigo_code,kyusha_hyoka_code,pace_yoso,keibajo_code,tenkai_kigo_code,36,11404,73.49,10.79,69.97,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+manken_shirushi+pace_yoso+keibajo_code,kyusha_hyoka_code,manken_shirushi,pace_yoso,keibajo_code,32,4660,73.64,10.64,69.95,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+class_code+kyori_kubun+tenkai_kigo_code,kyusha_hyoka_code,class_code,kyori_kubun,tenkai_kigo_code,29,8900,73.84,10.77,69.92,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+manken_shirushi+uma_start_shisu+omo_tekisei_code,kyusha_hyoka_code,manken_shirushi,uma_start_shisu,omo_tekisei_code,8,1609,74.36,6.45,69.89,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+kyori_kubun+uma_start_shisu+omo_tekisei_code,kyusha_hyoka_code,kyori_kubun,uma_start_shisu,omo_tekisei_code,37,8132,72.66,8.63,69.88,False
SURFACE_2_芝_OP重賞,manken_shirushi+pace_yoso+keibajo_code+omo_tekisei_code,manken_shirushi,pace_yoso,keibajo_code,omo_tekisei_code,21,2373,74.39,10.61,69.86,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+keibajo_code+kyori_kubun+omo_tekisei_code,kyusha_hyoka_code,keibajo_code,kyori_kubun,omo_tekisei_code,44,10762,72.14,7.79,69.84,False
SURFACE_2_芝_OP重賞,class_code+pace_yoso+ls_shisu_juni+omo_tekisei_code,class_code,pace_yoso,ls_shisu_juni,omo_tekisei_code,37,8454,72.63,8.71,69.82,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+ls_shisu_juni+tenkai_kigo_code,kyusha_hyoka_code,pace_yoso,ls_shisu_juni,tenkai_kigo_code,33,11519,73.77,11.63,69.81,False
SURFACE_2_芝_OP重賞,pace_yoso+kyori_kubun+omo_tekisei_code+ten_shisu_juni,pace_yoso,kyori_kubun,omo_tekisei_code,ten_shisu_juni,44,6665,73.57,12.78,69.79,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+kyori_kubun+ls_shisu_juni,kyusha_hyoka_code,pace_yoso,kyori_kubun,ls_shisu_juni,36,11943,71.99,6.88,69.75,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+class_code+omo_tekisei_code+uma_deokure_ritsu,kyusha_hyoka_code,class_code,omo_tekisei_code,uma_deokure_ritsu,15,3024,74.81,10.04,69.73,False
SURFACE_2_芝_OP重賞,class_code+pace_yoso+rotation+omo_tekisei_code,class_code,pace_yoso,rotation,omo_tekisei_code,29,4853,72.36,7.38,69.67,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+keibajo_code+kyori_kubun+uma_deokure_ritsu,kyusha_hyoka_code,keibajo_code,kyori_kubun,uma_deokure_ritsu,12,2113,73.93,7.53,69.67,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+ls_shisu_juni+tenkai_kigo_code+uma_deokure_ritsu,kyusha_hyoka_code,ls_shisu_juni,tenkai_kigo_code,uma_deokure_ritsu,11,2236,73.2,6.0,69.65,False
SURFACE_2_芝_OP重賞,keibajo_code+kyori_kubun+uma_start_shisu+uma_deokure_ritsu,keibajo_code,kyori_kubun,uma_start_shisu,uma_deokure_ritsu,5,753,75.27,6.41,69.65,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+class_code+pace_yoso+keibajo_code,kyusha_hyoka_code,class_code,pace_yoso,keibajo_code,33,10182,72.34,7.9,69.64,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+tenkai_kigo_code+uma_deokure_ritsu+agari_shisu_juni,kyusha_hyoka_code,tenkai_kigo_code,uma_deokure_ritsu,agari_shisu_juni,15,2310,75.85,12.29,69.64,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+tenkai_kigo_code+omo_tekisei_code+uma_deokure_ritsu,kyusha_hyoka_code,tenkai_kigo_code,omo_tekisei_code,uma_deokure_ritsu,27,5656,73.42,10.04,69.63,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+class_code+pace_yoso+uma_start_shisu,kyusha_hyoka_code,class_code,pace_yoso,uma_start_shisu,39,9212,73.24,11.76,69.55,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+class_code+pace_yoso+tenkai_kigo_code,kyusha_hyoka_code,class_code,pace_yoso,tenkai_kigo_code,28,11861,72.29,7.53,69.5,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+kyori_kubun+omo_tekisei_code+agari_shisu_juni,kyusha_hyoka_code,kyori_kubun,omo_tekisei_code,agari_shisu_juni,47,7024,73.8,15.04,69.5,False
SURFACE_2_芝_OP重賞,pace_yoso+kyori_kubun+ls_shisu_juni+tenkai_kigo_code,pace_yoso,kyori_kubun,ls_shisu_juni,tenkai_kigo_code,37,8371,72.82,10.39,69.47,False
SURFACE_2_芝_OP重賞,pace_yoso+uma_start_shisu+omo_tekisei_code+agari_shisu_juni,pace_yoso,uma_start_shisu,omo_tekisei_code,agari_shisu_juni,16,2632,75.47,12.31,69.44,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+manken_shirushi+kyori_kubun+omo_tekisei_code,kyusha_hyoka_code,manken_shirushi,kyori_kubun,omo_tekisei_code,31,5020,73.55,11.71,69.43,False
SURFACE_2_芝_OP重賞,pace_yoso+kyori_kubun+tenkai_kigo_code+omo_tekisei_code,pace_yoso,kyori_kubun,tenkai_kigo_code,omo_tekisei_code,36,12440,72.04,8.11,69.39,False
SURFACE_2_芝_OP重賞,class_code+pace_yoso+uma_start_shisu+rotation,class_code,pace_yoso,uma_start_shisu,rotation,9,1166,73.79,6.73,69.39,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+kyori_kubun+omo_tekisei_code,kyusha_hyoka_code,pace_yoso,kyori_kubun,omo_tekisei_code,24,13956,72.36,7.44,69.39,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+kyori_kubun+nyukyu_nannichimae,kyusha_hyoka_code,pace_yoso,kyori_kubun,nyukyu_nannichimae,24,3543,74.7,13.27,69.39,False
SURFACE_2_芝_OP重賞,pace_yoso+keibajo_code+omo_tekisei_code+agari_shisu_juni,pace_yoso,keibajo_code,omo_tekisei_code,agari_shisu_juni,18,2077,74.57,11.23,69.38,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+class_code+pace_yoso+kyori_kubun,kyusha_hyoka_code,class_code,pace_yoso,kyori_kubun,31,12214,72.79,9.72,69.36,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+uma_deokure_ritsu+ten_shisu_juni,kyusha_hyoka_code,pace_yoso,uma_deokure_ritsu,ten_shisu_juni,12,2231,75.26,10.53,69.3,False
SURFACE_2_芝_OP重賞,class_code+keibajo_code+kyori_kubun+joho_shisu,class_code,keibajo_code,kyori_kubun,joho_shisu,5,584,74.19,5.59,69.29,False
SURFACE_2_芝_OP重賞,pace_yoso+tenkai_kigo_code+omo_tekisei_code+uma_deokure_ritsu,pace_yoso,tenkai_kigo_code,omo_tekisei_code,uma_deokure_ritsu,28,5455,73.27,10.86,69.25,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+keibajo_code+ls_shisu_juni+omo_tekisei_code,kyusha_hyoka_code,keibajo_code,ls_shisu_juni,omo_tekisei_code,40,7541,72.23,9.65,69.24,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+ls_shisu_juni+omo_tekisei_code,kyusha_hyoka_code,pace_yoso,ls_shisu_juni,omo_tekisei_code,33,12800,72.91,10.84,69.21,False
SURFACE_2_芝_OP重賞,pace_yoso+uma_start_shisu+rotation+omo_tekisei_code,pace_yoso,uma_start_shisu,rotation,omo_tekisei_code,12,2161,75.87,11.78,69.21,False
SURFACE_2_芝_OP重賞,pace_yoso+keibajo_code+tenkai_kigo_code+uma_deokure_ritsu,pace_yoso,keibajo_code,tenkai_kigo_code,uma_deokure_ritsu,7,1504,75.59,8.63,69.2,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+uma_start_shisu+tenkai_kigo_code+agari_shisu_juni,kyusha_hyoka_code,uma_start_shisu,tenkai_kigo_code,agari_shisu_juni,22,4149,73.58,10.53,69.18,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+keibajo_code+agari_shisu_juni,kyusha_hyoka_code,pace_yoso,keibajo_code,agari_shisu_juni,47,6228,72.84,12.87,69.16,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+keibajo_code+uma_deokure_ritsu,kyusha_hyoka_code,pace_yoso,keibajo_code,uma_deokure_ritsu,10,2574,74.47,8.58,69.15,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+keibajo_code+uma_start_shisu+omo_tekisei_code,kyusha_hyoka_code,keibajo_code,uma_start_shisu,omo_tekisei_code,28,5042,73.15,10.83,69.14,False
SURFACE_2_芝_OP重賞,pace_yoso+tenkai_kigo_code+omo_tekisei_code+manken_shisu,pace_yoso,tenkai_kigo_code,omo_tekisei_code,manken_shisu,22,3181,74.91,13.83,69.13,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+kyori_kubun+ls_shisu_juni+tenkai_kigo_code,kyusha_hyoka_code,kyori_kubun,ls_shisu_juni,tenkai_kigo_code,37,8720,72.45,10.33,69.12,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+class_code+keibajo_code+omo_tekisei_code,kyusha_hyoka_code,class_code,keibajo_code,omo_tekisei_code,40,8364,72.42,10.77,69.09,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+keibajo_code+tenkai_kigo_code+ten_shisu_juni,kyusha_hyoka_code,keibajo_code,tenkai_kigo_code,ten_shisu_juni,22,2444,75.7,15.87,69.07,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+keibajo_code+omo_tekisei_code+agari_shisu_juni,kyusha_hyoka_code,keibajo_code,omo_tekisei_code,agari_shisu_juni,17,1898,77.06,16.84,69.05,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+omo_tekisei_code+ten_shisu_juni,kyusha_hyoka_code,pace_yoso,omo_tekisei_code,ten_shisu_juni,39,10764,72.32,10.45,69.04,False
SURFACE_2_芝_OP重賞,pace_yoso+keibajo_code+kyori_kubun+tenkai_kigo_code,pace_yoso,keibajo_code,kyori_kubun,tenkai_kigo_code,37,8700,71.86,8.76,69.03,False
SURFACE_2_芝_OP重賞,kyusha_hyoka_code+pace_yoso+uma_start_shisu+omo_tekisei_code,kyusha_hyoka_code,pace_yoso,uma_start_shisu,omo_tekisei_code,31,10899,71.76,7.82,69.01,False
SURFACE_2_芝_OP重賞,class_code+pace_yoso+kyori_kubun+tenkai_kigo_code,class_code,pace_yoso,kyori_kubun,tenkai_kigo_code,32,9138,72.42,9.9,68.99,False
SURFACE_2_芝_OP重賞,pace_yoso+tenkai_kigo_code+uma_deokure_ritsu+ten_shisu_juni,pace_yoso,tenkai_kigo_code,uma_deokure_ritsu,ten_shisu_juni,8,1301,83.32,20.69,68.98,False
