factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
manken_shirushi,万券印,code,8,1285,80.08,9.51,73.49,False
ls_shisu_juni,LS指数順位,numeric,8,2107,76.18,5.26,72.53,False
kyori_kubun,距離区分,code,4,2175,74.35,3.33,71.09,False
agari_shisu_juni,上がり指数順位,numeric,12,1784,78.02,12.64,70.87,False
hizume_code,蹄コード,code,6,1853,74.37,5.06,70.32,False
uma_start_shisu_decile,馬スタート指数10分位,code,7,2119,73.17,4.76,69.64,False
kyusha_shisu_decile,厩舎指数10分位,code,10,2175,74.99,10.24,68.64,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,11,1848,75.93,12.64,68.46,False
uma_deokure_bin,馬出遅率ビン,code,5,2175,72.72,5.05,68.29,False
tenkai_kigo_code,展開記号,code,5,2175,76.48,9.62,68.05,False
ichi_shisu_juni,位置指数順位,numeric,13,1849,73.2,9.84,67.85,False
joho_shisu_decile,情報指数10分位,code,6,2175,73.45,7.33,67.59,False
rotation_bin,ローテーションビン,code,5,2049,72.4,5.81,67.31,False
kyori_tekisei,距離適性,code,3,2072,72.4,4.87,66.88,False
kyakushitsu,脚質,code,4,2175,74.24,7.62,66.77,False
pace_shisu_juni,ペース指数順位,numeric,12,1807,73.65,13.53,66.0,False
bataiju_zogen,馬体重増減,numeric,9,1854,72.76,10.6,65.83,False
gekiso_juni,激走順位,numeric,12,1832,72.44,13.27,64.94,False
ninki_shisu_decile,人気指数10分位,code,8,2046,72.77,11.46,64.83,False
chokyo_shisu_decile,調教指数10分位,code,8,2073,73.03,12.1,64.64,False
omo_tekisei_code,重適性,code,3,2175,71.72,6.41,64.46,False
manken_shisu_decile,万券指数10分位,code,6,1914,71.41,8.95,64.24,False
class_code,クラスコード,code,5,1984,73.67,10.8,64.2,False
ten_shisu_juni,テン指数順位,numeric,13,1856,71.99,14.6,64.06,False
kyori_tekisei_2,距離適性2,code,3,1147,69.81,6.61,62.33,False
kishu_shisu_decile,騎手指数10分位,code,9,2095,70.91,13.26,62.24,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,8,2026,69.72,15.3,59.12,False
idm_decile,IDM指数10分位,code,3,2065,68.38,10.69,56.28,False
sogo_shisu_decile,総合指数10分位,code,3,2063,67.03,11.92,53.54,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,9,2097,65.4,22.4,50.77,False
