factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
ten_shisu_juni,テン指数順位,numeric,4,415,84.66,6.01,78.77,False
ichi_shisu_juni,位置指数順位,numeric,4,418,80.3,5.57,74.84,False
pace_shisu_juni,ペース指数順位,numeric,4,413,79.4,6.47,73.06,False
kyori_kubun,距離区分,code,3,1391,72.58,0.26,72.29,False
kyori_tekisei,距離適性,code,3,1329,72.11,1.89,69.98,False
ls_shisu_juni,LS指数順位,numeric,5,1145,75.7,6.61,69.9,False
uma_deokure_bin,馬出遅率ビン,code,5,1391,72.76,3.84,69.39,False
rotation_bin,ローテーションビン,code,5,1255,72.98,5.04,68.55,False
uma_start_shisu_decile,馬スタート指数10分位,code,6,1233,70.71,2.9,68.39,False
manken_shirushi,万券印,code,5,527,75.37,8.62,67.82,False
chokyo_shisu_decile,調教指数10分位,code,8,1332,71.82,6.3,67.46,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,8,1318,72.11,8.82,66.0,False
ninki_shisu_decile,人気指数10分位,code,8,1287,71.59,8.42,65.75,False
agari_shisu_juni,上がり指数順位,numeric,4,415,70.59,5.66,65.05,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,9,988,71.77,10.64,64.81,False
kyusha_shisu_decile,厩舎指数10分位,code,7,1119,73.58,12.09,64.62,False
bataiju_zogen,馬体重増減,numeric,6,966,74.69,12.73,64.5,False
gekiso_juni,激走順位,numeric,6,632,71.31,8.53,64.49,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,8,1306,70.85,9.59,64.2,False
tenkai_kigo_code,展開記号,code,5,1391,71.16,8.21,63.97,False
kishu_shisu_decile,騎手指数10分位,code,9,1351,71.92,12.34,63.86,False
hizume_code,蹄コード,code,6,1138,72.38,11.19,63.42,False
kyakushitsu,脚質,code,4,1391,71.47,8.6,63.05,False
joho_shisu_decile,情報指数10分位,code,6,1391,71.41,10.98,62.62,False
manken_shisu_decile,万券指数10分位,code,6,1202,70.67,10.66,62.14,False
shiba_tekisei_code,芝適性,code,3,854,65.02,11.96,51.48,False
sogo_shisu_decile,総合指数10分位,code,3,1360,63.64,12.32,49.7,False
