factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
class_code,クラスコード,code,13,49439,78.78,7.51,74.7,False
hizume_code,蹄コード,code,18,49672,73.95,2.79,72.67,False
keibajo_code,競馬場,code,10,49737,72.97,0.54,72.63,False
kyori_tekisei_2,距離適性2,code,4,16030,73.81,1.31,72.52,False
kyori_kubun,距離区分,code,4,49737,73.12,0.83,72.31,False
omo_tekisei_code,重適性,code,3,49707,73.02,0.68,72.24,False
pace_yoso,ペース予想,code,3,49165,73.14,0.86,72.17,False
uma_deokure_bin,馬出遅率ビン,code,5,49719,72.81,1.01,71.93,False
manken_shirushi,万券印,code,8,30450,73.75,3.47,71.34,False
bataiju,馬体重,numeric,63,48790,72.53,6.82,70.85,False
manken_shisu_decile,万券指数10分位,code,10,48782,72.44,2.64,70.8,False
shiba_tekisei_code,芝適性,code,3,40020,72.38,1.46,70.73,False
kyori_tekisei,距離適性,code,6,49566,73.16,3.12,70.66,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,49095,72.35,2.94,70.31,False
kishu_minarai_code,騎手見習,code,5,49676,71.78,2.07,69.96,False
bataiju_zogen,馬体重増減,numeric,21,49308,71.27,3.5,69.77,False
umakigo_code,馬記号,code,3,49655,74.15,4.22,69.38,False
agari_shisu_juni,上がり指数順位,numeric,17,49088,72.14,6.49,69.05,False
ls_shisu_juni,LS指数順位,numeric,10,49143,72.02,4.85,69.01,False
gekiso_juni,激走順位,numeric,17,49104,70.92,4.56,68.76,False
rotation_bin,ローテーションビン,code,8,49737,71.8,4.75,68.51,False
ten_shisu_juni,テン指数順位,numeric,17,49080,70.64,5.64,67.96,False
kyakushitsu,脚質,code,4,49737,72.2,4.63,67.66,False
pace_shisu_juni,ペース指数順位,numeric,17,49082,70.32,5.8,67.56,False
blinker,ブリンカー,code,3,7014,70.22,2.98,66.85,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,49658,75.88,19.94,66.11,False
tenkai_kigo_code,展開記号,code,5,49165,72.66,7.72,65.89,False
joho_shisu_decile,情報指数10分位,code,6,49737,71.95,7.74,65.75,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,93,27718,68.39,14.47,65.45,False
ichi_shisu_juni,位置指数順位,numeric,17,49080,69.38,10.14,64.56,False
da_tekisei_code,ダ適性,code,3,33776,79.63,13.36,64.51,False
kyusha_shisu_decile,厩舎指数10分位,code,10,49737,69.1,7.55,64.43,False
kokyu_flag,コ休フラグ,code,3,49737,71.42,6.82,63.7,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,49737,72.45,14.46,63.49,False
sogo_shisu_decile,総合指数10分位,code,10,49737,69.5,9.95,63.34,False
kishu_shisu_decile,騎手指数10分位,code,10,49737,72.28,14.52,63.28,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,49737,72.24,14.68,63.14,False
chokyo_shisu_decile,調教指数10分位,code,10,49704,67.34,8.62,62.0,False
ninki_shisu_decile,人気指数10分位,code,10,49737,67.2,8.79,61.75,False
kyuyo_riyu_bunrui_code,休養理由,code,4,13248,66.07,5.02,61.15,False
idm_decile,IDM指数10分位,code,8,49610,68.67,12.55,59.98,False
kyusha_hyoka_code,厩舎評価,code,4,49737,72.57,15.91,56.98,False
