factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,2876,74.01,0.47,73.47,False
umakigo_code,馬記号,code,3,2831,78.6,5.07,72.86,False
manken_shirushi,万券印,code,8,1755,75.67,5.94,71.55,False
uma_start_shisu,馬スタート指数,numeric,10,2038,75.42,8.86,69.93,False
omo_tekisei_code,重適性,code,3,2604,73.34,3.68,69.17,False
joken_class_code,条件クラス,code,5,2876,72.63,3.94,69.17,False
gekiso_juni,激走順位,numeric,14,2717,72.86,7.11,69.14,False
pace_shisu_juni,ペース指数順位,numeric,14,2693,72.47,9.42,67.53,False
ichi_shisu_juni,位置指数順位,numeric,14,2709,72.08,8.87,67.43,False
tenkai_kigo_code,展開記号,code,5,2876,73.03,7.11,66.79,False
kyori_tekisei,距離適性,code,3,2746,72.82,5.54,66.56,False
uma_deokure_ritsu,馬出遅率,numeric,3,1114,72.15,5.64,65.77,False
ls_shisu_juni,LS指数順位,numeric,5,2647,73.51,9.29,65.37,False
agari_shisu_juni,上がり指数順位,numeric,14,2714,72.78,14.27,65.31,False
class_code,クラスコード,code,7,2196,78.98,18.99,64.91,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,13,2707,71.29,12.13,64.69,False
ten_shisu_juni,テン指数順位,numeric,14,2705,72.5,15.31,64.48,False
rotation,ローテーション,numeric,7,2114,72.24,10.49,64.47,False
kyakushitsu,脚質,code,5,2876,72.12,9.11,64.14,False
kishu_shisu,騎手指数,numeric,12,2143,71.71,14.78,63.35,False
hizume_code,蹄コード,code,7,2332,71.72,12.47,62.48,False
shiba_tekisei_code,芝適性,code,3,2571,69.51,11.57,56.42,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,4,607,57.43,8.54,49.07,False
kishu_minarai_code,騎手見習,code,3,410,63.61,23.33,37.21,False
