factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
umakigo_code,馬記号,code,3,1906,77.26,6.84,69.52,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,8,1762,73.92,6.88,69.15,False
bataiju_zogen,馬体重増減,numeric,8,1577,73.29,7.35,68.19,False
joho_shisu_decile,情報指数10分位,code,6,1910,71.99,6.0,67.18,False
kyusha_shisu_decile,厩舎指数10分位,code,9,1822,71.96,8.18,66.62,False
kyori_tekisei,距離適性,code,3,1799,72.4,5.41,66.28,False
kishu_shisu_decile,騎手指数10分位,code,9,1833,72.47,9.58,66.21,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,11,1597,73.57,12.85,65.97,False
ls_shisu_juni,LS指数順位,numeric,7,1848,70.79,7.21,65.45,False
kyakushitsu,脚質,code,4,1910,74.36,9.39,65.15,False
hizume_code,蹄コード,code,7,1636,74.82,13.21,65.03,False
chokyo_shisu_decile,調教指数10分位,code,9,1865,70.51,8.67,64.84,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,8,1787,71.25,9.9,64.39,False
rotation_bin,ローテーションビン,code,6,1819,72.17,9.96,64.2,False
omo_tekisei_code,重適性,code,3,1909,76.54,11.32,63.73,False
gekiso_juni,激走順位,numeric,13,1697,71.04,13.64,63.63,False
manken_shirushi,万券印,code,8,1111,75.3,17.74,63.01,False
pace_shisu_juni,ペース指数順位,numeric,12,1574,71.55,15.26,62.92,False
uma_deokure_bin,馬出遅率ビン,code,5,1910,71.75,10.13,62.87,False
uma_start_shisu_decile,馬スタート指数10分位,code,7,1823,73.08,13.82,62.84,False
agari_shisu_juni,上がり指数順位,numeric,13,1681,68.91,12.64,62.04,False
ten_shisu_juni,テン指数順位,numeric,13,1659,70.68,15.99,61.99,False
ichi_shisu_juni,位置指数順位,numeric,12,1570,69.61,13.68,61.87,False
manken_shisu_decile,万券指数10分位,code,7,1754,70.34,12.26,61.26,False
tenkai_kigo_code,展開記号,code,5,1910,69.73,13.53,57.88,False
ninki_shisu_decile,人気指数10分位,code,8,1830,67.41,15.9,56.39,False
sogo_shisu_decile,総合指数10分位,code,3,1790,66.93,14.08,51.0,False
idm_decile,IDM指数10分位,code,3,1828,63.58,13.9,47.85,False
da_tekisei_code,ダ適性,code,3,1809,65.17,17.11,45.8,False
