factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_kubun,距離区分,code,4,10462,72.35,0.73,71.64,False
keibajo_code,競馬場,code,9,10450,72.43,1.59,71.39,False
ls_shisu_juni,LS指数順位,numeric,9,10434,75.06,6.16,71.03,False
ichi_shisu,位置指数,numeric,35,3944,74.61,11.54,70.79,False
kyori_tekisei_2,距離適性2,code,3,4025,72.35,1.56,70.59,False
omo_tekisei_code,重適性,code,3,10460,74.37,3.54,70.36,False
manken_shirushi,万券印,code,8,6167,73.57,5.68,69.63,False
manken_shisu,万券指数,numeric,38,9005,72.48,9.93,69.32,False
agari_shisu_juni,上がり指数順位,numeric,16,10462,71.82,5.57,69.09,False
kyakushitsu,脚質,code,4,10462,72.71,3.77,69.01,False
hizume_code,蹄コード,code,11,10003,72.69,6.71,68.72,False
kishu_shisu,騎手指数,numeric,23,9888,73.63,12.33,68.59,False
ten_shisu_juni,テン指数順位,numeric,16,10462,71.79,6.6,68.56,False
gekiso_juni,激走順位,numeric,16,10462,71.46,6.12,68.46,False
uma_deokure_ritsu,馬出遅率,numeric,32,9274,70.96,7.96,68.2,False
ichi_shisu_juni,位置指数順位,numeric,16,10462,71.23,6.41,68.09,False
nyukyu_nannichimae,入厩何日前,numeric,19,4866,71.29,7.27,68.02,False
joho_shisu,情報指数,numeric,36,9741,72.23,12.99,67.99,False
pace_shisu_juni,ペース指数順位,numeric,16,10462,70.78,7.71,67.0,False
rotation,ローテーション,numeric,19,9781,71.05,9.62,66.73,False
umakigo_code,馬記号,code,3,10448,76.64,8.8,66.68,False
kyori_tekisei,距離適性,code,4,10277,70.32,4.07,66.33,False
uma_start_shisu,馬スタート指数,numeric,16,10018,71.38,10.41,66.28,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,21,3816,71.78,13.18,66.14,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,10462,74.44,17.32,65.95,False
shiba_tekisei_code,芝適性,code,3,6515,68.78,3.82,64.46,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,17,3960,69.92,13.49,63.51,False
idm,IDM指数,numeric,29,7262,68.64,14.38,63.41,False
tenkai_kigo_code,展開記号,code,5,10462,71.36,9.79,62.78,False
da_tekisei_code,ダ適性,code,3,9926,69.7,6.92,61.86,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,19,4915,67.9,13.56,61.8,False
class_code,クラスコード,code,3,10233,67.17,7.36,58.84,False
kyusha_hyoka_code,厩舎評価,code,3,10381,68.99,9.35,58.4,False
gekiso_shisu,激走指数,numeric,4,405,69.12,18.95,50.54,False
chokyo_shisu,調教指数,numeric,8,1374,61.0,15.53,50.24,False
sogo_shisu,総合指数,numeric,6,661,64.68,20.16,48.56,False
