factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,2798,73.38,0.76,72.53,False
omo_tekisei_code,重適性,code,3,2766,74.28,2.36,71.6,False
kyakushitsu,脚質,code,4,2775,73.36,2.44,70.97,False
joken_class_code,条件クラス,code,5,2798,73.73,3.14,70.97,False
rotation,ローテーション,numeric,10,2188,74.49,6.05,70.74,False
ichi_shisu_juni,位置指数順位,numeric,12,2480,73.58,9.22,68.36,False
class_code,クラスコード,code,6,2171,71.81,4.54,68.18,False
manken_shirushi,万券印,code,8,1786,73.97,8.76,67.9,False
kyori_tekisei,距離適性,code,4,2663,70.6,3.98,66.7,False
pace_shisu_juni,ペース指数順位,numeric,13,2598,72.26,10.71,66.44,False
ten_shisu_juni,テン指数順位,numeric,13,2545,72.67,12.16,66.06,False
uma_deokure_ritsu,馬出遅率,numeric,4,1200,72.74,7.62,65.27,False
uma_start_shisu,馬スタート指数,numeric,8,2203,70.15,8.22,64.45,False
shiba_tekisei_code,芝適性,code,3,2734,71.75,6.59,64.29,False
ls_shisu_juni,LS指数順位,numeric,7,2719,72.42,12.51,63.16,False
nyukyu_nannichimae,入厩何日前,numeric,4,448,68.2,5.88,62.44,False
gekiso_juni,激走順位,numeric,12,2516,69.59,13.92,61.71,False
tenkai_kigo_code,展開記号,code,5,2798,74.08,14.15,61.67,False
agari_shisu_juni,上がり指数順位,numeric,13,2605,69.75,15.73,61.2,False
hizume_code,蹄コード,code,8,2529,68.39,10.5,61.11,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,11,2567,64.44,18.82,53.31,False
kishu_shisu,騎手指数,numeric,10,1738,57.49,18.29,46.15,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,3,411,31.68,15.17,14.51,False
