factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,18095,74.15,0.59,73.48,False
manken_shirushi,万券印,code,8,11901,75.37,3.36,73.03,False
ichi_shisu,位置指数,numeric,79,13599,75.26,10.75,72.89,False
uma_deokure_ritsu,馬出遅率,numeric,28,14456,74.42,6.18,72.13,False
joken_class_code,条件クラス,code,5,18095,73.95,2.12,72.09,False
joshodo_code,上昇度,code,3,17835,74.14,2.13,71.73,False
hizume_code,蹄コード,code,12,15549,73.84,4.02,71.57,False
ichi_shisu_juni,位置指数順位,numeric,16,17949,73.53,4.19,71.47,False
omo_tekisei_code,重適性,code,4,16122,73.56,2.51,71.1,False
manken_shisu,万券指数,numeric,49,16702,73.76,9.62,71.07,False
joho_shisu,情報指数,numeric,45,17791,74.3,11.52,70.93,False
kishu_shisu,騎手指数,numeric,32,17869,75.03,12.17,70.81,False
gekiso_shisu,激走指数,numeric,78,9217,73.28,11.38,70.76,False
nyukyu_nannichimae,入厩何日前,numeric,28,9309,74.14,9.96,70.45,False
kyori_tekisei,距離適性,code,6,17867,73.6,4.0,70.4,False
ten_shisu_juni,テン指数順位,numeric,17,18019,72.53,5.13,70.09,False
kyuyo_riyu_bunrui_code,休養理由,code,3,4080,76.52,5.84,69.91,False
kyakushitsu,脚質,code,5,18095,73.41,4.03,69.88,False
class_code,クラスコード,code,16,15912,74.21,9.46,69.58,False
uma_start_shisu,馬スタート指数,numeric,18,15546,72.73,7.62,69.21,False
idm,IDM指数,numeric,41,9624,72.72,11.63,69.16,False
kakutoku_shokin_ruikei,獲得賞金累計,numeric,8,4632,75.23,9.65,68.55,False
rotation,ローテーション,numeric,21,15429,72.25,9.3,68.27,False
shiba_tekisei_code,芝適性,code,3,15785,73.2,5.04,67.5,False
ls_shisu_juni,LS指数順位,numeric,9,18071,72.76,8.47,67.22,False
pace_shisu_juni,ペース指数順位,numeric,16,17954,71.42,8.91,67.05,False
tenkai_kigo_code,展開記号,code,5,18095,74.02,8.5,66.57,False
gekiso_juni,激走順位,numeric,17,18047,70.21,8.27,66.28,False
umakigo_code,馬記号,code,3,18074,70.26,3.93,65.81,False
agari_shisu_juni,上がり指数順位,numeric,16,17968,68.92,9.92,64.06,False
ten_shisu,テン指数,numeric,9,2603,72.14,14.91,62.4,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,38,7784,67.8,18.37,61.96,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,35,6325,67.09,15.95,61.8,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,17977,66.74,11.19,61.07,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,45,10471,65.39,15.19,60.96,False
pace_shisu,ペース指数,numeric,6,2262,69.49,15.95,56.72,False
agari_shisu,上がり指数,numeric,6,2149,67.14,16.01,54.33,False
kyusha_shisu,厩舎指数,numeric,7,1248,65.99,16.72,53.61,False
kyusha_hyoka_code,厩舎評価,code,4,18095,71.88,20.07,52.22,False
chokyo_shisu,調教指数,numeric,15,2760,59.59,21.57,48.67,False
kishu_minarai_code,騎手見習,code,3,1095,66.23,17.59,46.32,False
