factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,3999,74.2,0.76,73.34,False
kyori_kubun,距離区分,code,3,3999,75.28,2.35,72.62,False
manken_shisu_decile,万券指数10分位,code,10,3999,74.07,4.8,71.1,False
kyori_tekisei,距離適性,code,4,3931,76.15,5.64,70.62,False
manken_shirushi,万券印,code,8,2542,74.0,6.34,69.61,False
bataiju,馬体重,numeric,12,1313,75.18,10.29,69.36,False
uma_deokure_bin,馬出遅率ビン,code,4,3039,71.87,4.14,67.82,False
omo_tekisei_code,重適性,code,3,3106,72.99,4.99,67.35,False
rotation_bin,ローテーションビン,code,7,3020,75.07,11.8,66.33,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,3075,72.38,8.79,66.29,False
kyakushitsu,脚質,code,5,3999,72.08,7.25,65.72,False
bataiju_zogen,馬体重増減,numeric,9,2697,72.03,10.57,65.13,False
hizume_code,蹄コード,code,8,2780,70.99,8.62,65.02,False
gekiso_juni,激走順位,numeric,14,3829,71.0,11.8,64.82,False
ten_shisu_juni,テン指数順位,numeric,14,3845,70.34,10.63,64.77,False
ichi_shisu_juni,位置指数順位,numeric,14,3853,71.08,12.86,64.34,False
agari_shisu_juni,上がり指数順位,numeric,14,3834,70.39,12.24,63.98,False
ls_shisu_juni,LS指数順位,numeric,6,3764,75.43,14.78,63.61,False
pace_shisu_juni,ペース指数順位,numeric,15,3931,70.28,13.73,63.34,False
kishu_minarai_code,騎手見習,code,4,3944,71.58,9.37,62.4,False
tenkai_kigo_code,展開記号,code,5,3999,72.88,12.83,61.64,False
joho_shisu_decile,情報指数10分位,code,6,3999,73.04,15.48,60.65,False
kyusha_shisu_decile,厩舎指数10分位,code,10,3999,68.36,13.1,60.24,False
kishu_shisu_decile,騎手指数10分位,code,9,3934,69.6,14.66,60.03,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,8,3872,69.31,14.59,59.2,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,8,3865,70.89,16.94,59.15,False
class_code,クラスコード,code,3,2989,73.37,13.55,58.04,False
ninki_shisu_decile,人気指数10分位,code,9,3929,68.51,16.19,57.93,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,12,3750,65.35,16.32,56.11,False
sogo_shisu_decile,総合指数10分位,code,7,3864,69.7,22.3,53.18,False
chokyo_shisu_decile,調教指数10分位,code,10,3999,63.7,18.67,52.13,False
idm_decile,IDM指数10分位,code,6,3831,67.89,20.84,51.21,False
