factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,6378,72.8,0.43,72.32,False
shiba_tekisei_code,芝適性,code,3,5336,74.3,1.94,72.11,False
idm,IDM指数,numeric,12,1378,78.09,12.0,71.29,False
joken_class_code,条件クラス,code,5,6378,72.44,1.76,70.9,False
kyakushitsu,脚質,code,5,6377,72.77,2.72,70.39,False
manken_shisu,万券指数,numeric,31,4826,74.78,13.43,70.05,False
ls_shisu_juni,LS指数順位,numeric,7,6262,74.16,5.62,70.0,False
class_code,クラスコード,code,11,5341,74.45,8.21,69.6,False
uma_start_shisu,馬スタート指数,numeric,13,4935,72.61,5.59,69.58,False
hizume_code,蹄コード,code,10,5120,75.07,11.65,67.85,False
ten_shisu_juni,テン指数順位,numeric,16,6378,71.87,8.44,67.74,False
kishu_shisu,騎手指数,numeric,20,5824,72.81,12.1,67.5,False
rotation,ローテーション,numeric,13,4729,72.62,9.74,67.32,False
pace_shisu_juni,ペース指数順位,numeric,16,6378,72.91,11.61,67.22,False
uma_deokure_ritsu,馬出遅率,numeric,13,4009,73.6,12.12,67.01,False
joho_shisu,情報指数,numeric,15,4076,71.34,8.72,66.93,False
omo_tekisei_code,重適性,code,3,5432,77.77,9.65,66.85,False
nyukyu_nannichimae,入厩何日前,numeric,14,2777,71.66,9.23,66.83,False
manken_shirushi,万券印,code,8,3931,73.14,9.54,66.53,False
ichi_shisu_juni,位置指数順位,numeric,16,6378,71.28,10.19,66.29,False
tenkai_kigo_code,展開記号,code,5,6378,72.64,8.11,65.53,False
gekiso_juni,激走順位,numeric,16,6378,70.81,10.88,65.48,False
kishu_minarai_code,騎手見習,code,3,1019,74.97,9.14,64.63,False
chokyo_shisu,調教指数,numeric,6,1119,74.36,12.29,64.53,False
agari_shisu_juni,上がり指数順位,numeric,16,6378,69.14,10.48,64.01,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,6311,71.02,14.1,63.89,False
kyusha_hyoka_code,厩舎評価,code,4,6378,73.86,10.43,63.64,False
kyori_tekisei,距離適性,code,4,6181,70.64,7.2,63.58,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,14,2219,69.69,15.24,61.7,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,8,995,73.17,17.92,60.75,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,13,2691,67.54,14.67,59.56,False
kyusha_shisu,厩舎指数,numeric,6,1107,66.51,11.68,57.16,False
agari_shisu,上がり指数,numeric,4,839,69.89,24.88,45.51,False
pace_shisu,ペース指数,numeric,4,866,69.85,25.99,44.38,False
ten_shisu,テン指数,numeric,4,747,61.09,18.68,42.78,False
