factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
uma_deokure_ritsu,馬出遅率,numeric,25,11811,77.78,8.55,74.43,False
manken_shirushi,万券印,code,8,9461,76.03,3.08,73.89,False
hizume_code,蹄コード,code,15,13187,77.34,6.91,73.84,False
pace_yoso,ペース予想,code,3,15100,73.97,0.16,73.79,False
omo_tekisei_code,重適性,code,3,13403,74.84,1.74,72.87,False
ichi_shisu,位置指数,numeric,58,9292,75.58,11.45,72.64,False
joken_class_code,条件クラス,code,5,15100,73.26,0.84,72.53,False
kishu_shisu,騎手指数,numeric,27,14567,75.59,11.66,71.19,False
da_tekisei_code,ダ適性,code,3,11503,78.51,6.61,71.03,False
kyakushitsu,脚質,code,5,15100,73.7,3.27,70.84,False
kishu_minarai_code,騎手見習,code,3,1704,79.24,7.47,70.79,False
gekiso_shisu,激走指数,numeric,49,5351,73.98,12.0,70.62,False
kyusha_shisu,厩舎指数,numeric,11,1804,78.44,13.9,70.23,False
ichi_shisu_juni,位置指数順位,numeric,16,15100,73.23,6.33,70.13,False
manken_shisu,万券指数,numeric,47,13801,72.81,10.26,69.88,False
joho_shisu,情報指数,numeric,42,14603,73.7,12.92,69.79,False
idm,IDM指数,numeric,43,8718,74.07,14.77,69.65,False
class_code,クラスコード,code,11,13097,75.81,10.49,69.61,False
uma_start_shisu,馬スタート指数,numeric,21,13004,74.24,11.46,69.34,False
ten_shisu_juni,テン指数順位,numeric,16,15100,72.29,6.15,69.28,False
ls_shisu_juni,LS指数順位,numeric,8,15040,73.35,6.26,69.01,False
umakigo_code,馬記号,code,3,15089,72.06,2.78,68.92,False
kyori_tekisei,距離適性,code,5,14552,74.16,6.17,68.75,False
nyukyu_nannichimae,入厩何日前,numeric,22,6145,71.38,6.42,68.69,False
kyusha_hyoka_code,厩舎評価,code,4,15100,78.27,9.81,68.66,False
pace_shisu_juni,ペース指数順位,numeric,16,15100,71.75,6.81,68.41,False
tenkai_kigo_code,展開記号,code,5,15100,74.6,8.11,67.5,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,15007,75.83,17.1,67.18,False
ten_shisu,テン指数,numeric,9,2116,71.42,6.68,67.06,False
agari_shisu_juni,上がり指数順位,numeric,16,15100,70.7,8.14,66.71,False
gekiso_juni,激走順位,numeric,16,15100,70.26,8.31,66.19,False
rotation,ローテーション,numeric,18,12689,69.94,8.68,65.93,False
chokyo_shisu,調教指数,numeric,13,3502,71.74,10.82,65.86,False
pace_shisu,ペース指数,numeric,6,1852,72.68,9.67,64.94,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,27,5877,71.87,18.97,64.71,False
kakutoku_shokin_ruikei,獲得賞金累計,numeric,10,5272,72.84,13.17,64.68,False
agari_shisu,上がり指数,numeric,6,1812,72.23,12.26,62.42,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,24,6188,67.86,16.26,61.35,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,32,8502,65.95,13.6,61.24,False
kyori_tekisei_2,距離適性2,code,3,2065,72.06,10.15,60.58,False
kyuyo_riyu_bunrui_code,休養理由,code,3,2753,63.87,10.69,51.77,False
