factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,5665,74.48,0.61,73.8,False
joken_class_code,条件クラス,code,5,5665,73.74,0.98,72.88,False
shiba_tekisei_code,芝適性,code,3,4123,73.97,1.64,72.12,False
nyukyu_nannichimae,入厩何日前,numeric,15,2706,77.13,10.42,71.85,False
kakutoku_shokin_ruikei,獲得賞金累計,numeric,3,2051,72.67,0.98,71.56,False
tenkai_kigo_code,展開記号,code,5,5665,74.21,3.43,71.2,False
pace_shisu,ペース指数,numeric,5,1423,74.95,4.64,70.88,False
umakigo_code,馬記号,code,3,5661,75.61,4.24,70.81,False
uma_start_shisu,馬スタート指数,numeric,13,3764,75.51,9.38,70.41,False
manken_shirushi,万券印,code,8,3433,74.87,6.61,70.29,False
kyusha_hyoka_code,厩舎評価,code,4,5665,75.45,5.34,70.22,False
ten_shisu_juni,テン指数順位,numeric,17,5596,74.14,8.25,70.22,False
rotation,ローテーション,numeric,13,3592,75.04,9.29,69.99,False
manken_shisu,万券指数,numeric,28,3926,73.52,9.88,69.86,False
ten_shisu,テン指数,numeric,5,1228,74.04,5.0,69.65,False
agari_shisu,上がり指数,numeric,5,1372,73.52,5.07,69.08,False
gekiso_juni,激走順位,numeric,16,5500,73.45,9.18,68.95,False
pace_shisu_juni,ペース指数順位,numeric,16,5535,72.1,7.87,68.25,False
hizume_code,蹄コード,code,9,3936,74.37,9.82,67.95,False
joshodo_code,上昇度,code,3,5522,72.09,3.72,67.89,False
class_code,クラスコード,code,10,4040,74.29,10.51,67.78,False
omo_tekisei_code,重適性,code,4,4378,72.85,5.54,67.43,False
agari_shisu_juni,上がり指数順位,numeric,17,5593,72.06,10.49,67.07,False
kishu_shisu,騎手指数,numeric,18,4955,71.17,10.27,66.43,False
ls_shisu_juni,LS指数順位,numeric,8,5650,74.75,12.43,66.14,False
ichi_shisu_juni,位置指数順位,numeric,16,5521,71.26,10.94,65.9,False
kyori_tekisei,距離適性,code,4,5551,74.39,9.13,65.45,False
uma_deokure_ritsu,馬出遅率,numeric,8,2672,73.16,11.8,64.98,False
kyakushitsu,脚質,code,5,5664,72.3,8.53,64.82,False
chokyo_shisu,調教指数,numeric,5,876,70.56,8.25,63.33,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,13,1831,72.17,19.37,61.64,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,5602,72.01,21.87,61.3,False
kyusha_shisu,厩舎指数,numeric,4,671,63.17,6.68,56.62,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,9,1937,66.3,14.96,56.52,False
joho_shisu,情報指数,numeric,6,2788,65.77,12.12,56.07,False
kishu_minarai_code,騎手見習,code,3,815,62.94,6.11,56.03,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,7,858,65.48,21.09,49.86,False
