factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kishu_minarai_code,騎手見習,code,3,969,75.05,1.5,73.35,False
pace_yoso,ペース予想,code,3,6419,73.82,0.49,73.27,False
rotation,ローテーション,numeric,13,5203,76.56,6.13,73.23,False
joken_class_code,条件クラス,code,5,6419,73.11,0.96,72.27,False
omo_tekisei_code,重適性,code,3,5822,74.85,2.34,72.21,False
uma_deokure_ritsu,馬出遅率,numeric,12,4242,77.66,10.5,71.72,False
manken_shirushi,万券印,code,8,3967,76.64,9.71,69.91,False
class_code,クラスコード,code,9,5579,73.21,6.07,69.25,False
uma_start_shisu,馬スタート指数,numeric,14,5369,74.62,10.58,69.08,False
hizume_code,蹄コード,code,8,5444,73.15,6.25,68.83,False
ls_shisu_juni,LS指数順位,numeric,9,6400,72.76,6.92,68.23,False
ichi_shisu_juni,位置指数順位,numeric,16,6419,71.89,7.51,68.21,False
manken_shisu,万券指数,numeric,28,4614,73.38,14.5,68.01,False
agari_shisu_juni,上がり指数順位,numeric,16,6419,72.24,10.25,67.22,False
pace_shisu_juni,ペース指数順位,numeric,16,6419,71.04,8.63,66.81,False
kyakushitsu,脚質,code,5,6418,71.41,5.31,66.76,False
joshodo_code,上昇度,code,3,6358,71.71,4.66,66.44,False
kishu_shisu,騎手指数,numeric,19,5620,72.4,13.95,66.13,False
kyori_tekisei,距離適性,code,4,6369,74.68,8.72,66.13,False
da_tekisei_code,ダ適性,code,3,5303,72.15,5.4,66.04,False
ten_shisu_juni,テン指数順位,numeric,16,6419,70.82,10.21,65.82,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,6350,73.74,16.25,65.52,False
gekiso_juni,激走順位,numeric,16,6419,70.16,9.64,65.44,False
joho_shisu,情報指数,numeric,17,4245,71.37,14.43,64.51,False
kyusha_hyoka_code,厩舎評価,code,3,6415,72.67,7.31,64.4,False
idm,IDM指数,numeric,21,2618,72.4,19.85,63.92,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,12,2744,73.35,17.01,63.73,False
tenkai_kigo_code,展開記号,code,5,6419,72.82,10.94,63.23,False
nyukyu_nannichimae,入厩何日前,numeric,12,1958,70.01,12.69,62.83,False
umakigo_code,馬記号,code,3,6400,76.29,13.55,60.95,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,11,2229,65.13,17.32,54.89,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,14,2039,61.69,15.01,53.83,False
pace_shisu,ペース指数,numeric,3,501,51.88,24.4,24.26,False
