factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
bataiju_zogen,馬体重増減,numeric,5,695,74.96,6.11,69.6,False
kyori_kubun,距離区分,code,4,1126,70.39,0.96,69.44,False
joho_shisu_decile,情報指数10分位,code,6,1126,69.91,5.76,65.3,False
manken_shisu_decile,万券指数10分位,code,6,940,70.72,7.57,64.66,False
kishu_shisu_decile,騎手指数10分位,code,8,1035,71.27,10.07,64.29,False
sogo_shisu_decile,総合指数10分位,code,3,1063,69.12,4.54,63.98,False
kyori_tekisei,距離適性,code,3,1096,71.68,7.6,63.07,False
ninki_shisu_decile,人気指数10分位,code,8,1040,72.53,13.85,62.94,False
kyusha_shisu_decile,厩舎指数10分位,code,7,869,73.57,15.02,62.44,False
rotation_bin,ローテーションビン,code,4,893,67.6,6.18,61.54,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,6,897,70.49,11.39,61.38,False
hizume_code,蹄コード,code,5,908,68.45,8.25,61.21,False
tenkai_kigo_code,展開記号,code,3,951,73.48,11.63,60.31,False
omo_tekisei_code,重適性,code,3,1126,71.19,11.14,58.59,False
chokyo_shisu_decile,調教指数10分位,code,8,1007,68.14,14.35,58.2,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,7,951,69.43,16.52,57.19,False
uma_start_shisu_decile,馬スタート指数10分位,code,5,932,67.41,14.44,54.75,False
kyakushitsu,脚質,code,4,1126,71.06,16.94,54.46,False
uma_deokure_bin,馬出遅率ビン,code,5,1126,68.03,16.7,53.39,False
