factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,1838,73.33,0.65,72.6,False
ls_shisu_juni,LS指数順位,numeric,4,1591,81.73,11.81,70.16,False
kishu_minarai_code,騎手見習,code,3,614,82.73,11.59,69.61,False
gekiso_juni,激走順位,numeric,11,1756,73.68,7.44,69.28,False
hizume_code,蹄コード,code,6,1331,73.38,7.52,67.37,False
rotation,ローテーション,numeric,4,1013,76.24,9.15,67.27,False
kyori_tekisei,距離適性,code,3,1768,76.62,8.52,66.98,False
manken_shirushi,万券印,code,8,1294,70.98,8.47,65.11,False
omo_tekisei_code,重適性,code,3,1648,73.96,8.01,64.9,False
ichi_shisu_juni,位置指数順位,numeric,11,1753,71.01,13.44,63.07,False
agari_shisu_juni,上がり指数順位,numeric,12,1838,70.74,13.63,63.03,False
tenkai_kigo_code,展開記号,code,5,1838,72.5,11.0,62.86,False
uma_start_shisu,馬スタート指数,numeric,3,690,64.9,3.59,60.84,False
class_code,クラスコード,code,3,1344,68.07,7.19,59.93,False
ten_shisu_juni,テン指数順位,numeric,11,1756,69.85,17.82,59.32,False
kyakushitsu,脚質,code,5,1838,68.99,11.05,59.3,False
pace_shisu_juni,ペース指数順位,numeric,11,1758,69.27,19.7,57.63,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,10,1697,66.23,22.69,52.16,False
kishu_shisu,騎手指数,numeric,7,986,57.02,14.62,46.19,False
