factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
manken_shirushi,万券印,code,4,422,88.52,11.84,76.92,False
kyakushitsu,脚質,code,3,1167,74.79,3.2,71.17,False
gekiso_juni,激走順位,numeric,6,636,77.03,8.64,70.11,False
pace_shisu_juni,ペース指数順位,numeric,4,415,81.62,11.89,69.96,False
agari_shisu_juni,上がり指数順位,numeric,6,622,81.17,16.42,68.03,False
omo_tekisei_code,重適性,code,3,1260,72.48,7.08,64.47,False
tenkai_kigo_code,展開記号,code,3,1087,76.89,11.38,64.01,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,8,872,75.81,17.59,63.62,False
ls_shisu_juni,LS指数順位,numeric,7,1239,71.98,11.55,63.42,False
ichi_shisu_juni,位置指数順位,numeric,7,723,70.64,14.63,59.81,False
rotation,ローテーション,numeric,4,727,72.38,13.71,58.95,False
hizume_code,蹄コード,code,5,936,71.31,17.15,56.28,False
kyori_tekisei,距離適性,code,4,1208,66.5,12.07,54.66,False
uma_start_shisu,馬スタート指数,numeric,3,567,71.73,21.52,47.38,False
