segment,factors,factor1,factor2,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_08_ダ_マイル,rotation+pace_shisu_juni,rotation,pace_shisu_juni,4,445,88.18,9.21,79.15,False
COURSE_27_08_ダ_マイル,class_code+gekiso_juni,class_code,gekiso_juni,12,1340,83.2,7.82,78.77,False
COURSE_27_08_ダ_マイル,manken_shirushi+class_code,manken_shirushi,class_code,10,1115,81.66,8.31,76.51,False
COURSE_27_08_ダ_マイル,kyori_tekisei+uma_deokure_ritsu,kyori_tekisei,uma_deokure_ritsu,9,2650,78.54,4.83,75.38,False
COURSE_27_08_ダ_マイル,kyakushitsu+gekiso_juni,kyakushitsu,gekiso_juni,22,3074,77.96,10.17,73.71,False
COURSE_27_08_ダ_マイル,manken_shirushi+hizume_code,manken_shirushi,hizume_code,7,854,81.47,10.5,73.69,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+manken_shirushi,omo_tekisei_code,manken_shirushi,19,2891,78.76,11.27,73.69,False
COURSE_27_08_ダ_マイル,pace_yoso+rotation,pace_yoso,rotation,13,3930,77.75,7.61,73.61,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+kyusha_hyoka_code,omo_tekisei_code,kyusha_hyoka_code,5,5202,75.11,1.89,73.45,False
COURSE_27_08_ダ_マイル,class_code+ichi_shisu_juni,class_code,ichi_shisu_juni,8,862,77.62,6.55,73.07,False
COURSE_27_08_ダ_マイル,manken_shirushi+joken_class_code,manken_shirushi,joken_class_code,16,2748,77.54,9.51,72.88,False
COURSE_27_08_ダ_マイル,manken_shirushi+kyori_tekisei,manken_shirushi,kyori_tekisei,9,2255,79.44,10.14,72.81,False
COURSE_27_08_ダ_マイル,joshodo_code+nyukyu_nannichimae,joshodo_code,nyukyu_nannichimae,7,1065,81.14,11.44,72.67,False
COURSE_27_08_ダ_マイル,manken_shirushi+kyakushitsu,manken_shirushi,kyakushitsu,17,2339,79.18,13.78,72.64,False
COURSE_27_08_ダ_マイル,pace_yoso+manken_shirushi,pace_yoso,manken_shirushi,16,3567,77.52,10.09,72.57,False
COURSE_27_08_ダ_マイル,manken_shirushi+kyusha_hyoka_code,manken_shirushi,kyusha_hyoka_code,8,3361,77.22,6.77,72.53,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+rotation,omo_tekisei_code,rotation,12,3194,77.23,8.36,72.5,False
COURSE_27_08_ダ_マイル,pace_yoso+nyukyu_nannichimae,pace_yoso,nyukyu_nannichimae,7,889,83.17,14.42,72.49,False
COURSE_27_08_ダ_マイル,uma_start_shisu+rotation,uma_start_shisu,rotation,4,1186,77.42,5.2,72.33,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+ten_shisu_juni,omo_tekisei_code,ten_shisu_juni,30,4110,76.53,11.78,72.31,False
COURSE_27_08_ダ_マイル,kyakushitsu+pace_shisu_juni,kyakushitsu,pace_shisu_juni,22,3302,76.54,10.13,72.3,False
COURSE_27_08_ダ_マイル,manken_shirushi+umakigo_code,manken_shirushi,umakigo_code,8,3358,76.94,6.81,72.23,False
COURSE_27_08_ダ_マイル,joken_class_code+uma_deokure_ritsu,joken_class_code,uma_deokure_ritsu,7,2515,76.58,5.9,72.2,False
COURSE_27_08_ダ_マイル,uma_start_shisu+kyusha_hyoka_code,uma_start_shisu,kyusha_hyoka_code,13,4490,76.65,8.24,72.17,False
COURSE_27_08_ダ_マイル,manken_shirushi+da_tekisei_code,manken_shirushi,da_tekisei_code,9,2267,78.53,9.8,72.13,False
COURSE_27_08_ダ_マイル,hizume_code+gekiso_juni,hizume_code,gekiso_juni,8,1006,78.19,8.77,72.12,False
COURSE_27_08_ダ_マイル,pace_yoso+kyusha_hyoka_code,pace_yoso,kyusha_hyoka_code,4,5824,73.77,1.68,72.12,False
COURSE_27_08_ダ_マイル,pace_yoso+joshodo_code,pace_yoso,joshodo_code,5,5867,74.28,2.6,72.01,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+joken_class_code,omo_tekisei_code,joken_class_code,10,5031,73.94,3.41,71.83,False
COURSE_27_08_ダ_マイル,pace_yoso+joken_class_code,pace_yoso,joken_class_code,8,5964,72.99,1.76,71.78,False
COURSE_27_08_ダ_マイル,hizume_code+agari_shisu_juni,hizume_code,agari_shisu_juni,7,846,80.56,11.96,71.69,False
COURSE_27_08_ダ_マイル,rotation+umakigo_code,rotation,umakigo_code,12,4074,74.77,5.54,71.64,False
COURSE_27_08_ダ_マイル,joken_class_code+kishu_minarai_code,joken_class_code,kishu_minarai_code,3,412,75.61,3.65,71.48,False
COURSE_27_08_ダ_マイル,kijun_ninkijun_tansho+gekiso_juni,kijun_ninkijun_tansho,gekiso_juni,3,411,81.56,8.94,71.44,False
COURSE_27_08_ダ_マイル,kyori_tekisei+manken_shisu,kyori_tekisei,manken_shisu,4,423,75.01,3.65,71.43,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+pace_yoso,omo_tekisei_code,pace_yoso,7,5307,73.85,3.34,71.37,False
COURSE_27_08_ダ_マイル,rotation+kyusha_hyoka_code,rotation,kyusha_hyoka_code,14,4375,75.23,7.41,71.35,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+ichi_shisu_juni,omo_tekisei_code,ichi_shisu_juni,25,3625,75.45,10.76,71.23,False
COURSE_27_08_ダ_マイル,hizume_code+kyakushitsu,hizume_code,kyakushitsu,19,4269,76.6,12.08,71.16,False
COURSE_27_08_ダ_マイル,joken_class_code+kyusha_hyoka_code,joken_class_code,kyusha_hyoka_code,7,5817,74.07,3.94,71.16,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+joshodo_code,omo_tekisei_code,joshodo_code,3,5149,74.56,3.07,71.08,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+uma_deokure_ritsu,omo_tekisei_code,uma_deokure_ritsu,7,2505,75.22,5.67,71.02,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+uma_start_shisu,omo_tekisei_code,uma_start_shisu,14,3412,74.24,6.35,70.91,False
COURSE_27_08_ダ_マイル,uma_start_shisu+umakigo_code,uma_start_shisu,umakigo_code,13,4382,75.08,7.8,70.84,False
COURSE_27_08_ダ_マイル,manken_shirushi+tenkai_kigo_code,manken_shirushi,tenkai_kigo_code,13,2216,77.14,11.71,70.77,False
COURSE_27_08_ダ_マイル,rotation+tenkai_kigo_code,rotation,tenkai_kigo_code,16,3539,75.83,10.53,70.67,False
COURSE_27_08_ダ_マイル,uma_start_shisu+uma_deokure_ritsu,uma_start_shisu,uma_deokure_ritsu,3,1428,83.7,11.52,70.67,False
COURSE_27_08_ダ_マイル,uma_start_shisu+joshodo_code,uma_start_shisu,joshodo_code,13,4677,74.31,6.72,70.66,False
COURSE_27_08_ダ_マイル,joken_class_code+joshodo_code,joken_class_code,joshodo_code,6,5776,72.52,2.39,70.61,False
COURSE_27_08_ダ_マイル,rotation+joshodo_code,rotation,joshodo_code,13,4501,73.6,5.83,70.43,False
COURSE_27_08_ダ_マイル,class_code+ten_shisu_juni,class_code,ten_shisu_juni,11,1231,76.79,10.93,70.33,False
COURSE_27_08_ダ_マイル,kyori_tekisei+kyusha_hyoka_code,kyori_tekisei,kyusha_hyoka_code,5,5719,73.92,4.12,70.31,False
COURSE_27_08_ダ_マイル,hizume_code+ichi_shisu_juni,hizume_code,ichi_shisu_juni,10,1165,76.07,9.36,70.26,False
COURSE_27_08_ダ_マイル,pace_yoso+kyori_tekisei,pace_yoso,kyori_tekisei,8,5808,73.08,4.14,70.21,False
COURSE_27_08_ダ_マイル,rotation+da_tekisei_code,rotation,da_tekisei_code,10,2996,78.15,12.83,70.2,False
COURSE_27_08_ダ_マイル,manken_shirushi+joshodo_code,manken_shirushi,joshodo_code,8,3240,75.97,8.35,70.18,False
COURSE_27_08_ダ_マイル,pace_yoso+uma_start_shisu,pace_yoso,uma_start_shisu,12,4021,73.92,6.6,70.18,False
COURSE_27_08_ダ_マイル,kyori_tekisei+agari_shisu_juni,kyori_tekisei,agari_shisu_juni,21,3625,74.9,11.2,70.1,False
COURSE_27_08_ダ_マイル,kyori_tekisei+ichi_shisu_juni,kyori_tekisei,ichi_shisu_juni,17,3627,75.35,11.04,70.1,False
COURSE_27_08_ダ_マイル,hizume_code+ten_shisu_juni,hizume_code,ten_shisu_juni,9,1040,79.69,14.74,70.06,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+class_code,omo_tekisei_code,class_code,13,4453,74.18,7.68,70.0,False
COURSE_27_08_ダ_マイル,class_code+da_tekisei_code,class_code,da_tekisei_code,9,4043,76.46,9.9,69.99,False
COURSE_27_08_ダ_マイル,kyori_tekisei+joshodo_code,kyori_tekisei,joshodo_code,6,5810,74.82,6.09,69.94,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+agari_shisu_juni,omo_tekisei_code,agari_shisu_juni,25,3625,74.58,11.95,69.9,False
COURSE_27_08_ダ_マイル,pace_yoso+hizume_code,pace_yoso,hizume_code,11,4541,74.75,8.35,69.82,False
COURSE_27_08_ダ_マイル,nyukyu_nannichimae+umakigo_code,nyukyu_nannichimae,umakigo_code,7,1029,79.08,12.65,69.71,False
COURSE_27_08_ダ_マイル,rotation+joken_class_code,rotation,joken_class_code,11,2771,75.19,9.28,69.7,False
COURSE_27_08_ダ_マイル,uma_start_shisu+ichi_shisu_juni,uma_start_shisu,ichi_shisu_juni,10,1690,75.24,9.26,69.5,False
COURSE_27_08_ダ_マイル,kyakushitsu+umakigo_code,kyakushitsu,umakigo_code,7,5689,74.54,6.83,69.49,False
COURSE_27_08_ダ_マイル,uma_start_shisu+pace_shisu_juni,uma_start_shisu,pace_shisu_juni,10,1584,75.46,9.71,69.45,False
COURSE_27_08_ダ_マイル,class_code+pace_shisu_juni,class_code,pace_shisu_juni,14,1575,76.45,13.36,69.45,False
COURSE_27_08_ダ_マイル,ten_shisu_juni+kyakushitsu,ten_shisu_juni,kyakushitsu,25,3735,73.95,11.53,69.44,False
COURSE_27_08_ダ_マイル,rotation+kijun_ninkijun_tansho,rotation,kijun_ninkijun_tansho,7,808,76.53,9.6,69.42,False
COURSE_27_08_ダ_マイル,joken_class_code+agari_shisu_juni,joken_class_code,agari_shisu_juni,24,3874,73.46,10.18,69.39,False
COURSE_27_08_ダ_マイル,pace_yoso+agari_shisu_juni,pace_yoso,agari_shisu_juni,26,5551,73.11,9.79,69.34,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+hizume_code,omo_tekisei_code,hizume_code,16,4522,73.79,9.32,69.23,False
COURSE_27_08_ダ_マイル,agari_shisu_juni+kyakushitsu,agari_shisu_juni,kyakushitsu,25,3521,74.41,13.29,69.2,False
COURSE_27_08_ダ_マイル,joken_class_code+ichi_shisu_juni,joken_class_code,ichi_shisu_juni,23,3858,74.41,12.78,69.19,False
COURSE_27_08_ダ_マイル,hizume_code+kyusha_hyoka_code,hizume_code,kyusha_hyoka_code,9,4685,74.12,7.54,69.19,False
COURSE_27_08_ダ_マイル,joshodo_code+tenkai_kigo_code,joshodo_code,tenkai_kigo_code,7,5753,75.08,7.96,69.18,False
COURSE_27_08_ダ_マイル,kyori_tekisei+class_code,kyori_tekisei,class_code,16,4356,73.19,8.26,69.14,False
COURSE_27_08_ダ_マイル,hizume_code+class_code,hizume_code,class_code,14,2753,75.51,12.24,69.1,False
COURSE_27_08_ダ_マイル,uma_deokure_ritsu+tenkai_kigo_code,uma_deokure_ritsu,tenkai_kigo_code,10,2664,74.57,8.84,69.09,False
COURSE_27_08_ダ_マイル,da_tekisei_code+kyusha_hyoka_code,da_tekisei_code,kyusha_hyoka_code,4,4536,75.01,6.19,68.95,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+da_tekisei_code,omo_tekisei_code,da_tekisei_code,7,4588,75.18,8.54,68.85,False
COURSE_27_08_ダ_マイル,class_code+tenkai_kigo_code,class_code,tenkai_kigo_code,15,3895,74.98,12.21,68.8,False
COURSE_27_08_ダ_マイル,pace_yoso+kyakushitsu,pace_yoso,kyakushitsu,9,5834,72.47,5.65,68.78,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+tenkai_kigo_code,omo_tekisei_code,tenkai_kigo_code,13,5185,73.63,8.99,68.74,False
COURSE_27_08_ダ_マイル,uma_start_shisu+ten_shisu_juni,uma_start_shisu,ten_shisu_juni,10,1601,75.59,11.07,68.73,False
COURSE_27_08_ダ_マイル,uma_start_shisu+gekiso_juni,uma_start_shisu,gekiso_juni,11,1680,76.53,13.24,68.7,False
COURSE_27_08_ダ_マイル,manken_shirushi+uma_start_shisu,manken_shirushi,uma_start_shisu,8,1212,78.87,14.71,68.68,False
COURSE_27_08_ダ_マイル,uma_deokure_ritsu+kyusha_hyoka_code,uma_deokure_ritsu,kyusha_hyoka_code,10,3431,72.96,6.9,68.68,False
COURSE_27_08_ダ_マイル,nyukyu_nannichimae+kyusha_hyoka_code,nyukyu_nannichimae,kyusha_hyoka_code,9,1294,77.33,13.26,68.67,False
COURSE_27_08_ダ_マイル,uma_start_shisu+joken_class_code,uma_start_shisu,joken_class_code,11,2880,74.69,10.22,68.65,False
COURSE_27_08_ダ_マイル,kyori_tekisei+umakigo_code,kyori_tekisei,umakigo_code,7,5770,71.86,4.4,68.6,False
COURSE_27_08_ダ_マイル,joken_class_code+hizume_code,joken_class_code,hizume_code,15,3790,74.19,11.06,68.6,False
COURSE_27_08_ダ_マイル,joken_class_code+tenkai_kigo_code,joken_class_code,tenkai_kigo_code,15,5658,72.9,8.53,68.59,False
COURSE_27_08_ダ_マイル,hizume_code+kyori_tekisei,hizume_code,kyori_tekisei,14,4014,74.45,11.26,68.55,False
COURSE_27_08_ダ_マイル,joken_class_code+class_code,joken_class_code,class_code,9,4945,74.31,8.84,68.53,False
COURSE_27_08_ダ_マイル,uma_start_shisu+agari_shisu_juni,uma_start_shisu,agari_shisu_juni,12,1664,76.07,13.33,68.52,False
COURSE_27_08_ダ_マイル,ls_shisu_juni+kyusha_hyoka_code,ls_shisu_juni,kyusha_hyoka_code,10,5619,74.64,9.99,68.45,False
COURSE_27_08_ダ_マイル,hizume_code+umakigo_code,hizume_code,umakigo_code,8,4476,73.42,7.19,68.43,False
COURSE_27_08_ダ_マイル,kyori_tekisei+tenkai_kigo_code,kyori_tekisei,tenkai_kigo_code,13,5542,73.2,8.81,68.41,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+pace_shisu_juni,omo_tekisei_code,pace_shisu_juni,28,3948,72.72,11.73,68.37,False
COURSE_27_08_ダ_マイル,hizume_code+joshodo_code,hizume_code,joshodo_code,8,4823,73.4,7.35,68.31,False
COURSE_27_08_ダ_マイル,joken_class_code+pace_shisu_juni,joken_class_code,pace_shisu_juni,24,3944,72.88,11.44,68.3,False
COURSE_27_08_ダ_マイル,uma_start_shisu+kyori_tekisei,uma_start_shisu,kyori_tekisei,13,3311,73.81,10.13,68.3,False
COURSE_27_08_ダ_マイル,manken_shisu+kyusha_hyoka_code,manken_shisu,kyusha_hyoka_code,25,3558,73.8,14.28,68.2,False
COURSE_27_08_ダ_マイル,pace_yoso+ichi_shisu_juni,pace_yoso,ichi_shisu_juni,19,5051,71.8,8.04,68.19,False
COURSE_27_08_ダ_マイル,ichi_shisu_juni+kyakushitsu,ichi_shisu_juni,kyakushitsu,25,4848,72.67,11.44,68.19,False
COURSE_27_08_ダ_マイル,uma_start_shisu+da_tekisei_code,uma_start_shisu,da_tekisei_code,13,3331,73.96,10.65,68.17,False
COURSE_27_08_ダ_マイル,manken_shisu+da_tekisei_code,manken_shisu,da_tekisei_code,8,860,80.32,17.54,68.16,False
COURSE_27_08_ダ_マイル,manken_shisu+umakigo_code,manken_shisu,umakigo_code,26,3587,74.15,15.87,68.05,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+kyakushitsu,omo_tekisei_code,kyakushitsu,12,5362,72.87,8.54,68.04,False
COURSE_27_08_ダ_マイル,joshodo_code+da_tekisei_code,joshodo_code,da_tekisei_code,4,4617,74.55,6.68,68.01,False
COURSE_27_08_ダ_マイル,kyori_tekisei+ten_shisu_juni,kyori_tekisei,ten_shisu_juni,22,3667,72.77,11.46,67.99,False
COURSE_27_08_ダ_マイル,kyori_tekisei+pace_shisu_juni,kyori_tekisei,pace_shisu_juni,22,3633,73.61,13.54,67.95,False
COURSE_27_08_ダ_マイル,joken_class_code+kyakushitsu,joken_class_code,kyakushitsu,16,5761,72.01,8.29,67.94,False
COURSE_27_08_ダ_マイル,uma_start_shisu+hizume_code,uma_start_shisu,hizume_code,7,1798,76.09,11.07,67.9,False
COURSE_27_08_ダ_マイル,class_code+kyusha_hyoka_code,class_code,kyusha_hyoka_code,9,4673,74.45,10.14,67.82,False
COURSE_27_08_ダ_マイル,kyakushitsu+kijun_ninkijun_tansho,kyakushitsu,kijun_ninkijun_tansho,22,3311,73.87,14.47,67.82,False
COURSE_27_08_ダ_マイル,rotation+hizume_code,rotation,hizume_code,8,1658,76.69,12.81,67.82,False
COURSE_27_08_ダ_マイル,joshodo_code+ichi_shisu_juni,joshodo_code,ichi_shisu_juni,17,5702,71.52,8.03,67.71,False
COURSE_27_08_ダ_マイル,uma_deokure_ritsu+umakigo_code,uma_deokure_ritsu,umakigo_code,10,3363,74.32,10.74,67.66,False
COURSE_27_08_ダ_マイル,joshodo_code+class_code,joshodo_code,class_code,9,4888,74.13,10.0,67.6,False
COURSE_27_08_ダ_マイル,uma_deokure_ritsu+ichi_shisu_juni,uma_deokure_ritsu,ichi_shisu_juni,9,1666,72.79,7.99,67.57,False
COURSE_27_08_ダ_マイル,joken_class_code+ten_shisu_juni,joken_class_code,ten_shisu_juni,24,3921,73.11,13.98,67.51,False
COURSE_27_08_ダ_マイル,tenkai_kigo_code+umakigo_code,tenkai_kigo_code,umakigo_code,7,5766,72.42,6.65,67.49,False
COURSE_27_08_ダ_マイル,joshodo_code+uma_deokure_ritsu,joshodo_code,uma_deokure_ritsu,10,3593,72.54,8.19,67.47,False
COURSE_27_08_ダ_マイル,rotation+class_code,rotation,class_code,9,1875,74.64,11.05,67.42,False
COURSE_27_08_ダ_マイル,joshodo_code+idm,joshodo_code,idm,13,1563,75.41,14.73,67.4,False
COURSE_27_08_ダ_マイル,kyakushitsu+kyusha_hyoka_code,kyakushitsu,kyusha_hyoka_code,6,5728,74.15,8.48,67.37,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+gekiso_juni,omo_tekisei_code,gekiso_juni,25,3750,72.9,14.14,67.36,False
COURSE_27_08_ダ_マイル,ichi_shisu_juni+kyusha_hyoka_code,ichi_shisu_juni,kyusha_hyoka_code,16,5556,71.58,8.74,67.3,False
COURSE_27_08_ダ_マイル,pace_yoso+ls_shisu_juni,pace_yoso,ls_shisu_juni,17,5799,72.92,11.82,67.3,False
COURSE_27_08_ダ_マイル,pace_yoso+da_tekisei_code,pace_yoso,da_tekisei_code,5,4532,73.05,6.57,67.29,False
COURSE_27_08_ダ_マイル,rotation+kyakushitsu,rotation,kyakushitsu,14,3081,74.09,13.05,67.26,False
COURSE_27_08_ダ_マイル,joken_class_code+gekiso_juni,joken_class_code,gekiso_juni,24,3931,72.63,13.54,67.22,False
COURSE_27_08_ダ_マイル,ichi_shisu_juni+da_tekisei_code,ichi_shisu_juni,da_tekisei_code,16,3153,73.48,13.03,67.1,False
COURSE_27_08_ダ_マイル,uma_deokure_ritsu+agari_shisu_juni,uma_deokure_ritsu,agari_shisu_juni,14,1839,73.35,11.97,67.08,False
COURSE_27_08_ダ_マイル,joken_class_code+da_tekisei_code,joken_class_code,da_tekisei_code,8,4480,73.02,8.58,67.07,False
COURSE_27_08_ダ_マイル,agari_shisu_juni+umakigo_code,agari_shisu_juni,umakigo_code,16,5455,71.98,10.05,67.05,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+ls_shisu_juni,omo_tekisei_code,ls_shisu_juni,19,4744,72.97,13.39,66.95,False
COURSE_27_08_ダ_マイル,class_code+kyakushitsu,class_code,kyakushitsu,17,4113,72.3,11.28,66.94,False
COURSE_27_08_ダ_マイル,omo_tekisei_code+kyori_tekisei,omo_tekisei_code,kyori_tekisei,11,5256,73.36,10.91,66.91,False
COURSE_27_08_ダ_マイル,agari_shisu_juni+kyusha_hyoka_code,agari_shisu_juni,kyusha_hyoka_code,16,5556,71.06,8.57,66.86,False
COURSE_27_08_ダ_マイル,pace_yoso+class_code,pace_yoso,class_code,13,4780,72.77,10.87,66.86,False
COURSE_27_08_ダ_マイル,joken_class_code+kyori_tekisei,joken_class_code,kyori_tekisei,14,5834,71.03,8.07,66.81,False
COURSE_27_08_ダ_マイル,joshodo_code+agari_shisu_juni,joshodo_code,agari_shisu_juni,16,5181,71.22,9.12,66.75,False
COURSE_27_08_ダ_マイル,tenkai_kigo_code+kyusha_hyoka_code,tenkai_kigo_code,kyusha_hyoka_code,6,5712,72.3,6.97,66.72,False
COURSE_27_08_ダ_マイル,pace_yoso+tenkai_kigo_code,pace_yoso,tenkai_kigo_code,11,5989,71.97,8.92,66.71,False
COURSE_27_08_ダ_マイル,agari_shisu_juni+da_tekisei_code,agari_shisu_juni,da_tekisei_code,16,3187,73.77,14.52,66.66,False
COURSE_27_08_ダ_マイル,ten_shisu_juni+da_tekisei_code,ten_shisu_juni,da_tekisei_code,18,3406,71.92,11.4,66.66,False
COURSE_27_08_ダ_マイル,pace_yoso+kishu_kitai_sanchakunai_ritsu,pace_yoso,kishu_kitai_sanchakunai_ritsu,5,661,70.24,4.08,66.66,False
COURSE_27_08_ダ_マイル,kyori_tekisei+gekiso_juni,kyori_tekisei,gekiso_juni,14,3007,71.69,9.83,66.54,False
COURSE_27_08_ダ_マイル,pace_yoso+ten_shisu_juni,pace_yoso,ten_shisu_juni,26,5616,71.32,12.48,66.53,False
COURSE_27_08_ダ_マイル,ten_shisu_juni+pace_shisu_juni,ten_shisu_juni,pace_shisu_juni,7,1146,75.57,12.27,66.48,False
COURSE_27_08_ダ_マイル,ten_shisu_juni+kyusha_hyoka_code,ten_shisu_juni,kyusha_hyoka_code,16,5556,71.01,9.3,66.46,False
COURSE_27_08_ダ_マイル,joshodo_code+ten_shisu_juni,joshodo_code,ten_shisu_juni,16,5181,71.24,9.87,66.41,False
COURSE_27_08_ダ_マイル,uma_deokure_ritsu+da_tekisei_code,uma_deokure_ritsu,da_tekisei_code,8,2330,74.57,11.79,66.4,False
COURSE_27_08_ダ_マイル,joshodo_code+umakigo_code,joshodo_code,umakigo_code,5,5901,72.48,6.94,66.39,False
COURSE_27_08_ダ_マイル,joshodo_code+ls_shisu_juni,joshodo_code,ls_shisu_juni,10,5317,72.97,10.64,66.37,False
COURSE_27_08_ダ_マイル,joshodo_code+kyakushitsu,joshodo_code,kyakushitsu,5,5776,71.32,5.66,66.36,False
COURSE_27_08_ダ_マイル,ichi_shisu_juni+umakigo_code,ichi_shisu_juni,umakigo_code,16,5455,71.2,10.1,66.25,False
COURSE_27_08_ダ_マイル,uma_start_shisu+tenkai_kigo_code,uma_start_shisu,tenkai_kigo_code,13,3311,72.34,11.35,66.17,False
COURSE_27_08_ダ_マイル,ls_shisu_juni+umakigo_code,ls_shisu_juni,umakigo_code,9,5420,73.36,11.0,66.17,False
COURSE_27_08_ダ_マイル,pace_yoso+gekiso_juni,pace_yoso,gekiso_juni,27,5587,70.43,11.39,66.13,False
COURSE_27_08_ダ_マイル,joshodo_code+gekiso_juni,joshodo_code,gekiso_juni,15,5093,70.24,8.17,66.1,False
COURSE_27_08_ダ_マイル,pace_yoso+kijun_ninkijun_tansho,pace_yoso,kijun_ninkijun_tansho,24,5501,71.81,14.31,66.09,False
COURSE_27_08_ダ_マイル,hizume_code+uma_deokure_ritsu,hizume_code,uma_deokure_ritsu,7,1841,73.56,10.12,66.06,False
COURSE_27_08_ダ_マイル,ls_shisu_juni+kyakushitsu,ls_shisu_juni,kyakushitsu,21,4637,73.07,16.41,66.05,False
COURSE_27_08_ダ_マイル,kijun_ninkijun_tansho+kyusha_hyoka_code,kijun_ninkijun_tansho,kyusha_hyoka_code,15,5609,71.89,11.56,66.04,False
