factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
omo_tekisei_code,重適性,code,4,5462,75.31,2.2,73.15,False
pace_yoso,ペース予想,code,3,6098,73.25,0.65,72.52,False
manken_shirushi,万券印,code,8,3714,76.93,7.13,71.99,False
uma_start_shisu,馬スタート指数,numeric,13,4875,74.46,5.93,71.24,False
rotation,ローテーション,numeric,13,4689,74.04,5.4,71.11,False
joken_class_code,条件クラス,code,5,6098,72.63,2.38,70.54,False
hizume_code,蹄コード,code,8,5020,73.56,6.82,68.83,False
kyori_tekisei,距離適性,code,4,6009,72.15,3.4,68.81,False
joshodo_code,上昇度,code,3,5975,74.89,5.45,68.72,False
class_code,クラスコード,code,9,5090,74.16,9.02,68.27,False
uma_deokure_ritsu,馬出遅率,numeric,11,3831,72.64,7.98,67.92,False
manken_shisu,万券指数,numeric,26,4012,73.29,14.05,67.88,False
ichi_shisu_juni,位置指数順位,numeric,16,6098,71.31,8.15,67.32,False
ls_shisu_juni,LS指数順位,numeric,9,6054,73.56,9.83,67.13,False
tenkai_kigo_code,展開記号,code,5,6098,73.64,7.59,66.99,False
nyukyu_nannichimae,入厩何日前,numeric,11,1607,74.68,13.47,66.72,False
agari_shisu_juni,上がり指数順位,numeric,16,6098,70.93,8.61,66.71,False
ten_shisu_juni,テン指数順位,numeric,16,6098,70.69,9.39,66.08,False
kyakushitsu,脚質,code,5,6097,71.33,6.02,66.05,False
idm,IDM指数,numeric,13,1639,74.62,15.83,66.01,False
kishu_shisu,騎手指数,numeric,19,5319,71.64,12.84,65.87,False
da_tekisei_code,ダ適性,code,3,4678,72.38,6.17,65.4,False
pace_shisu_juni,ペース指数順位,numeric,16,6098,70.33,12.82,64.05,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,6048,69.64,12.12,63.5,False
joho_shisu,情報指数,numeric,13,3711,70.26,13.07,63.15,False
gekiso_juni,激走順位,numeric,16,6098,68.26,11.32,62.71,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,10,1588,66.9,7.25,62.41,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,11,2403,67.37,11.79,60.41,False
umakigo_code,馬記号,code,3,6084,70.42,9.72,59.42,False
pace_shisu,ペース指数,numeric,4,715,71.75,14.48,57.56,False
kishu_minarai_code,騎手見習,code,3,793,68.2,9.48,57.46,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,8,1751,62.98,7.98,57.45,False
agari_shisu,上がり指数,numeric,4,685,71.4,15.57,56.14,False
chokyo_shisu,調教指数,numeric,4,633,52.01,6.53,45.6,False
kyusha_hyoka_code,厩舎評価,code,3,6087,63.61,19.82,41.19,False
