factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,5378,73.62,0.34,73.24,False
manken_shirushi,万券印,code,8,3485,75.08,5.07,71.57,False
uma_deokure_bin,馬出遅率ビン,code,5,5357,74.27,3.58,71.14,False
omo_tekisei_code,重適性,code,3,5332,73.14,1.78,71.13,False
kyori_kubun,距離区分,code,4,5378,72.94,1.88,71.1,False
bataiju_zogen,馬体重増減,numeric,12,4950,74.31,8.33,69.6,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,5330,73.82,6.91,69.04,False
rotation_bin,ローテーションビン,code,7,5325,72.28,4.44,68.99,False
bataiju,馬体重,numeric,26,3441,72.66,10.62,68.58,False
pace_shisu_juni,ペース指数順位,numeric,15,5285,72.6,7.95,68.58,False
gekiso_juni,激走順位,numeric,14,5205,72.0,7.03,68.32,False
hizume_code,蹄コード,code,10,5063,73.0,8.13,67.96,False
ichi_shisu_juni,位置指数順位,numeric,15,5265,71.68,8.47,67.4,False
ten_shisu_juni,テン指数順位,numeric,16,5356,71.49,9.3,66.94,False
agari_shisu_juni,上がり指数順位,numeric,15,5290,72.65,11.6,66.78,False
joho_shisu_decile,情報指数10分位,code,6,5378,72.4,7.23,66.62,False
kyori_tekisei_2,距離適性2,code,3,687,75.24,8.51,65.61,False
kyakushitsu,脚質,code,4,5378,71.59,6.26,65.46,False
class_code,クラスコード,code,5,5231,72.87,8.58,65.35,False
kishu_minarai_code,騎手見習,code,3,5266,74.63,8.41,65.11,False
ls_shisu_juni,LS指数順位,numeric,8,5335,72.04,10.47,64.78,False
manken_shisu_decile,万券指数10分位,code,9,5158,70.79,9.97,64.27,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,5378,74.24,17.02,63.69,False
umakigo_code,馬記号,code,3,5360,75.54,10.69,63.45,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,13,5216,69.91,13.25,62.71,False
kyori_tekisei,距離適性,code,4,5272,70.05,7.82,62.38,False
kyusha_shisu_decile,厩舎指数10分位,code,10,5378,67.98,9.53,62.07,False
kishu_shisu_decile,騎手指数10分位,code,10,5378,73.35,18.56,61.85,False
ninki_shisu_decile,人気指数10分位,code,9,5344,67.53,9.25,61.49,False
shiba_tekisei_code,芝適性,code,3,5232,70.81,8.71,60.95,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,5378,71.95,19.35,59.96,False
chokyo_shisu_decile,調教指数10分位,code,10,5378,66.29,11.31,59.28,False
tenkai_kigo_code,展開記号,code,5,5378,70.61,13.86,58.46,False
sogo_shisu_decile,総合指数10分位,code,7,5310,70.1,16.48,57.89,False
idm_decile,IDM指数10分位,code,6,5295,66.89,18.27,52.27,False
