segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
SURFACE_2_芝,manken_shirushi+joken_class_code+manken_shisu+uma_start_shisu,manken_shirushi,joken_class_code,manken_shisu,uma_start_shisu,27,2970,81.26,11.3,76.99,False
SURFACE_2_芝,manken_shirushi+manken_shisu+omo_tekisei_code+uma_start_shisu,manken_shirushi,manken_shisu,omo_tekisei_code,uma_start_shisu,52,5564,79.74,11.8,76.53,False
SURFACE_2_芝,manken_shirushi+keibajo_code+kyori_kubun+uma_start_shisu,manken_shirushi,keibajo_code,kyori_kubun,uma_start_shisu,130,22642,77.59,9.47,75.96,False
SURFACE_2_芝,manken_shirushi+keibajo_code+kyori_tekisei+uma_start_shisu,manken_shirushi,keibajo_code,kyori_tekisei,uma_start_shisu,119,20120,77.71,9.95,75.92,False
SURFACE_2_芝,manken_shirushi+keibajo_code+joken_class_code+uma_start_shisu,manken_shirushi,keibajo_code,joken_class_code,uma_start_shisu,134,20124,77.57,9.75,75.92,False
SURFACE_2_芝,manken_shirushi+kyori_tekisei+omo_tekisei_code+uma_start_shisu,manken_shirushi,kyori_tekisei,omo_tekisei_code,uma_start_shisu,210,48758,77.31,10.52,75.89,False
SURFACE_2_芝,manken_shirushi+kyori_kubun+hizume_code+uma_start_shisu,manken_shirushi,kyori_kubun,hizume_code,uma_start_shisu,107,20536,77.6,9.9,75.72,False
SURFACE_2_芝,manken_shirushi+keibajo_code+kyori_tekisei+hizume_code,manken_shirushi,keibajo_code,kyori_tekisei,hizume_code,145,19518,77.41,11.16,75.59,False
SURFACE_2_芝,manken_shirushi+kyori_kubun+omo_tekisei_code+uma_start_shisu,manken_shirushi,kyori_kubun,omo_tekisei_code,uma_start_shisu,196,47286,76.99,10.07,75.58,False
SURFACE_2_芝,manken_shirushi+keibajo_code+omo_tekisei_code+uma_start_shisu,manken_shirushi,keibajo_code,omo_tekisei_code,uma_start_shisu,139,27536,77.07,9.06,75.56,False
SURFACE_2_芝,manken_shirushi+joken_class_code+hizume_code+uma_start_shisu,manken_shirushi,joken_class_code,hizume_code,uma_start_shisu,87,17628,77.85,11.26,75.48,False
SURFACE_2_芝,manken_shirushi+kyori_tekisei+hizume_code+uma_start_shisu,manken_shirushi,kyori_tekisei,hizume_code,uma_start_shisu,103,20161,77.39,10.43,75.37,False
SURFACE_2_芝,manken_shirushi+pace_yoso+joken_class_code+uma_start_shisu,manken_shirushi,pace_yoso,joken_class_code,uma_start_shisu,196,48270,76.45,8.52,75.26,False
SURFACE_2_芝,manken_shirushi+keibajo_code+joken_class_code+hizume_code,manken_shirushi,keibajo_code,joken_class_code,hizume_code,101,13586,77.21,10.14,75.23,False
SURFACE_2_芝,manken_shirushi+keibajo_code+hizume_code+omo_tekisei_code,manken_shirushi,keibajo_code,hizume_code,omo_tekisei_code,241,37153,76.68,11.63,75.21,False
SURFACE_2_芝,manken_shirushi+kyori_kubun+joken_class_code+uma_start_shisu,manken_shirushi,kyori_kubun,joken_class_code,uma_start_shisu,166,36038,76.51,8.64,75.2,False
SURFACE_2_芝,kyori_tekisei+hizume_code+manken_shisu+omo_tekisei_code,kyori_tekisei,hizume_code,manken_shisu,omo_tekisei_code,265,36369,76.46,10.97,75.14,False
SURFACE_2_芝,manken_shirushi+kyori_kubun+kyori_tekisei+uma_start_shisu,manken_shirushi,kyori_kubun,kyori_tekisei,uma_start_shisu,229,51894,76.48,10.76,75.09,False
SURFACE_2_芝,pace_yoso+kyori_tekisei+ichi_shisu+uma_start_shisu,pace_yoso,kyori_tekisei,ichi_shisu,uma_start_shisu,91,11523,77.56,12.32,75.03,False
SURFACE_2_芝,manken_shirushi+kyori_kubun+kyori_tekisei+hizume_code,manken_shirushi,kyori_kubun,kyori_tekisei,hizume_code,247,61441,76.18,9.29,75.02,False
SURFACE_2_芝,manken_shirushi+keibajo_code+hizume_code+uma_start_shisu,manken_shirushi,keibajo_code,hizume_code,uma_start_shisu,60,7923,77.25,8.92,74.99,False
SURFACE_2_芝,manken_shirushi+kyori_kubun+joken_class_code+hizume_code,manken_shirushi,kyori_kubun,joken_class_code,hizume_code,231,43544,76.37,10.84,74.97,False
