factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
joho_shisu,情報指数,numeric,53,170592,77.19,8.74,74.84,False
kishu_shisu,騎手指数,numeric,37,170887,80.8,19.36,74.56,False
manken_shirushi,万券印,code,8,108336,75.45,1.69,74.28,False
keibajo_code,競馬場,code,10,170977,73.77,0.49,73.47,False
kakutoku_shokin_ruikei,獲得賞金累計,numeric,144,80049,75.11,10.19,73.45,False
pace_yoso,ペース予想,code,3,170977,74.01,0.58,73.35,False
kyori_kubun,距離区分,code,4,170977,73.71,0.47,73.25,False
joken_class_code,条件クラス,code,5,170977,73.49,0.69,72.88,False
ten_shisu,テン指数,numeric,343,162898,73.74,8.11,72.88,False
pace_shisu,ペース指数,numeric,360,162082,73.7,8.44,72.83,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,223,161960,74.42,12.17,72.82,False
kyori_tekisei,距離適性,code,6,168917,74.32,2.21,72.55,False
agari_shisu,上がり指数,numeric,325,162812,73.45,8.25,72.55,False
gekiso_shisu,激走指数,numeric,242,168283,72.8,8.13,71.78,False
ninki_shisu,人気指数,numeric,454,148044,72.17,10.75,71.18,False
ichi_shisu,位置指数,numeric,166,167336,72.19,7.85,70.99,False
hizume_code,蹄コード,code,18,147140,73.47,5.37,70.99,False
manken_shisu,万券指数,numeric,73,167504,72.44,6.34,70.98,False
omo_tekisei_code,重適性,code,4,149569,73.12,2.27,70.89,False
uma_start_shisu,馬スタート指数,numeric,28,147728,72.74,6.0,70.51,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,318,155558,71.86,12.62,70.47,False
idm,IDM指数,numeric,268,151459,71.74,12.15,70.28,False
class_code,クラスコード,code,20,148209,73.25,6.97,70.2,False
shiba_tekisei_code,芝適性,code,3,144774,73.35,2.82,70.16,False
kyori_tekisei_2,距離適性2,code,4,30784,73.52,3.62,69.97,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,18,170977,78.33,18.31,69.87,False
sogo_shisu,総合指数,numeric,509,162769,70.88,12.43,69.8,False
ls_shisu_juni,LS指数順位,numeric,10,170880,73.67,6.25,69.79,False
kyakushitsu,脚質,code,5,170965,73.2,3.91,69.77,False
ten_shisu_juni,テン指数順位,numeric,18,170977,71.58,4.76,69.38,False
pace_shisu_juni,ペース指数順位,numeric,18,170977,71.27,4.27,69.29,False
chokyo_shisu,調教指数,numeric,360,168886,70.51,12.1,69.26,False
kyusha_shisu,厩舎指数,numeric,424,165542,70.24,12.12,69.09,False
da_tekisei_code,ダ適性,code,3,46515,74.4,4.72,69.05,False
kyuyo_riyu_bunrui_code,休養理由,code,5,38017,71.09,2.39,69.0,False
ichi_shisu_juni,位置指数順位,numeric,18,170977,71.2,4.87,68.95,False
uma_deokure_ritsu,馬出遅率,numeric,62,147465,70.66,7.37,68.82,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,394,151953,70.18,14.13,68.78,False
gekiso_juni,激走順位,numeric,18,170962,70.72,4.76,68.52,False
nyukyu_nannichimae,入厩何日前,numeric,53,97763,70.49,7.38,68.51,False
rotation,ローテーション,numeric,40,147509,70.75,8.41,68.15,False
agari_shisu_juni,上がり指数順位,numeric,18,170977,70.35,5.52,67.8,False
joshodo_code,上昇度,code,4,168739,77.1,9.89,67.41,False
tenkai_kigo_code,展開記号,code,5,170977,73.95,7.64,67.25,False
kokyu_flag,コ休フラグ,code,3,170977,71.15,6.52,63.78,False
kishu_minarai_code,騎手見習,code,5,20377,67.06,8.41,59.69,False
blinker,ブリンカー,code,3,11816,67.32,8.24,58.0,False
kyusha_hyoka_code,厩舎評価,code,4,170977,72.95,15.8,57.47,False
umakigo_code,馬記号,code,5,170943,65.24,10.27,56.24,False
