factor,label,bin_label,n,win_roi,place_roi,confidence
ls_shisu_juni,LS指数順位,1.0~2.0,7307,79.1,79.8,0.974
ls_shisu_juni,LS指数順位,2.0~3.0,3665,77.5,77.8,0.95
ls_shisu_juni,LS指数順位,3.0~4.0,19875,67.7,75.6,0.99
ls_shisu_juni,LS指数順位,4.0~5.0,7185,71.6,75.0,0.973
ls_shisu_juni,LS指数順位,5.0~6.0,6682,93.7,82.3,0.971
ls_shisu_juni,LS指数順位,6.0~13.0,3818,81.8,79.2,0.951
