factor,label,bin_label,n,win_roi,place_roi,confidence
joshodo_code,上昇度,0,3834,77.1,77.8,0.952
joshodo_code,上昇度,3,44986,75.5,77.5,0.996
joshodo_code,上昇度,5,878,105.5,74.7,0.829
