factor,label,bin_label,n,win_roi,place_roi,confidence
manken_shirushi,万券印,1,3736,73.2,79.7,0.95
manken_shirushi,万券印,2,3747,82.1,78.2,0.951
manken_shirushi,万券印,3,3743,67.9,73.8,0.951
manken_shirushi,万券印,4,3738,82.2,84.6,0.95
manken_shirushi,万券印,5,3658,80.7,83.3,0.949
manken_shirushi,万券印,6,3541,65.2,78.8,0.948
manken_shirushi,万券印,7,3368,78.3,74.6,0.945
manken_shirushi,万券印,8,3184,72.5,71.8,0.943
