factor,label,bin_label,n,win_roi,place_roi,confidence
kyori_tekisei,距離適性,0,16572,74.0,76.2,0.988
kyori_tekisei,距離適性,1,10499,68.5,74.0,0.981
kyori_tekisei,距離適性,2,13000,77.1,80.8,0.985
kyori_tekisei,距離適性,3,542,75.9,72.3,0.759
kyori_tekisei,距離適性,5,8597,77.1,79.1,0.978
kyori_tekisei,距離適性,6,77,95.8,60.0,0.402
