factor,label,bin_label,n,win_roi,place_roi,confidence
joho_shisu,情報指数,-1.0~0.0,25195,72.0,75.1,0.992
joho_shisu,情報指数,0.0~0.9,5387,87.5,78.4,0.965
joho_shisu,情報指数,0.9~1.6,4891,70.3,77.0,0.961
joho_shisu,情報指数,1.6~2.3,4968,78.4,78.5,0.962
joho_shisu,情報指数,2.3~3.1,4704,79.4,80.2,0.96
joho_shisu,情報指数,3.1~6.5,4855,81.0,84.1,0.961
