factor,label,bin_label,n,win_roi,place_roi,confidence
umakigo_code,馬記号,00,45034,76.3,77.3,0.996
umakigo_code,馬記号,05,3404,71.4,78.7,0.946
umakigo_code,馬記号,06,1265,59.8,73.2,0.872
umakigo_code,馬記号,11,72,34.9,52.4,0.391
umakigo_code,馬記号,21,224,137.1,95.4,0.599
