factor,label,bin_label,n,win_roi,place_roi,confidence
uma_start_shisu,馬スタート指数,-3.0~-0.9,5016,67.6,84.5,0.962
uma_start_shisu,馬スタート指数,-0.9~-0.6,4256,72.6,73.7,0.956
uma_start_shisu,馬スタート指数,-0.6~-0.4,5236,67.2,73.4,0.964
uma_start_shisu,馬スタート指数,-0.4~-0.3,3609,70.7,76.6,0.949
uma_start_shisu,馬スタート指数,-0.3~-0.1,6006,80.1,72.8,0.968
uma_start_shisu,馬スタート指数,-0.1~0.0,12939,80.9,80.2,0.985
uma_start_shisu,馬スタート指数,0.0~0.2,2927,77.0,82.7,0.938
uma_start_shisu,馬スタート指数,0.2~2.0,4190,79.6,76.1,0.955
