segment,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,prev1_corner4,00,1286,72.9,71.0,0.873
COURSE_27,prev1_corner4,01,7173,72.5,72.4,0.973
COURSE_27,prev1_corner4,02,9494,92.0,82.3,0.98
COURSE_27,prev1_corner4,03,7331,74.0,76.9,0.974
COURSE_27,prev1_corner4,04,6549,80.4,85.3,0.971
COURSE_27,prev1_corner4,05,6123,80.1,79.8,0.969
COURSE_27,prev1_corner4,06,5595,80.6,81.9,0.966
COURSE_27,prev1_corner4,07,5504,77.7,79.0,0.966
COURSE_27,prev1_corner4,08,4804,86.7,79.2,0.961
COURSE_27,prev1_corner4,09,4402,95.9,86.1,0.957
COURSE_27,prev1_corner4,10,3838,85.1,83.7,0.952
COURSE_27,prev1_corner4,11,3342,61.7,71.6,0.945
COURSE_27,prev1_corner4,12,2780,77.0,76.2,0.935
COURSE_27,prev1_corner4,13,2236,79.0,78.5,0.921
COURSE_27,prev1_corner4,14,1732,94.3,82.4,0.901
COURSE_27,prev1_corner4,15,1252,85.2,79.7,0.871
COURSE_27,prev1_corner4,16,767,65.4,63.8,0.811
COURSE_27,prev1_corner4,17,188,58.8,75.6,0.565
COURSE_27,prev1_corner4,18,109,79.5,62.2,0.463
