segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,04_障_長距離,prev2_chakujun,1.0,170,100.7,73.2,0.546
COURSE_27,04_障_長距離,prev2_chakujun,10.0,190,101.9,111.5,0.567
COURSE_27,04_障_長距離,prev2_chakujun,11.0,175,59.3,68.5,0.552
COURSE_27,04_障_長距離,prev2_chakujun,12.0,148,81.8,104.5,0.52
COURSE_27,04_障_長距離,prev2_chakujun,13.0,122,63.8,41.4,0.483
COURSE_27,04_障_長距離,prev2_chakujun,14.0,99,14.7,28.9,0.445
COURSE_27,04_障_長距離,prev2_chakujun,15.0,71,62.5,57.7,0.388
COURSE_27,04_障_長距離,prev2_chakujun,16.0,38,31.5,21.6,0.295
COURSE_27,04_障_長距離,prev2_chakujun,2.0,170,60.2,66.2,0.546
COURSE_27,04_障_長距離,prev2_chakujun,3.0,173,65.5,77.0,0.549
COURSE_27,04_障_長距離,prev2_chakujun,4.0,188,109.7,96.0,0.565
COURSE_27,04_障_長距離,prev2_chakujun,5.0,191,53.1,55.9,0.568
COURSE_27,04_障_長距離,prev2_chakujun,6.0,209,100.5,86.6,0.586
COURSE_27,04_障_長距離,prev2_chakujun,7.0,229,87.5,92.9,0.603
COURSE_27,04_障_長距離,prev2_chakujun,8.0,212,69.9,63.7,0.589
COURSE_27,04_障_長距離,prev2_chakujun,9.0,220,80.9,85.0,0.596
