segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,01_芝_短距離,prev1_corner4,00,42,35.9,87.6,0.308
COURSE_27,01_芝_短距離,prev1_corner4,01,245,67.7,60.3,0.616
COURSE_27,01_芝_短距離,prev1_corner4,02,360,84.8,60.1,0.688
COURSE_27,01_芝_短距離,prev1_corner4,03,258,110.6,73.7,0.626
COURSE_27,01_芝_短距離,prev1_corner4,04,205,45.5,56.5,0.582
COURSE_27,01_芝_短距離,prev1_corner4,05,225,61.9,74.7,0.6
COURSE_27,01_芝_短距離,prev1_corner4,06,198,82.9,85.7,0.575
COURSE_27,01_芝_短距離,prev1_corner4,07,189,68.0,58.0,0.566
COURSE_27,01_芝_短距離,prev1_corner4,08,191,70.0,76.2,0.568
COURSE_27,01_芝_短距離,prev1_corner4,09,160,25.1,76.4,0.535
COURSE_27,01_芝_短距離,prev1_corner4,10,130,36.3,80.5,0.495
COURSE_27,01_芝_短距離,prev1_corner4,11,120,38.4,84.1,0.48
COURSE_27,01_芝_短距離,prev1_corner4,12,113,13.7,43.7,0.469
COURSE_27,01_芝_短距離,prev1_corner4,13,83,27.0,125.9,0.415
COURSE_27,01_芝_短距離,prev1_corner4,14,60,0.0,87.5,0.361
COURSE_27,01_芝_短距離,prev1_corner4,15,44,202.1,71.0,0.315
