segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,04_芝_長距離,bamei_hahachichi,アグネスタキオン,58,123.9,66.5,0.356
COURSE_27,04_芝_長距離,bamei_hahachichi,キングカメハメハ,55,88.8,91.3,0.348
COURSE_27,04_芝_長距離,bamei_hahachichi,クロフネ,37,6.3,66.3,0.291
COURSE_27,04_芝_長距離,bamei_hahachichi,サンデーサイレンス,80,147.9,82.2,0.408
COURSE_27,04_芝_長距離,bamei_hahachichi,シンボリクリスエス,49,72.4,44.5,0.33
COURSE_27,04_芝_長距離,bamei_hahachichi,ジャングルポケット,34,13.0,74.5,0.28
COURSE_27,04_芝_長距離,bamei_hahachichi,ステイゴールド,32,96.2,51.1,0.272
COURSE_27,04_芝_長距離,bamei_hahachichi,スペシャルウィーク,32,6.1,115.6,0.272
COURSE_27,04_芝_長距離,bamei_hahachichi,ダンスインザダーク,34,9.6,176.2,0.28
COURSE_27,04_芝_長距離,bamei_hahachichi,ディープインパクト,75,34.8,44.2,0.397
COURSE_27,04_芝_長距離,bamei_hahachichi,フジキセキ,32,30.8,58.9,0.272
COURSE_27,04_芝_長距離,bamei_hahachichi,ブライアンズタイム,31,19.8,55.4,0.268
