segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,04_芝_中距離,bamei_hahachichi,アグネスタキオン,182,89.1,46.1,0.559
COURSE_27,04_芝_中距離,bamei_hahachichi,アグネスデジタル,63,123.4,33.3,0.369
COURSE_27,04_芝_中距離,bamei_hahachichi,アドマイヤベガ,30,89.5,65.8,0.264
COURSE_27,04_芝_中距離,bamei_hahachichi,アドマイヤムーン,51,68.2,44.6,0.336
COURSE_27,04_芝_中距離,bamei_hahachichi,アフリート,30,181.0,60.5,0.264
COURSE_27,04_芝_中距離,bamei_hahachichi,エルコンドルパサー,58,52.1,54.1,0.356
COURSE_27,04_芝_中距離,bamei_hahachichi,ガリレオ,37,168.8,79.3,0.291
COURSE_27,04_芝_中距離,bamei_hahachichi,キングカメハメハ,269,54.9,109.0,0.634
COURSE_27,04_芝_中距離,bamei_hahachichi,クロフネ,162,59.8,59.6,0.537
COURSE_27,04_芝_中距離,bamei_hahachichi,サクラバクシンオー,54,41.0,44.4,0.345
COURSE_27,04_芝_中距離,bamei_hahachichi,サンデーサイレンス,243,85.5,54.4,0.615
COURSE_27,04_芝_中距離,bamei_hahachichi,シングスピール,31,0.0,40.2,0.268
COURSE_27,04_芝_中距離,bamei_hahachichi,シンボリクリスエス,155,46.4,78.8,0.528
COURSE_27,04_芝_中距離,bamei_hahachichi,ジャングルポケット,80,118.0,114.6,0.408
COURSE_27,04_芝_中距離,bamei_hahachichi,スウェプトオーヴァーボード,37,23.4,107.0,0.291
COURSE_27,04_芝_中距離,bamei_hahachichi,ステイゴールド,84,5.7,21.4,0.417
COURSE_27,04_芝_中距離,bamei_hahachichi,ストームキャット,38,118.4,49.3,0.295
COURSE_27,04_芝_中距離,bamei_hahachichi,スペシャルウィーク,114,21.6,60.4,0.471
COURSE_27,04_芝_中距離,bamei_hahachichi,ゼンノロブロイ,61,262.6,98.7,0.364
COURSE_27,04_芝_中距離,bamei_hahachichi,タイキシャトル,63,96.9,118.1,0.369
COURSE_27,04_芝_中距離,bamei_hahachichi,タニノギムレット,58,69.4,53.1,0.356
COURSE_27,04_芝_中距離,bamei_hahachichi,ダイワメジャー,64,62.5,60.5,0.371
COURSE_27,04_芝_中距離,bamei_hahachichi,ダンスインザダーク,149,63.0,64.7,0.521
COURSE_27,04_芝_中距離,bamei_hahachichi,ディープインパクト,276,72.6,66.2,0.639
COURSE_27,04_芝_中距離,bamei_hahachichi,トニービン,38,0.0,46.1,0.295
COURSE_27,04_芝_中距離,bamei_hahachichi,ネオユニヴァース,90,45.2,126.8,0.429
COURSE_27,04_芝_中距離,bamei_hahachichi,ハーツクライ,76,22.6,35.1,0.4
COURSE_27,04_芝_中距離,bamei_hahachichi,ハービンジャー,53,97.2,71.1,0.342
COURSE_27,04_芝_中距離,bamei_hahachichi,フジキセキ,83,27.2,33.9,0.415
COURSE_27,04_芝_中距離,bamei_hahachichi,フレンチデピュティ,113,287.0,105.4,0.469
COURSE_27,04_芝_中距離,bamei_hahachichi,ブライアンズタイム,102,33.2,75.2,0.451
COURSE_27,04_芝_中距離,bamei_hahachichi,ホワイトマズル,60,16.2,91.9,0.361
COURSE_27,04_芝_中距離,bamei_hahachichi,マイネルラヴ,30,0.0,123.8,0.264
COURSE_27,04_芝_中距離,bamei_hahachichi,マンハッタンカフェ,94,223.5,75.8,0.436
COURSE_27,04_芝_中距離,bamei_hahachichi,モンズーン,30,29.9,108.1,0.264
COURSE_27,04_芝_中距離,bamei_hahachichi,ルーラーシップ,33,73.4,63.9,0.276
COURSE_27,04_芝_中距離,bamei_hahachichi,ロージズインメイ,53,19.6,144.8,0.342
