segment,factors,bin_label,n,win_roi,place_roi,confidence
SURFACE_2_ダ,idm,10.0,644,21.4,36.4,0.785
SURFACE_2_ダ,idm,10.1,38,0.0,77.9,0.295
SURFACE_2_ダ,idm,10.2,33,292.9,67.0,0.276
SURFACE_2_ダ,idm,10.3,35,28.3,9.1,0.284
SURFACE_2_ダ,idm,11.0,82,18.4,170.4,0.412
SURFACE_2_ダ,idm,12.0,69,6.4,51.1,0.384
SURFACE_2_ダ,idm,13.0,93,12.9,56.6,0.434
SURFACE_2_ダ,idm,14.0,70,119.1,110.1,0.386
SURFACE_2_ダ,idm,15.0,178,72.4,68.2,0.555
SURFACE_2_ダ,idm,16.0,114,81.2,89.2,0.471
SURFACE_2_ダ,idm,17.0,108,102.1,54.4,0.461
SURFACE_2_ダ,idm,18.0,149,77.5,99.9,0.521
SURFACE_2_ダ,idm,19.0,118,10.4,52.5,0.477
SURFACE_2_ダ,idm,20.0,247,48.1,55.2,0.618
SURFACE_2_ダ,idm,21.0,165,2.0,79.0,0.54
SURFACE_2_ダ,idm,22.0,234,60.2,89.2,0.608
SURFACE_2_ダ,idm,23.0,245,76.3,63.2,0.616
SURFACE_2_ダ,idm,23.1,30,7.2,90.9,0.264
SURFACE_2_ダ,idm,24.0,302,85.0,81.0,0.656
SURFACE_2_ダ,idm,24.1,31,6.0,87.3,0.268
SURFACE_2_ダ,idm,25.0,432,73.3,85.4,0.721
SURFACE_2_ダ,idm,25.1,45,477.3,106.2,0.318
SURFACE_2_ダ,idm,26.0,361,73.3,61.3,0.689
SURFACE_2_ダ,idm,26.1,36,90.4,64.3,0.287
SURFACE_2_ダ,idm,27.0,393,46.7,90.7,0.704
SURFACE_2_ダ,idm,27.1,51,71.4,48.0,0.336
SURFACE_2_ダ,idm,28.0,463,35.7,79.8,0.732
SURFACE_2_ダ,idm,28.1,75,15.9,49.4,0.397
SURFACE_2_ダ,idm,29.0,423,71.0,63.1,0.717
SURFACE_2_ダ,idm,29.1,63,40.2,57.1,0.369
SURFACE_2_ダ,idm,30.0,675,96.8,87.0,0.792
SURFACE_2_ダ,idm,30.1,101,88.4,117.5,0.449
SURFACE_2_ダ,idm,30.2,31,42.2,39.7,0.268
SURFACE_2_ダ,idm,31.0,501,64.0,99.4,0.746
SURFACE_2_ダ,idm,31.1,89,34.1,96.3,0.427
SURFACE_2_ダ,idm,32.0,507,72.0,80.4,0.748
SURFACE_2_ダ,idm,32.1,109,75.0,68.3,0.463
SURFACE_2_ダ,idm,33.0,628,70.6,73.3,0.782
SURFACE_2_ダ,idm,33.1,125,46.2,83.2,0.488
SURFACE_2_ダ,idm,33.2,31,1.6,160.3,0.268
SURFACE_2_ダ,idm,34.0,680,94.1,93.0,0.793
SURFACE_2_ダ,idm,34.1,135,55.5,94.4,0.502
SURFACE_2_ダ,idm,34.2,31,35.2,88.4,0.268
SURFACE_2_ダ,idm,35.0,807,62.1,69.9,0.818
SURFACE_2_ダ,idm,35.1,121,206.6,115.3,0.482
SURFACE_2_ダ,idm,35.2,33,69.2,96.1,0.276
SURFACE_2_ダ,idm,36.0,801,66.6,81.1,0.817
SURFACE_2_ダ,idm,36.1,133,51.6,71.6,0.5
SURFACE_2_ダ,idm,36.2,41,116.1,88.5,0.305
SURFACE_2_ダ,idm,37.0,758,83.5,82.2,0.809
SURFACE_2_ダ,idm,37.1,132,89.8,68.5,0.498
SURFACE_2_ダ,idm,37.2,45,88.3,89.5,0.318
SURFACE_2_ダ,idm,38.0,868,83.4,85.9,0.827
SURFACE_2_ダ,idm,38.1,140,80.9,71.2,0.509
SURFACE_2_ダ,idm,38.2,49,82.3,37.5,0.33
SURFACE_2_ダ,idm,39.0,742,102.0,89.8,0.806
SURFACE_2_ダ,idm,39.1,106,104.5,81.8,0.458
SURFACE_2_ダ,idm,39.2,33,82.2,63.2,0.276
SURFACE_2_ダ,idm,40.0,882,91.3,86.3,0.829
SURFACE_2_ダ,idm,40.1,135,63.2,63.6,0.502
SURFACE_2_ダ,idm,40.2,45,7.0,69.1,0.318
SURFACE_2_ダ,idm,41.0,720,139.8,94.6,0.802
SURFACE_2_ダ,idm,41.1,108,76.2,72.7,0.461
SURFACE_2_ダ,idm,42.0,747,93.4,75.8,0.807
SURFACE_2_ダ,idm,42.1,124,101.7,63.8,0.486
SURFACE_2_ダ,idm,42.2,34,35.7,57.0,0.28
SURFACE_2_ダ,idm,43.0,803,127.9,83.2,0.817
SURFACE_2_ダ,idm,43.1,134,77.5,97.0,0.501
SURFACE_2_ダ,idm,43.2,40,88.9,61.7,0.302
SURFACE_2_ダ,idm,43.3,30,2.7,38.4,0.264
SURFACE_2_ダ,idm,44.0,779,71.8,77.8,0.813
SURFACE_2_ダ,idm,44.1,165,73.8,71.3,0.54
SURFACE_2_ダ,idm,44.2,54,134.0,101.5,0.345
SURFACE_2_ダ,idm,44.9,30,218.7,103.3,0.264
SURFACE_2_ダ,idm,45.0,779,87.1,87.0,0.813
SURFACE_2_ダ,idm,45.1,170,46.2,79.8,0.546
SURFACE_2_ダ,idm,45.2,71,33.3,47.9,0.388
SURFACE_2_ダ,idm,45.3,30,37.5,42.6,0.264
SURFACE_2_ダ,idm,46.0,742,66.9,79.5,0.806
SURFACE_2_ダ,idm,46.1,173,86.4,57.7,0.549
SURFACE_2_ダ,idm,46.2,50,8.0,86.1,0.333
SURFACE_2_ダ,idm,46.3,30,130.4,67.1,0.264
SURFACE_2_ダ,idm,47.0,731,77.8,76.5,0.804
SURFACE_2_ダ,idm,47.1,157,133.3,105.5,0.531
SURFACE_2_ダ,idm,47.2,68,52.9,109.6,0.381
SURFACE_2_ダ,idm,48.0,680,74.0,71.0,0.793
SURFACE_2_ダ,idm,48.1,189,53.2,62.2,0.566
SURFACE_2_ダ,idm,48.2,65,147.2,91.1,0.374
SURFACE_2_ダ,idm,49.0,630,66.1,76.8,0.782
SURFACE_2_ダ,idm,49.1,153,96.2,93.7,0.526
SURFACE_2_ダ,idm,49.2,57,289.2,96.6,0.353
