segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,02_ダ_中距離,bamei_chichi,アイルハヴアナザー,45,124.1,89.7,0.318
COURSE_27,02_ダ_中距離,bamei_chichi,エスポワールシチー,30,574.2,130.6,0.264
COURSE_27,02_ダ_中距離,bamei_chichi,エピファネイア,30,0.0,68.1,0.264
COURSE_27,02_ダ_中距離,bamei_chichi,エンパイアメーカー,51,52.7,100.5,0.336
COURSE_27,02_ダ_中距離,bamei_chichi,オルフェーヴル,49,74.7,53.8,0.33
COURSE_27,02_ダ_中距離,bamei_chichi,キズナ,31,80.2,62.1,0.268
COURSE_27,02_ダ_中距離,bamei_chichi,キングカメハメハ,81,43.9,94.4,0.41
COURSE_27,02_ダ_中距離,bamei_chichi,キンシャサノキセキ,42,16.3,95.4,0.308
COURSE_27,02_ダ_中距離,bamei_chichi,クロフネ,63,53.7,68.6,0.369
COURSE_27,02_ダ_中距離,bamei_chichi,ゴールドアリュール,82,129.2,61.3,0.412
COURSE_27,02_ダ_中距離,bamei_chichi,サウスヴィグラス,33,11.1,48.5,0.276
COURSE_27,02_ダ_中距離,bamei_chichi,シニスターミニスター,51,14.7,76.0,0.336
COURSE_27,02_ダ_中距離,bamei_chichi,シンボリクリスエス,48,71.9,63.7,0.327
COURSE_27,02_ダ_中距離,bamei_chichi,ジャスタウェイ,50,100.7,53.6,0.333
COURSE_27,02_ダ_中距離,bamei_chichi,スズカマンボ,30,57.3,61.2,0.264
COURSE_27,02_ダ_中距離,bamei_chichi,タートルボウル,36,37.5,51.1,0.287
COURSE_27,02_ダ_中距離,bamei_chichi,ダイワメジャー,48,81.7,50.9,0.327
COURSE_27,02_ダ_中距離,bamei_chichi,ディープインパクト,30,87.7,80.8,0.264
COURSE_27,02_ダ_中距離,bamei_chichi,ディープブリランテ,31,28.8,130.6,0.268
COURSE_27,02_ダ_中距離,bamei_chichi,ドレフォン,41,156.4,167.9,0.305
COURSE_27,02_ダ_中距離,bamei_chichi,ハーツクライ,48,35.9,59.7,0.327
COURSE_27,02_ダ_中距離,bamei_chichi,パイロ,51,6.5,121.6,0.336
COURSE_27,02_ダ_中距離,bamei_chichi,ブラックタイド,61,199.8,109.7,0.364
COURSE_27,02_ダ_中距離,bamei_chichi,ヘニーヒューズ,45,127.8,114.7,0.318
COURSE_27,02_ダ_中距離,bamei_chichi,マジェスティックウォリアー,34,23.1,28.8,0.28
COURSE_27,02_ダ_中距離,bamei_chichi,メイショウサムソン,33,39.8,83.6,0.276
COURSE_27,02_ダ_中距離,bamei_chichi,メイショウボーラー,30,18.7,111.8,0.264
COURSE_27,02_ダ_中距離,bamei_chichi,ルーラーシップ,64,37.5,45.5,0.371
COURSE_27,02_ダ_中距離,bamei_chichi,ロードカナロア,64,35.5,61.3,0.371
COURSE_27,02_ダ_中距離,bamei_chichi,ヴァーミリアン,30,15.6,72.3,0.264
COURSE_27,02_ダ_中距離,bamei_chichi,ヴィクトワールピサ,39,44.1,41.0,0.298
