segment,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,bamei_chichi,アイルハヴアナザー,687,120.3,93.6,0.795
COURSE_27,bamei_chichi,アグネスタキオン,32,20.9,113.2,0.272
COURSE_27,bamei_chichi,アグネスデジタル,276,61.5,76.5,0.639
COURSE_27,bamei_chichi,アサクサキングス,88,65.5,88.2,0.425
COURSE_27,bamei_chichi,アジアエクスプレス,317,66.7,90.5,0.665
COURSE_27,bamei_chichi,アッミラーレ,72,82.0,47.8,0.391
COURSE_27,bamei_chichi,アドマイヤオーラ,118,75.0,129.4,0.477
COURSE_27,bamei_chichi,アドマイヤコジーン,46,130.9,112.8,0.321
COURSE_27,bamei_chichi,アドマイヤジャパン,47,211.2,130.5,0.324
COURSE_27,bamei_chichi,アドマイヤマックス,185,79.5,59.2,0.562
COURSE_27,bamei_chichi,アドマイヤマーズ,76,184.0,91.9,0.4
COURSE_27,bamei_chichi,アドマイヤムーン,787,56.0,69.6,0.814
COURSE_27,bamei_chichi,アニマルキングダム,53,64.7,63.2,0.342
COURSE_27,bamei_chichi,アポロキングダム,156,44.1,98.2,0.53
COURSE_27,bamei_chichi,アメリカンファラオ,99,135.8,114.3,0.445
COURSE_27,bamei_chichi,アメリカンペイトリオット,265,81.2,62.2,0.631
COURSE_27,bamei_chichi,アルアイン,123,85.4,64.3,0.485
COURSE_27,bamei_chichi,アルデバラン２,119,214.8,94.0,0.479
COURSE_27,bamei_chichi,アンクルモー,65,37.8,91.2,0.374
COURSE_27,bamei_chichi,アンライバルド,136,76.9,70.3,0.504
COURSE_27,bamei_chichi,アーネストリー,55,71.1,101.1,0.348
COURSE_27,bamei_chichi,イスラボニータ,422,69.9,76.9,0.717
COURSE_27,bamei_chichi,イントゥミスチーフ,78,152.6,83.4,0.404
COURSE_27,bamei_chichi,インヴィンシブルスピリット,42,76.7,78.3,0.308
COURSE_27,bamei_chichi,ウインブライト,103,176.1,111.0,0.453
COURSE_27,bamei_chichi,ウォーエンブレム,31,31.0,46.0,0.268
COURSE_27,bamei_chichi,エイシンヒカリ,202,74.2,85.9,0.579
COURSE_27,bamei_chichi,エイシンフラッシュ,820,69.1,67.3,0.82
COURSE_27,bamei_chichi,エスケンデレヤ,179,83.8,90.5,0.556
COURSE_27,bamei_chichi,エスポワールシチー,304,64.6,73.3,0.657
COURSE_27,bamei_chichi,エピファネイア,1126,75.5,66.0,0.859
COURSE_27,bamei_chichi,エンパイアメーカー,581,60.4,71.0,0.77
COURSE_27,bamei_chichi,オウケンブルースリ,32,83.1,59.4,0.272
COURSE_27,bamei_chichi,オペラハウス,41,63.5,109.3,0.305
COURSE_27,bamei_chichi,オルフェーヴル,1218,89.0,84.6,0.868
COURSE_27,bamei_chichi,オレハマッテルゼ,98,21.1,39.2,0.444
COURSE_27,bamei_chichi,オンファイア,60,104.5,107.5,0.361
COURSE_27,bamei_chichi,カジノドライヴ,252,127.2,85.0,0.622
COURSE_27,bamei_chichi,カネヒキリ,357,94.4,73.1,0.687
COURSE_27,bamei_chichi,カルフォルニアクローム,131,134.8,84.8,0.497
COURSE_27,bamei_chichi,カレンブラックヒル,333,67.7,85.5,0.674
COURSE_27,bamei_chichi,カンパニー,152,101.9,67.0,0.525
COURSE_27,bamei_chichi,カーリン,35,109.2,77.3,0.284
COURSE_27,bamei_chichi,ガルボ,53,9.2,136.7,0.342
COURSE_27,bamei_chichi,キズナ,1164,119.3,82.1,0.863
COURSE_27,bamei_chichi,キタサンブラック,388,84.5,78.1,0.702
COURSE_27,bamei_chichi,キトゥンズジョイ,47,83.8,61.7,0.324
COURSE_27,bamei_chichi,キャプテントゥーレ,92,66.5,90.0,0.432
COURSE_27,bamei_chichi,キングカメハメハ,1712,79.0,79.7,0.9
COURSE_27,bamei_chichi,キングズベスト,368,84.0,75.3,0.692
COURSE_27,bamei_chichi,キングヘイロー,304,40.8,53.1,0.657
COURSE_27,bamei_chichi,キングマン,63,35.3,47.6,0.369
