segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,04_障_長距離,prev3_chakujun,1.0,177,62.8,82.1,0.554
COURSE_27,04_障_長距離,prev3_chakujun,10.0,211,49.6,52.6,0.588
COURSE_27,04_障_長距離,prev3_chakujun,11.0,198,120.2,89.0,0.575
COURSE_27,04_障_長距離,prev3_chakujun,12.0,147,44.0,77.3,0.518
COURSE_27,04_障_長距離,prev3_chakujun,13.0,123,90.0,82.9,0.485
COURSE_27,04_障_長距離,prev3_chakujun,14.0,95,25.7,51.8,0.438
COURSE_27,04_障_長距離,prev3_chakujun,15.0,63,9.8,41.4,0.369
COURSE_27,04_障_長距離,prev3_chakujun,16.0,58,117.2,69.7,0.356
COURSE_27,04_障_長距離,prev3_chakujun,2.0,169,40.9,75.8,0.545
COURSE_27,04_障_長距離,prev3_chakujun,3.0,145,33.9,58.9,0.516
COURSE_27,04_障_長距離,prev3_chakujun,4.0,213,67.3,64.2,0.589
COURSE_27,04_障_長距離,prev3_chakujun,5.0,183,52.9,60.1,0.56
COURSE_27,04_障_長距離,prev3_chakujun,6.0,193,127.9,84.3,0.57
COURSE_27,04_障_長距離,prev3_chakujun,7.0,202,131.3,100.8,0.579
COURSE_27,04_障_長距離,prev3_chakujun,8.0,225,123.7,112.1,0.6
COURSE_27,04_障_長距離,prev3_chakujun,9.0,204,70.7,77.1,0.581
