segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,04_ダ_長距離,prev1_bataiju_bin,460,47,50.1,62.8,0.324
COURSE_27,04_ダ_長距離,prev1_bataiju_bin,480,49,177.3,78.4,0.33
