segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,03_芝_長距離,prev1_chakujun,1.0,63,92.2,73.8,0.369
COURSE_27,03_芝_長距離,prev1_chakujun,10.0,69,109.7,102.6,0.384
COURSE_27,03_芝_長距離,prev1_chakujun,11.0,68,60.6,23.1,0.381
COURSE_27,03_芝_長距離,prev1_chakujun,12.0,43,60.8,181.6,0.312
COURSE_27,03_芝_長距離,prev1_chakujun,13.0,36,0.0,12.3,0.287
COURSE_27,03_芝_長距離,prev1_chakujun,14.0,34,0.0,9.6,0.28
COURSE_27,03_芝_長距離,prev1_chakujun,2.0,60,68.6,70.1,0.361
COURSE_27,03_芝_長距離,prev1_chakujun,3.0,65,85.8,76.8,0.374
COURSE_27,03_芝_長距離,prev1_chakujun,4.0,89,56.9,58.7,0.427
COURSE_27,03_芝_長距離,prev1_chakujun,5.0,93,83.7,86.5,0.434
COURSE_27,03_芝_長距離,prev1_chakujun,6.0,94,19.2,58.6,0.436
COURSE_27,03_芝_長距離,prev1_chakujun,7.0,80,68.8,46.3,0.408
COURSE_27,03_芝_長距離,prev1_chakujun,8.0,95,146.8,69.3,0.438
COURSE_27,03_芝_長距離,prev1_chakujun,9.0,82,42.6,110.2,0.412
