segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,04_ダ_短距離,umaban,01,497,54.6,56.3,0.744
COURSE_27,04_ダ_短距離,umaban,02,496,85.6,56.1,0.744
COURSE_27,04_ダ_短距離,umaban,03,495,65.1,73.3,0.744
COURSE_27,04_ダ_短距離,umaban,04,497,46.0,76.0,0.744
COURSE_27,04_ダ_短距離,umaban,05,497,52.9,64.7,0.744
COURSE_27,04_ダ_短距離,umaban,06,498,88.5,79.6,0.745
COURSE_27,04_ダ_短距離,umaban,07,497,64.8,86.9,0.744
COURSE_27,04_ダ_短距離,umaban,08,493,64.3,73.0,0.743
COURSE_27,04_ダ_短距離,umaban,09,489,49.5,69.1,0.742
COURSE_27,04_ダ_短距離,umaban,10,492,83.8,88.2,0.743
COURSE_27,04_ダ_短距離,umaban,11,486,56.4,67.2,0.741
COURSE_27,04_ダ_短距離,umaban,12,476,96.0,87.4,0.737
COURSE_27,04_ダ_短距離,umaban,13,458,52.4,57.6,0.731
COURSE_27,04_ダ_短距離,umaban,14,440,69.7,56.9,0.724
COURSE_27,04_ダ_短距離,umaban,15,395,77.8,75.5,0.705
