segment,factors,bin_label,n,win_roi,place_roi,confidence
SURFACE_2_芝,chokyo_shisu,-11.5,421,151.3,92.3,0.716
SURFACE_2_芝,chokyo_shisu,-11.7,81,16.2,48.4,0.41
SURFACE_2_芝,chokyo_shisu,-11.8,153,17.1,81.5,0.526
SURFACE_2_芝,chokyo_shisu,-11.9,257,52.1,93.3,0.625
SURFACE_2_芝,chokyo_shisu,-12.0,45,0.0,29.4,0.318
SURFACE_2_芝,chokyo_shisu,-12.1,378,80.5,77.0,0.697
SURFACE_2_芝,chokyo_shisu,-12.3,266,100.0,95.3,0.632
SURFACE_2_芝,chokyo_shisu,-12.4,178,113.0,84.3,0.555
SURFACE_2_芝,chokyo_shisu,-12.5,661,89.1,103.8,0.789
SURFACE_2_芝,chokyo_shisu,-12.6,167,150.0,59.2,0.543
SURFACE_2_芝,chokyo_shisu,-12.7,102,32.3,49.3,0.451
SURFACE_2_芝,chokyo_shisu,-12.9,106,38.4,92.1,0.458
SURFACE_2_芝,chokyo_shisu,-13.4,76,323.0,122.2,0.4
SURFACE_2_芝,chokyo_shisu,-13.6,47,186.1,111.7,0.324
SURFACE_2_芝,chokyo_shisu,-13.8,50,542.2,220.6,0.333
SURFACE_2_芝,chokyo_shisu,-2.0,143,107.7,89.5,0.513
SURFACE_2_芝,chokyo_shisu,-2.1,105,29.9,50.5,0.456
SURFACE_2_芝,chokyo_shisu,-2.2,83,155.9,95.3,0.415
SURFACE_2_芝,chokyo_shisu,-2.3,100,180.0,107.6,0.447
SURFACE_2_芝,chokyo_shisu,-2.4,99,125.3,88.5,0.445
SURFACE_2_芝,chokyo_shisu,-2.5,91,79.9,77.7,0.431
SURFACE_2_芝,chokyo_shisu,-2.6,109,106.2,97.4,0.463
SURFACE_2_芝,chokyo_shisu,-2.7,181,49.0,40.5,0.558
SURFACE_2_芝,chokyo_shisu,-2.8,97,308.6,117.7,0.442
SURFACE_2_芝,chokyo_shisu,-2.9,197,139.2,79.4,0.574
SURFACE_2_芝,chokyo_shisu,-3.0,79,185.9,85.7,0.406
SURFACE_2_芝,chokyo_shisu,-3.1,54,0.0,72.8,0.345
SURFACE_2_芝,chokyo_shisu,-3.2,68,62.0,44.6,0.381
SURFACE_2_芝,chokyo_shisu,-3.3,175,154.0,60.4,0.552
SURFACE_2_芝,chokyo_shisu,-3.4,95,45.5,90.5,0.438
SURFACE_2_芝,chokyo_shisu,-3.5,151,103.6,74.8,0.523
SURFACE_2_芝,chokyo_shisu,-3.6,74,77.0,126.8,0.395
SURFACE_2_芝,chokyo_shisu,-3.7,81,46.5,99.4,0.41
SURFACE_2_芝,chokyo_shisu,-3.8,131,80.1,78.0,0.497
SURFACE_2_芝,chokyo_shisu,-3.9,82,107.3,78.5,0.412
SURFACE_2_芝,chokyo_shisu,-4.0,66,83.8,99.8,0.376
SURFACE_2_芝,chokyo_shisu,-4.1,62,48.3,26.7,0.366
SURFACE_2_芝,chokyo_shisu,-4.2,108,30.2,78.5,0.461
SURFACE_2_芝,chokyo_shisu,-4.3,75,137.2,93.0,0.397
SURFACE_2_芝,chokyo_shisu,-4.4,69,227.5,59.9,0.384
SURFACE_2_芝,chokyo_shisu,-4.5,88,61.2,40.7,0.425
SURFACE_2_芝,chokyo_shisu,-4.6,78,0.0,45.1,0.404
SURFACE_2_芝,chokyo_shisu,-4.7,239,78.6,90.3,0.612
SURFACE_2_芝,chokyo_shisu,-4.8,82,26.0,24.4,0.412
SURFACE_2_芝,chokyo_shisu,-4.9,69,151.4,83.6,0.384
SURFACE_2_芝,chokyo_shisu,-5.0,167,83.1,82.5,0.543
SURFACE_2_芝,chokyo_shisu,-5.1,61,28.9,48.0,0.364
SURFACE_2_芝,chokyo_shisu,-5.2,85,123.0,107.9,0.419
SURFACE_2_芝,chokyo_shisu,-5.3,101,116.2,73.7,0.449
SURFACE_2_芝,chokyo_shisu,-5.4,42,9.6,19.7,0.308
SURFACE_2_芝,chokyo_shisu,-5.5,231,89.7,103.6,0.605
SURFACE_2_芝,chokyo_shisu,-5.6,72,259.1,103.5,0.391
SURFACE_2_芝,chokyo_shisu,-5.7,91,55.6,44.8,0.431
SURFACE_2_芝,chokyo_shisu,-5.8,129,196.1,113.3,0.494
SURFACE_2_芝,chokyo_shisu,-5.9,105,50.0,52.9,0.456
SURFACE_2_芝,chokyo_shisu,-6.0,211,40.2,41.0,0.588
SURFACE_2_芝,chokyo_shisu,-6.1,92,0.0,57.8,0.432
SURFACE_2_芝,chokyo_shisu,-6.2,124,24.8,54.4,0.486
SURFACE_2_芝,chokyo_shisu,-6.3,115,0.0,73.5,0.473
SURFACE_2_芝,chokyo_shisu,-6.4,130,40.4,59.3,0.495
SURFACE_2_芝,chokyo_shisu,-6.5,88,26.3,66.6,0.425
SURFACE_2_芝,chokyo_shisu,-6.6,82,185.3,103.3,0.412
SURFACE_2_芝,chokyo_shisu,-6.7,101,39.8,66.7,0.449
SURFACE_2_芝,chokyo_shisu,-6.8,69,0.0,24.4,0.384
SURFACE_2_芝,chokyo_shisu,-6.9,78,53.9,21.2,0.404
SURFACE_2_芝,chokyo_shisu,-7.0,226,52.5,55.4,0.601
SURFACE_2_芝,chokyo_shisu,-7.1,54,44.3,67.4,0.345
SURFACE_2_芝,chokyo_shisu,-7.2,96,132.2,81.1,0.44
SURFACE_2_芝,chokyo_shisu,-7.3,85,34.0,65.3,0.419
SURFACE_2_芝,chokyo_shisu,-7.4,73,0.0,80.9,0.393
SURFACE_2_芝,chokyo_shisu,-7.5,84,202.9,139.5,0.417
SURFACE_2_芝,chokyo_shisu,-7.6,75,174.1,96.7,0.397
SURFACE_2_芝,chokyo_shisu,-7.7,45,0.0,30.7,0.318
SURFACE_2_芝,chokyo_shisu,-7.8,51,124.3,127.0,0.336
SURFACE_2_芝,chokyo_shisu,-7.9,56,148.0,105.3,0.35
SURFACE_2_芝,chokyo_shisu,-8.0,149,89.9,22.2,0.521
SURFACE_2_芝,chokyo_shisu,-8.1,161,0.0,60.8,0.536
SURFACE_2_芝,chokyo_shisu,-8.2,65,112.2,111.0,0.374
SURFACE_2_芝,chokyo_shisu,-8.3,91,37.5,87.2,0.431
SURFACE_2_芝,chokyo_shisu,-8.4,70,373.5,153.6,0.386
SURFACE_2_芝,chokyo_shisu,-8.5,82,234.8,76.7,0.412
SURFACE_2_芝,chokyo_shisu,-8.6,57,0.0,49.0,0.353
SURFACE_2_芝,chokyo_shisu,-8.7,92,86.0,86.7,0.432
SURFACE_2_芝,chokyo_shisu,-8.8,82,52.6,23.2,0.412
SURFACE_2_芝,chokyo_shisu,-8.9,45,304.6,98.0,0.318
SURFACE_2_芝,chokyo_shisu,-9.0,57,44.5,54.3,0.353
SURFACE_2_芝,chokyo_shisu,-9.1,166,1.2,46.1,0.542
SURFACE_2_芝,chokyo_shisu,-9.2,69,172.4,99.5,0.384
SURFACE_2_芝,chokyo_shisu,-9.3,112,88.5,66.2,0.468
SURFACE_2_芝,chokyo_shisu,-9.4,94,122.3,86.3,0.436
SURFACE_2_芝,chokyo_shisu,-9.5,59,45.7,65.1,0.359
SURFACE_2_芝,chokyo_shisu,-9.6,46,183.1,84.9,0.321
SURFACE_2_芝,chokyo_shisu,-9.7,52,0.0,36.6,0.339
SURFACE_2_芝,chokyo_shisu,-9.8,68,10.3,63.5,0.381
SURFACE_2_芝,chokyo_shisu,-9.9,55,0.0,93.5,0.348
SURFACE_2_芝,chokyo_shisu,0.0,120,41.0,79.2,0.48
SURFACE_2_芝,chokyo_shisu,0.1,69,177.1,125.5,0.384
SURFACE_2_芝,chokyo_shisu,0.2,72,72.4,92.2,0.391
SURFACE_2_芝,chokyo_shisu,0.3,88,70.8,55.6,0.425
SURFACE_2_芝,chokyo_shisu,0.4,135,202.1,76.2,0.502
SURFACE_2_芝,chokyo_shisu,0.5,114,215.3,125.9,0.471
SURFACE_2_芝,chokyo_shisu,0.6,200,232.2,111.7,0.577
SURFACE_2_芝,chokyo_shisu,0.7,117,50.9,82.0,0.476
SURFACE_2_芝,chokyo_shisu,0.8,97,70.0,67.6,0.442
SURFACE_2_芝,chokyo_shisu,0.9,91,48.0,87.5,0.431
SURFACE_2_芝,chokyo_shisu,1.0,85,53.2,50.4,0.419
SURFACE_2_芝,chokyo_shisu,1.1,70,78.9,66.2,0.386
SURFACE_2_芝,chokyo_shisu,1.2,91,110.8,63.5,0.431
SURFACE_2_芝,chokyo_shisu,1.3,139,62.7,64.9,0.508
SURFACE_2_芝,chokyo_shisu,1.4,67,43.8,48.2,0.379
SURFACE_2_芝,chokyo_shisu,1.5,86,143.0,106.3,0.421
SURFACE_2_芝,chokyo_shisu,1.6,95,142.1,68.3,0.438
SURFACE_2_芝,chokyo_shisu,1.7,97,126.9,92.6,0.442
SURFACE_2_芝,chokyo_shisu,1.8,122,188.3,69.6,0.483
SURFACE_2_芝,chokyo_shisu,1.9,59,34.5,62.6,0.359
SURFACE_2_芝,chokyo_shisu,10.0,432,74.6,78.9,0.721
SURFACE_2_芝,chokyo_shisu,10.1,147,55.9,60.0,0.518
SURFACE_2_芝,chokyo_shisu,10.2,124,105.1,77.5,0.486
SURFACE_2_芝,chokyo_shisu,10.3,145,113.6,89.4,0.516
SURFACE_2_芝,chokyo_shisu,10.4,105,100.2,68.3,0.456
SURFACE_2_芝,chokyo_shisu,10.5,120,62.5,76.7,0.48
SURFACE_2_芝,chokyo_shisu,10.6,102,73.0,60.2,0.451
SURFACE_2_芝,chokyo_shisu,10.7,103,63.3,65.5,0.453
SURFACE_2_芝,chokyo_shisu,10.8,142,118.3,94.2,0.512
SURFACE_2_芝,chokyo_shisu,10.9,114,126.1,89.9,0.471
SURFACE_2_芝,chokyo_shisu,11.0,136,88.2,80.0,0.504
SURFACE_2_芝,chokyo_shisu,11.1,106,37.6,52.7,0.458
SURFACE_2_芝,chokyo_shisu,11.2,97,25.0,70.8,0.442
SURFACE_2_芝,chokyo_shisu,11.3,153,116.6,76.5,0.526
SURFACE_2_芝,chokyo_shisu,11.4,133,90.7,71.9,0.5
SURFACE_2_芝,chokyo_shisu,11.5,122,65.8,67.8,0.483
SURFACE_2_芝,chokyo_shisu,11.6,105,75.1,102.8,0.456
SURFACE_2_芝,chokyo_shisu,11.7,129,68.1,64.0,0.494
SURFACE_2_芝,chokyo_shisu,11.8,117,65.3,79.0,0.476
SURFACE_2_芝,chokyo_shisu,11.9,98,44.1,78.3,0.444
SURFACE_2_芝,chokyo_shisu,12.0,392,83.2,78.7,0.704
SURFACE_2_芝,chokyo_shisu,12.1,103,108.6,87.6,0.453
SURFACE_2_芝,chokyo_shisu,12.2,109,76.0,90.5,0.463
SURFACE_2_芝,chokyo_shisu,12.3,130,86.1,74.4,0.495
SURFACE_2_芝,chokyo_shisu,12.4,118,51.0,87.5,0.477
SURFACE_2_芝,chokyo_shisu,12.5,222,64.1,76.6,0.597
SURFACE_2_芝,chokyo_shisu,12.6,96,50.4,72.1,0.44
SURFACE_2_芝,chokyo_shisu,12.7,94,69.0,71.0,0.436
SURFACE_2_芝,chokyo_shisu,12.8,117,88.2,77.1,0.476
SURFACE_2_芝,chokyo_shisu,12.9,151,53.6,75.2,0.523
SURFACE_2_芝,chokyo_shisu,13.0,113,78.0,74.8,0.469
SURFACE_2_芝,chokyo_shisu,13.1,100,48.8,77.7,0.447
SURFACE_2_芝,chokyo_shisu,13.2,108,75.5,81.8,0.461
SURFACE_2_芝,chokyo_shisu,13.3,118,37.7,62.2,0.477
SURFACE_2_芝,chokyo_shisu,13.4,97,71.3,110.6,0.442
SURFACE_2_芝,chokyo_shisu,13.5,148,61.4,80.0,0.52
SURFACE_2_芝,chokyo_shisu,13.6,92,66.9,75.2,0.432
SURFACE_2_芝,chokyo_shisu,13.7,132,69.9,68.4,0.498
SURFACE_2_芝,chokyo_shisu,13.8,161,69.8,75.5,0.536
SURFACE_2_芝,chokyo_shisu,13.9,108,33.2,77.6,0.461
SURFACE_2_芝,chokyo_shisu,14.0,118,31.0,87.9,0.477
SURFACE_2_芝,chokyo_shisu,14.1,120,79.9,77.0,0.48
SURFACE_2_芝,chokyo_shisu,14.2,116,59.6,92.0,0.474
SURFACE_2_芝,chokyo_shisu,14.3,118,76.0,88.5,0.477
SURFACE_2_芝,chokyo_shisu,14.4,88,44.7,63.3,0.425
SURFACE_2_芝,chokyo_shisu,14.5,105,71.1,79.3,0.456
SURFACE_2_芝,chokyo_shisu,14.6,119,80.4,79.2,0.479
SURFACE_2_芝,chokyo_shisu,14.7,103,76.4,71.2,0.453
SURFACE_2_芝,chokyo_shisu,14.8,85,113.1,75.3,0.419
SURFACE_2_芝,chokyo_shisu,14.9,102,92.5,83.2,0.451
SURFACE_2_芝,chokyo_shisu,15.0,521,74.7,77.5,0.752
SURFACE_2_芝,chokyo_shisu,15.1,96,70.9,65.6,0.44
SURFACE_2_芝,chokyo_shisu,15.2,106,80.3,78.3,0.458
SURFACE_2_芝,chokyo_shisu,15.3,124,94.2,101.5,0.486
SURFACE_2_芝,chokyo_shisu,15.4,104,98.1,98.6,0.454
SURFACE_2_芝,chokyo_shisu,15.5,130,109.2,74.7,0.495
SURFACE_2_芝,chokyo_shisu,15.6,92,87.5,83.5,0.432
SURFACE_2_芝,chokyo_shisu,15.7,104,60.6,73.2,0.454
SURFACE_2_芝,chokyo_shisu,15.8,87,108.7,81.2,0.423
SURFACE_2_芝,chokyo_shisu,15.9,80,38.1,80.5,0.408
SURFACE_2_芝,chokyo_shisu,16.0,106,76.4,78.5,0.458
SURFACE_2_芝,chokyo_shisu,16.1,96,71.5,80.8,0.44
SURFACE_2_芝,chokyo_shisu,16.2,80,59.6,86.6,0.408
SURFACE_2_芝,chokyo_shisu,16.3,133,92.1,97.1,0.5
SURFACE_2_芝,chokyo_shisu,16.4,83,60.3,66.5,0.415
SURFACE_2_芝,chokyo_shisu,16.5,88,89.5,73.2,0.425
SURFACE_2_芝,chokyo_shisu,16.6,88,90.2,83.4,0.425
SURFACE_2_芝,chokyo_shisu,16.7,86,85.7,96.7,0.421
SURFACE_2_芝,chokyo_shisu,16.8,135,71.6,68.4,0.502
SURFACE_2_芝,chokyo_shisu,16.9,112,85.0,97.5,0.468
SURFACE_2_芝,chokyo_shisu,17.0,127,71.7,86.3,0.491
SURFACE_2_芝,chokyo_shisu,17.1,102,64.9,61.0,0.451
SURFACE_2_芝,chokyo_shisu,17.2,81,57.5,59.7,0.41
SURFACE_2_芝,chokyo_shisu,17.3,88,59.3,80.1,0.425
SURFACE_2_芝,chokyo_shisu,17.4,73,106.0,86.0,0.393
SURFACE_2_芝,chokyo_shisu,17.5,109,72.1,79.3,0.463
SURFACE_2_芝,chokyo_shisu,17.6,55,58.0,89.0,0.348
SURFACE_2_芝,chokyo_shisu,17.7,66,107.2,84.6,0.376
SURFACE_2_芝,chokyo_shisu,17.8,75,54.2,76.3,0.397
SURFACE_2_芝,chokyo_shisu,17.9,105,95.6,73.1,0.456
SURFACE_2_芝,chokyo_shisu,18.0,75,124.9,87.0,0.397
SURFACE_2_芝,chokyo_shisu,18.1,88,110.1,84.7,0.425
SURFACE_2_芝,chokyo_shisu,18.2,77,70.8,91.6,0.402
SURFACE_2_芝,chokyo_shisu,18.3,88,81.5,96.3,0.425
SURFACE_2_芝,chokyo_shisu,18.4,63,86.1,84.8,0.369
SURFACE_2_芝,chokyo_shisu,18.5,75,78.1,85.6,0.397
SURFACE_2_芝,chokyo_shisu,18.6,85,74.9,79.1,0.419
SURFACE_2_芝,chokyo_shisu,18.7,87,73.4,78.1,0.423
SURFACE_2_芝,chokyo_shisu,18.8,166,98.5,80.4,0.542
SURFACE_2_芝,chokyo_shisu,18.9,51,88.3,97.7,0.336
SURFACE_2_芝,chokyo_shisu,19.0,72,38.9,72.8,0.391
SURFACE_2_芝,chokyo_shisu,19.1,41,50.3,77.4,0.305
SURFACE_2_芝,chokyo_shisu,19.2,53,81.2,71.0,0.342
SURFACE_2_芝,chokyo_shisu,19.3,77,104.9,91.6,0.402
SURFACE_2_芝,chokyo_shisu,19.4,118,87.7,83.1,0.477
SURFACE_2_芝,chokyo_shisu,19.5,51,39.6,62.4,0.336
SURFACE_2_芝,chokyo_shisu,19.6,40,60.0,103.4,0.302
SURFACE_2_芝,chokyo_shisu,19.7,40,90.1,82.1,0.302
SURFACE_2_芝,chokyo_shisu,19.8,97,82.8,91.8,0.442
SURFACE_2_芝,chokyo_shisu,19.9,90,82.2,73.5,0.429
SURFACE_2_芝,chokyo_shisu,2.0,84,116.8,87.9,0.417
SURFACE_2_芝,chokyo_shisu,2.1,95,73.6,104.2,0.438
SURFACE_2_芝,chokyo_shisu,2.2,112,81.9,63.3,0.468
SURFACE_2_芝,chokyo_shisu,2.3,54,188.8,134.0,0.345
SURFACE_2_芝,chokyo_shisu,2.4,79,8.8,59.6,0.406
SURFACE_2_芝,chokyo_shisu,2.5,99,60.7,73.3,0.445
SURFACE_2_芝,chokyo_shisu,2.6,125,87.4,84.4,0.488
SURFACE_2_芝,chokyo_shisu,2.7,77,74.0,78.4,0.402
SURFACE_2_芝,chokyo_shisu,2.8,75,35.9,58.3,0.397
SURFACE_2_芝,chokyo_shisu,2.9,91,7.3,50.5,0.431
SURFACE_2_芝,chokyo_shisu,20.0,653,79.0,91.2,0.787
SURFACE_2_芝,chokyo_shisu,20.1,50,119.1,79.9,0.333
SURFACE_2_芝,chokyo_shisu,20.2,70,71.2,92.2,0.386
SURFACE_2_芝,chokyo_shisu,20.3,52,74.4,80.0,0.339
SURFACE_2_芝,chokyo_shisu,20.4,51,75.2,85.6,0.336
SURFACE_2_芝,chokyo_shisu,20.5,49,71.9,89.4,0.33
SURFACE_2_芝,chokyo_shisu,20.7,78,54.1,100.9,0.404
SURFACE_2_芝,chokyo_shisu,20.8,41,109.4,72.2,0.305
SURFACE_2_芝,chokyo_shisu,20.9,49,70.7,96.3,0.33
SURFACE_2_芝,chokyo_shisu,21.3,31,77.4,89.7,0.268
SURFACE_2_芝,chokyo_shisu,21.4,43,59.1,72.2,0.312
SURFACE_2_芝,chokyo_shisu,21.7,80,80.0,79.3,0.408
SURFACE_2_芝,chokyo_shisu,21.8,68,86.2,78.3,0.381
SURFACE_2_芝,chokyo_shisu,21.9,31,131.4,106.9,0.268
SURFACE_2_芝,chokyo_shisu,22.0,59,94.4,87.8,0.359
SURFACE_2_芝,chokyo_shisu,22.5,38,97.1,72.9,0.295
SURFACE_2_芝,chokyo_shisu,23.6,39,85.6,95.9,0.298
SURFACE_2_芝,chokyo_shisu,25.0,95,92.4,90.6,0.438
SURFACE_2_芝,chokyo_shisu,25.1,69,69.9,86.4,0.384
SURFACE_2_芝,chokyo_shisu,3.0,83,80.1,83.9,0.415
SURFACE_2_芝,chokyo_shisu,3.1,81,77.8,62.2,0.41
SURFACE_2_芝,chokyo_shisu,3.2,83,65.3,76.2,0.415
SURFACE_2_芝,chokyo_shisu,3.3,119,87.9,72.8,0.479
SURFACE_2_芝,chokyo_shisu,3.4,68,24.2,66.5,0.381
SURFACE_2_芝,chokyo_shisu,3.5,81,137.5,42.6,0.41
SURFACE_2_芝,chokyo_shisu,3.6,154,91.4,92.1,0.527
SURFACE_2_芝,chokyo_shisu,3.7,94,44.3,72.6,0.436
SURFACE_2_芝,chokyo_shisu,3.8,105,55.2,67.2,0.456
SURFACE_2_芝,chokyo_shisu,3.9,75,70.5,78.4,0.397
SURFACE_2_芝,chokyo_shisu,4.0,80,96.9,130.0,0.408
SURFACE_2_芝,chokyo_shisu,4.1,86,48.7,66.7,0.421
SURFACE_2_芝,chokyo_shisu,4.2,136,125.3,83.1,0.504
SURFACE_2_芝,chokyo_shisu,4.3,94,124.7,41.9,0.436
SURFACE_2_芝,chokyo_shisu,4.4,93,64.9,76.5,0.434
SURFACE_2_芝,chokyo_shisu,4.5,96,30.3,68.1,0.44
SURFACE_2_芝,chokyo_shisu,4.6,79,91.9,116.9,0.406
SURFACE_2_芝,chokyo_shisu,4.7,104,113.2,109.8,0.454
SURFACE_2_芝,chokyo_shisu,4.8,76,59.0,47.9,0.4
SURFACE_2_芝,chokyo_shisu,4.9,109,30.2,57.6,0.463
SURFACE_2_芝,chokyo_shisu,5.0,97,152.6,105.2,0.442
SURFACE_2_芝,chokyo_shisu,5.1,67,147.2,76.9,0.379
SURFACE_2_芝,chokyo_shisu,5.2,86,162.2,89.6,0.421
SURFACE_2_芝,chokyo_shisu,5.3,86,23.7,88.1,0.421
SURFACE_2_芝,chokyo_shisu,5.4,105,53.2,99.0,0.456
SURFACE_2_芝,chokyo_shisu,5.5,67,94.0,81.6,0.379
SURFACE_2_芝,chokyo_shisu,5.6,78,96.6,61.7,0.404
SURFACE_2_芝,chokyo_shisu,5.7,85,80.0,56.6,0.419
SURFACE_2_芝,chokyo_shisu,5.8,87,62.8,84.2,0.423
SURFACE_2_芝,chokyo_shisu,5.9,68,27.1,63.3,0.381
SURFACE_2_芝,chokyo_shisu,6.0,922,46.4,67.8,0.835
SURFACE_2_芝,chokyo_shisu,6.1,134,39.2,61.9,0.501
SURFACE_2_芝,chokyo_shisu,6.2,102,69.3,100.3,0.451
SURFACE_2_芝,chokyo_shisu,6.3,83,76.3,94.7,0.415
SURFACE_2_芝,chokyo_shisu,6.4,79,30.1,52.9,0.406
SURFACE_2_芝,chokyo_shisu,6.5,208,84.8,71.2,0.585
SURFACE_2_芝,chokyo_shisu,6.6,81,39.1,97.7,0.41
SURFACE_2_芝,chokyo_shisu,6.7,80,72.1,81.6,0.408
SURFACE_2_芝,chokyo_shisu,6.8,133,71.8,76.3,0.5
SURFACE_2_芝,chokyo_shisu,6.9,140,40.7,64.5,0.509
SURFACE_2_芝,chokyo_shisu,7.0,82,48.9,50.6,0.412
SURFACE_2_芝,chokyo_shisu,7.1,87,70.6,64.4,0.423
SURFACE_2_芝,chokyo_shisu,7.2,84,58.4,79.0,0.417
SURFACE_2_芝,chokyo_shisu,7.3,113,40.0,55.7,0.469
SURFACE_2_芝,chokyo_shisu,7.4,81,91.9,84.0,0.41
SURFACE_2_芝,chokyo_shisu,7.5,396,74.4,69.8,0.705
SURFACE_2_芝,chokyo_shisu,7.6,66,11.5,77.4,0.376
SURFACE_2_芝,chokyo_shisu,7.7,77,106.7,76.8,0.402
SURFACE_2_芝,chokyo_shisu,7.8,135,80.0,76.1,0.502
SURFACE_2_芝,chokyo_shisu,7.9,67,70.8,67.7,0.379
SURFACE_2_芝,chokyo_shisu,8.0,177,72.5,86.3,0.554
SURFACE_2_芝,chokyo_shisu,8.1,107,106.3,70.5,0.459
SURFACE_2_芝,chokyo_shisu,8.2,108,33.6,62.7,0.461
SURFACE_2_芝,chokyo_shisu,8.3,93,29.3,80.8,0.434
SURFACE_2_芝,chokyo_shisu,8.4,89,56.2,102.7,0.427
SURFACE_2_芝,chokyo_shisu,8.5,113,45.9,76.5,0.469
SURFACE_2_芝,chokyo_shisu,8.6,128,77.1,80.0,0.492
SURFACE_2_芝,chokyo_shisu,8.7,145,133.6,96.7,0.516
SURFACE_2_芝,chokyo_shisu,8.8,152,126.6,75.4,0.525
SURFACE_2_芝,chokyo_shisu,8.9,93,55.9,76.4,0.434
SURFACE_2_芝,chokyo_shisu,9.0,139,55.8,99.7,0.508
SURFACE_2_芝,chokyo_shisu,9.1,102,70.2,66.3,0.451
SURFACE_2_芝,chokyo_shisu,9.2,85,57.6,64.8,0.419
SURFACE_2_芝,chokyo_shisu,9.3,177,71.8,70.7,0.554
SURFACE_2_芝,chokyo_shisu,9.4,94,43.1,73.3,0.436
SURFACE_2_芝,chokyo_shisu,9.5,136,76.7,61.9,0.504
SURFACE_2_芝,chokyo_shisu,9.6,78,89.1,66.5,0.404
SURFACE_2_芝,chokyo_shisu,9.7,110,83.8,58.0,0.464
SURFACE_2_芝,chokyo_shisu,9.8,128,68.9,70.8,0.492
SURFACE_2_芝,chokyo_shisu,9.9,131,65.5,67.5,0.497
