segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,01_ダ_中距離,umaban,01,381,76.2,75.0,0.698
COURSE_27,01_ダ_中距離,umaban,02,379,51.1,85.4,0.698
COURSE_27,01_ダ_中距離,umaban,03,383,77.4,75.4,0.699
COURSE_27,01_ダ_中距離,umaban,04,375,64.8,71.4,0.696
COURSE_27,01_ダ_中距離,umaban,05,381,61.3,92.2,0.698
COURSE_27,01_ダ_中距離,umaban,06,379,106.4,86.8,0.698
COURSE_27,01_ダ_中距離,umaban,07,380,74.3,102.4,0.698
COURSE_27,01_ダ_中距離,umaban,08,382,120.4,96.4,0.699
COURSE_27,01_ダ_中距離,umaban,09,372,65.0,74.9,0.694
COURSE_27,01_ダ_中距離,umaban,10,364,52.1,84.6,0.69
COURSE_27,01_ダ_中距離,umaban,11,353,56.9,47.6,0.685
COURSE_27,01_ダ_中距離,umaban,12,337,39.9,63.2,0.676
COURSE_27,01_ダ_中距離,umaban,13,309,79.9,72.0,0.66
COURSE_27,01_ダ_中距離,umaban,14,257,69.8,81.6,0.625
