segment,factors,bin_label,n,win_roi,place_roi,confidence
SURFACE_2_芝,kyusha_shisu,-0.1,56,142.4,88.2,0.35
SURFACE_2_芝,kyusha_shisu,-0.3,35,63.7,63.5,0.284
SURFACE_2_芝,kyusha_shisu,-0.4,43,144.0,104.2,0.312
SURFACE_2_芝,kyusha_shisu,-0.5,53,20.8,72.1,0.342
SURFACE_2_芝,kyusha_shisu,-0.6,47,51.2,81.0,0.324
SURFACE_2_芝,kyusha_shisu,-0.7,52,126.3,80.1,0.339
SURFACE_2_芝,kyusha_shisu,-0.8,73,7.2,31.3,0.393
SURFACE_2_芝,kyusha_shisu,-1.0,80,45.6,84.1,0.408
SURFACE_2_芝,kyusha_shisu,-1.1,65,98.7,70.6,0.374
SURFACE_2_芝,kyusha_shisu,-1.2,54,316.7,110.2,0.345
SURFACE_2_芝,kyusha_shisu,-1.3,44,80.2,29.9,0.315
SURFACE_2_芝,kyusha_shisu,-1.4,106,53.0,127.8,0.458
SURFACE_2_芝,kyusha_shisu,-1.5,72,8.3,47.8,0.391
SURFACE_2_芝,kyusha_shisu,-1.6,114,56.7,80.2,0.471
SURFACE_2_芝,kyusha_shisu,-1.7,129,63.8,93.7,0.494
SURFACE_2_芝,kyusha_shisu,-1.8,58,134.3,83.1,0.356
SURFACE_2_芝,kyusha_shisu,-1.9,150,44.6,66.6,0.522
SURFACE_2_芝,kyusha_shisu,-10.0,1444,48.3,74.5,0.885
SURFACE_2_芝,kyusha_shisu,-10.1,244,70.4,66.1,0.616
SURFACE_2_芝,kyusha_shisu,-10.2,96,0.0,92.6,0.44
SURFACE_2_芝,kyusha_shisu,-10.3,344,77.8,67.9,0.68
SURFACE_2_芝,kyusha_shisu,-10.4,163,34.0,71.9,0.538
SURFACE_2_芝,kyusha_shisu,-10.5,870,98.0,77.6,0.828
SURFACE_2_芝,kyusha_shisu,-10.6,81,40.7,90.9,0.41
SURFACE_2_芝,kyusha_shisu,-10.7,499,89.7,65.8,0.745
SURFACE_2_芝,kyusha_shisu,-10.8,526,110.4,94.7,0.754
SURFACE_2_芝,kyusha_shisu,-10.9,52,19.4,60.7,0.339
SURFACE_2_芝,kyusha_shisu,-11.0,101,123.2,100.6,0.449
SURFACE_2_芝,kyusha_shisu,-11.1,32,37.0,43.4,0.272
SURFACE_2_芝,kyusha_shisu,-11.2,69,144.8,254.5,0.384
SURFACE_2_芝,kyusha_shisu,-11.3,85,55.0,87.8,0.419
SURFACE_2_芝,kyusha_shisu,-11.4,43,183.0,113.2,0.312
SURFACE_2_芝,kyusha_shisu,-11.5,80,30.1,26.5,0.408
SURFACE_2_芝,kyusha_shisu,-11.6,44,0.0,2.3,0.315
SURFACE_2_芝,kyusha_shisu,-11.7,104,75.2,88.6,0.454
SURFACE_2_芝,kyusha_shisu,-11.8,99,152.8,105.0,0.445
SURFACE_2_芝,kyusha_shisu,-11.9,61,17.1,69.9,0.364
SURFACE_2_芝,kyusha_shisu,-12.0,65,137.2,60.6,0.374
SURFACE_2_芝,kyusha_shisu,-12.1,67,41.2,32.9,0.379
SURFACE_2_芝,kyusha_shisu,-12.2,94,54.7,37.5,0.436
SURFACE_2_芝,kyusha_shisu,-12.3,50,0.0,72.1,0.333
SURFACE_2_芝,kyusha_shisu,-12.4,65,63.4,64.9,0.374
SURFACE_2_芝,kyusha_shisu,-12.5,43,91.7,67.8,0.312
SURFACE_2_芝,kyusha_shisu,-12.6,56,37.9,94.3,0.35
SURFACE_2_芝,kyusha_shisu,-12.7,52,0.0,23.1,0.339
SURFACE_2_芝,kyusha_shisu,-12.8,85,0.0,44.5,0.419
SURFACE_2_芝,kyusha_shisu,-12.9,62,0.0,38.4,0.366
SURFACE_2_芝,kyusha_shisu,-13.0,36,0.0,76.8,0.287
SURFACE_2_芝,kyusha_shisu,-13.1,39,52.0,11.6,0.298
SURFACE_2_芝,kyusha_shisu,-13.2,45,454.5,121.7,0.318
SURFACE_2_芝,kyusha_shisu,-13.3,38,0.0,79.1,0.295
SURFACE_2_芝,kyusha_shisu,-13.4,56,76.1,66.2,0.35
SURFACE_2_芝,kyusha_shisu,-13.5,64,178.7,200.9,0.371
SURFACE_2_芝,kyusha_shisu,-13.6,75,15.1,106.9,0.397
SURFACE_2_芝,kyusha_shisu,-13.7,71,13.4,56.4,0.388
SURFACE_2_芝,kyusha_shisu,-13.8,55,187.5,106.1,0.348
SURFACE_2_芝,kyusha_shisu,-13.9,49,193.5,119.3,0.33
SURFACE_2_芝,kyusha_shisu,-14.0,39,30.8,72.5,0.298
SURFACE_2_芝,kyusha_shisu,-14.1,86,243.3,188.6,0.421
SURFACE_2_芝,kyusha_shisu,-14.3,49,285.4,86.8,0.33
SURFACE_2_芝,kyusha_shisu,-14.4,50,31.8,53.9,0.333
SURFACE_2_芝,kyusha_shisu,-14.5,34,19.2,79.5,0.28
SURFACE_2_芝,kyusha_shisu,-14.6,56,7.4,32.1,0.35
SURFACE_2_芝,kyusha_shisu,-14.8,55,0.0,25.5,0.348
SURFACE_2_芝,kyusha_shisu,-14.9,30,561.3,176.8,0.264
SURFACE_2_芝,kyusha_shisu,-15.0,46,47.2,82.7,0.321
SURFACE_2_芝,kyusha_shisu,-15.1,50,41.1,47.3,0.333
SURFACE_2_芝,kyusha_shisu,-15.3,38,18.6,77.7,0.295
SURFACE_2_芝,kyusha_shisu,-15.4,40,0.0,56.5,0.302
SURFACE_2_芝,kyusha_shisu,-15.7,43,0.0,3.8,0.312
SURFACE_2_芝,kyusha_shisu,-15.9,37,0.0,73.4,0.291
SURFACE_2_芝,kyusha_shisu,-16.2,35,71.8,64.4,0.284
SURFACE_2_芝,kyusha_shisu,-17.3,34,126.9,193.3,0.28
SURFACE_2_芝,kyusha_shisu,-17.5,35,0.0,82.9,0.284
SURFACE_2_芝,kyusha_shisu,-17.9,36,0.0,21.9,0.287
SURFACE_2_芝,kyusha_shisu,-18.3,30,0.0,32.3,0.264
SURFACE_2_芝,kyusha_shisu,-2.0,769,70.1,77.1,0.811
SURFACE_2_芝,kyusha_shisu,-2.1,86,43.9,68.6,0.421
SURFACE_2_芝,kyusha_shisu,-2.2,51,0.0,62.9,0.336
SURFACE_2_芝,kyusha_shisu,-2.3,43,45.4,63.5,0.312
SURFACE_2_芝,kyusha_shisu,-2.4,67,40.1,119.3,0.379
SURFACE_2_芝,kyusha_shisu,-2.5,329,59.3,76.6,0.672
SURFACE_2_芝,kyusha_shisu,-2.6,58,68.3,75.3,0.356
SURFACE_2_芝,kyusha_shisu,-2.7,60,92.2,74.1,0.361
SURFACE_2_芝,kyusha_shisu,-2.8,58,28.0,73.5,0.356
SURFACE_2_芝,kyusha_shisu,-2.9,39,25.2,50.2,0.298
SURFACE_2_芝,kyusha_shisu,-20.0,589,169.1,98.7,0.772
SURFACE_2_芝,kyusha_shisu,-3.0,76,103.3,98.7,0.4
SURFACE_2_芝,kyusha_shisu,-3.1,74,93.3,68.0,0.395
SURFACE_2_芝,kyusha_shisu,-3.2,56,68.4,47.4,0.35
SURFACE_2_芝,kyusha_shisu,-3.3,68,138.5,92.2,0.381
SURFACE_2_芝,kyusha_shisu,-3.4,33,0.0,79.4,0.276
SURFACE_2_芝,kyusha_shisu,-3.5,57,15.0,45.5,0.353
SURFACE_2_芝,kyusha_shisu,-3.6,70,198.3,110.6,0.386
SURFACE_2_芝,kyusha_shisu,-3.7,57,10.5,36.5,0.353
SURFACE_2_芝,kyusha_shisu,-3.8,51,40.6,29.8,0.336
SURFACE_2_芝,kyusha_shisu,-3.9,50,39.3,74.4,0.333
SURFACE_2_芝,kyusha_shisu,-4.0,99,11.0,84.6,0.445
SURFACE_2_芝,kyusha_shisu,-4.1,77,97.3,63.3,0.402
SURFACE_2_芝,kyusha_shisu,-4.2,47,0.0,136.5,0.324
SURFACE_2_芝,kyusha_shisu,-4.4,71,0.0,1.3,0.388
SURFACE_2_芝,kyusha_shisu,-4.5,44,58.7,30.4,0.315
SURFACE_2_芝,kyusha_shisu,-4.6,34,0.0,77.5,0.28
SURFACE_2_芝,kyusha_shisu,-4.7,214,161.7,80.7,0.59
SURFACE_2_芝,kyusha_shisu,-4.8,153,59.0,44.7,0.526
SURFACE_2_芝,kyusha_shisu,-4.9,121,53.3,76.7,0.482
SURFACE_2_芝,kyusha_shisu,-5.0,254,143.7,91.9,0.623
SURFACE_2_芝,kyusha_shisu,-5.1,44,0.0,84.1,0.315
SURFACE_2_芝,kyusha_shisu,-5.2,53,142.1,48.0,0.342
SURFACE_2_芝,kyusha_shisu,-5.3,236,87.4,54.8,0.609
SURFACE_2_芝,kyusha_shisu,-5.4,39,200.0,66.2,0.298
SURFACE_2_芝,kyusha_shisu,-5.5,182,118.7,79.6,0.559
SURFACE_2_芝,kyusha_shisu,-5.6,87,86.2,79.3,0.423
SURFACE_2_芝,kyusha_shisu,-5.7,78,79.7,117.8,0.404
SURFACE_2_芝,kyusha_shisu,-5.8,49,0.0,53.2,0.33
SURFACE_2_芝,kyusha_shisu,-5.9,71,92.6,56.0,0.388
SURFACE_2_芝,kyusha_shisu,-6.0,44,0.0,60.0,0.315
SURFACE_2_芝,kyusha_shisu,-6.1,76,104.8,78.2,0.4
SURFACE_2_芝,kyusha_shisu,-6.2,74,11.0,24.9,0.395
SURFACE_2_芝,kyusha_shisu,-6.3,71,19.7,52.9,0.388
SURFACE_2_芝,kyusha_shisu,-6.4,60,226.0,79.5,0.361
SURFACE_2_芝,kyusha_shisu,-6.5,65,128.4,124.0,0.374
SURFACE_2_芝,kyusha_shisu,-6.6,47,75.3,30.4,0.324
SURFACE_2_芝,kyusha_shisu,-6.7,74,229.9,94.8,0.395
SURFACE_2_芝,kyusha_shisu,-6.8,60,181.0,85.0,0.361
SURFACE_2_芝,kyusha_shisu,-6.9,37,0.0,52.8,0.291
SURFACE_2_芝,kyusha_shisu,-7.0,103,117.7,94.7,0.453
SURFACE_2_芝,kyusha_shisu,-7.1,48,363.4,95.1,0.327
SURFACE_2_芝,kyusha_shisu,-7.2,69,95.7,101.0,0.384
SURFACE_2_芝,kyusha_shisu,-7.3,32,0.0,71.7,0.272
SURFACE_2_芝,kyusha_shisu,-7.4,47,320.8,229.9,0.324
SURFACE_2_芝,kyusha_shisu,-7.5,122,70.0,63.4,0.483
SURFACE_2_芝,kyusha_shisu,-7.6,78,91.7,140.7,0.404
SURFACE_2_芝,kyusha_shisu,-7.7,52,23.2,42.0,0.339
SURFACE_2_芝,kyusha_shisu,-7.8,60,0.0,68.4,0.361
SURFACE_2_芝,kyusha_shisu,-7.9,127,81.4,113.0,0.491
SURFACE_2_芝,kyusha_shisu,-8.0,56,105.8,162.2,0.35
SURFACE_2_芝,kyusha_shisu,-8.1,69,100.3,126.6,0.384
SURFACE_2_芝,kyusha_shisu,-8.2,44,166.3,47.5,0.315
SURFACE_2_芝,kyusha_shisu,-8.3,72,297.5,124.2,0.391
SURFACE_2_芝,kyusha_shisu,-8.5,55,121.7,112.6,0.348
SURFACE_2_芝,kyusha_shisu,-8.6,68,13.3,60.5,0.381
SURFACE_2_芝,kyusha_shisu,-8.7,55,107.2,45.3,0.348
SURFACE_2_芝,kyusha_shisu,-8.8,40,15.8,8.9,0.302
SURFACE_2_芝,kyusha_shisu,-8.9,70,0.0,52.1,0.386
SURFACE_2_芝,kyusha_shisu,-9.0,165,52.9,108.6,0.54
SURFACE_2_芝,kyusha_shisu,-9.1,53,296.2,87.5,0.342
SURFACE_2_芝,kyusha_shisu,-9.2,46,65.4,124.1,0.321
SURFACE_2_芝,kyusha_shisu,-9.3,48,24.9,56.3,0.327
SURFACE_2_芝,kyusha_shisu,-9.4,65,41.4,41.7,0.374
SURFACE_2_芝,kyusha_shisu,-9.5,88,60.8,45.0,0.425
SURFACE_2_芝,kyusha_shisu,-9.6,73,41.4,28.5,0.393
SURFACE_2_芝,kyusha_shisu,-9.7,71,82.6,102.6,0.388
SURFACE_2_芝,kyusha_shisu,-9.8,64,16.8,66.9,0.371
SURFACE_2_芝,kyusha_shisu,-9.9,272,76.2,72.6,0.636
SURFACE_2_芝,kyusha_shisu,0.0,138,14.8,59.2,0.506
SURFACE_2_芝,kyusha_shisu,0.1,63,82.4,98.5,0.369
SURFACE_2_芝,kyusha_shisu,0.2,33,15.7,63.8,0.276
SURFACE_2_芝,kyusha_shisu,0.3,94,43.0,57.5,0.436
SURFACE_2_芝,kyusha_shisu,0.4,78,243.5,154.5,0.404
SURFACE_2_芝,kyusha_shisu,0.5,341,69.5,97.4,0.678
SURFACE_2_芝,kyusha_shisu,0.6,138,82.7,68.8,0.506
SURFACE_2_芝,kyusha_shisu,0.7,101,126.8,77.5,0.449
SURFACE_2_芝,kyusha_shisu,0.8,53,27.8,100.5,0.342
SURFACE_2_芝,kyusha_shisu,0.9,111,47.3,57.1,0.466
SURFACE_2_芝,kyusha_shisu,1.0,131,254.5,100.6,0.497
SURFACE_2_芝,kyusha_shisu,1.1,77,14.3,47.0,0.402
SURFACE_2_芝,kyusha_shisu,1.2,68,50.0,45.2,0.381
SURFACE_2_芝,kyusha_shisu,1.3,57,67.9,84.3,0.353
