segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,01_芝_短距離,prev1_chakujun,1.0,233,104.7,80.7,0.607
COURSE_27,01_芝_短距離,prev1_chakujun,10.0,166,35.3,108.4,0.542
COURSE_27,01_芝_短距離,prev1_chakujun,11.0,136,1.9,39.4,0.504
COURSE_27,01_芝_短距離,prev1_chakujun,12.0,141,52.1,66.7,0.511
COURSE_27,01_芝_短距離,prev1_chakujun,13.0,95,25.9,43.8,0.438
COURSE_27,01_芝_短距離,prev1_chakujun,14.0,77,50.6,33.1,0.402
COURSE_27,01_芝_短距離,prev1_chakujun,15.0,56,8.8,141.7,0.35
COURSE_27,01_芝_短距離,prev1_chakujun,16.0,38,0.0,48.6,0.295
COURSE_27,01_芝_短距離,prev1_chakujun,2.0,264,72.7,63.5,0.631
COURSE_27,01_芝_短距離,prev1_chakujun,3.0,248,79.8,83.5,0.619
COURSE_27,01_芝_短距離,prev1_chakujun,4.0,235,73.4,70.7,0.608
COURSE_27,01_芝_短距離,prev1_chakujun,5.0,234,51.0,67.3,0.608
COURSE_27,01_芝_短距離,prev1_chakujun,6.0,221,53.6,71.9,0.597
COURSE_27,01_芝_短距離,prev1_chakujun,7.0,175,118.3,74.9,0.552
COURSE_27,01_芝_短距離,prev1_chakujun,8.0,183,50.5,60.0,0.56
COURSE_27,01_芝_短距離,prev1_chakujun,9.0,145,96.5,62.5,0.516
