segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,04_芝_長距離,umaban,01,124,459.8,137.6,0.486
COURSE_27,04_芝_長距離,umaban,02,124,67.0,97.8,0.486
COURSE_27,04_芝_長距離,umaban,03,125,111.0,69.0,0.488
COURSE_27,04_芝_長距離,umaban,04,123,50.3,65.5,0.485
COURSE_27,04_芝_長距離,umaban,05,123,57.6,63.6,0.485
COURSE_27,04_芝_長距離,umaban,06,124,151.2,84.3,0.486
COURSE_27,04_芝_長距離,umaban,07,125,26.6,47.9,0.488
COURSE_27,04_芝_長距離,umaban,08,123,141.0,74.1,0.485
COURSE_27,04_芝_長距離,umaban,09,115,31.5,77.1,0.473
COURSE_27,04_芝_長距離,umaban,10,114,123.7,85.5,0.471
COURSE_27,04_芝_長距離,umaban,11,100,11.6,69.5,0.447
COURSE_27,04_芝_長距離,umaban,12,86,16.8,107.6,0.421
COURSE_27,04_芝_長距離,umaban,13,74,30.6,87.2,0.395
COURSE_27,04_芝_長距離,umaban,14,58,325.9,85.2,0.356
COURSE_27,04_芝_長距離,umaban,15,49,187.0,65.7,0.33
COURSE_27,04_芝_長距離,umaban,16,38,34.6,28.9,0.295
