segment,factors,bin_label,n,win_roi,place_roi,confidence
SURFACE_2_芝,idm,10.0,156,28.3,64.8,0.53
SURFACE_2_芝,idm,12.0,30,0.0,124.5,0.264
SURFACE_2_芝,idm,13.0,34,0.0,0.0,0.28
SURFACE_2_芝,idm,15.0,272,16.2,98.8,0.636
SURFACE_2_芝,idm,15.1,56,0.0,106.6,0.35
SURFACE_2_芝,idm,15.2,44,0.0,23.9,0.315
SURFACE_2_芝,idm,15.3,41,160.0,168.2,0.305
SURFACE_2_芝,idm,15.4,46,0.0,39.4,0.321
SURFACE_2_芝,idm,15.5,42,34.3,17.6,0.308
SURFACE_2_芝,idm,15.6,44,106.7,144.9,0.315
SURFACE_2_芝,idm,15.7,48,0.0,91.5,0.327
SURFACE_2_芝,idm,15.8,40,11.1,63.8,0.302
SURFACE_2_芝,idm,15.9,50,686.2,211.8,0.333
SURFACE_2_芝,idm,16.0,90,53.8,71.2,0.429
SURFACE_2_芝,idm,16.1,43,116.1,40.3,0.312
SURFACE_2_芝,idm,16.2,30,0.0,74.7,0.264
SURFACE_2_芝,idm,16.3,35,71.2,68.5,0.284
SURFACE_2_芝,idm,17.0,73,114.7,85.8,0.393
SURFACE_2_芝,idm,18.0,91,158.8,77.0,0.431
SURFACE_2_芝,idm,19.0,99,54.6,74.1,0.445
SURFACE_2_芝,idm,20.0,562,68.7,54.2,0.764
SURFACE_2_芝,idm,20.1,70,46.1,82.0,0.386
SURFACE_2_芝,idm,20.2,65,48.7,58.3,0.374
SURFACE_2_芝,idm,20.3,52,0.0,63.2,0.339
SURFACE_2_芝,idm,20.4,51,23.7,37.6,0.336
SURFACE_2_芝,idm,21.0,158,79.7,51.6,0.532
SURFACE_2_芝,idm,21.1,42,44.2,83.0,0.308
SURFACE_2_芝,idm,22.0,197,106.8,83.7,0.574
SURFACE_2_芝,idm,23.0,221,20.3,59.3,0.597
SURFACE_2_芝,idm,23.1,53,54.9,51.8,0.342
SURFACE_2_芝,idm,23.2,30,547.9,284.5,0.264
SURFACE_2_芝,idm,24.0,220,93.5,71.5,0.596
SURFACE_2_芝,idm,24.1,30,108.8,75.2,0.264
SURFACE_2_芝,idm,25.0,338,126.2,74.4,0.677
SURFACE_2_芝,idm,25.1,45,34.2,61.9,0.318
SURFACE_2_芝,idm,26.0,312,113.9,90.8,0.662
SURFACE_2_芝,idm,26.1,38,104.5,62.0,0.295
SURFACE_2_芝,idm,27.0,304,149.1,77.3,0.657
SURFACE_2_芝,idm,27.1,54,53.5,38.6,0.345
SURFACE_2_芝,idm,28.0,333,86.7,70.4,0.674
SURFACE_2_芝,idm,28.1,64,18.0,37.0,0.371
SURFACE_2_芝,idm,29.0,340,61.2,81.3,0.678
SURFACE_2_芝,idm,29.1,66,341.9,119.3,0.376
SURFACE_2_芝,idm,30.0,572,54.8,65.2,0.767
SURFACE_2_芝,idm,30.1,108,152.2,100.7,0.461
SURFACE_2_芝,idm,30.2,48,117.2,97.7,0.327
SURFACE_2_芝,idm,30.8,31,83.6,60.0,0.268
SURFACE_2_芝,idm,31.0,412,112.2,102.6,0.712
SURFACE_2_芝,idm,31.1,92,176.3,125.0,0.432
SURFACE_2_芝,idm,31.2,46,161.2,57.6,0.321
SURFACE_2_芝,idm,31.3,32,34.3,80.0,0.272
SURFACE_2_芝,idm,31.9,33,103.9,133.7,0.276
SURFACE_2_芝,idm,32.0,469,44.5,74.6,0.735
SURFACE_2_芝,idm,32.1,99,127.1,110.6,0.445
SURFACE_2_芝,idm,32.2,44,98.1,53.2,0.315
SURFACE_2_芝,idm,32.8,30,53.1,70.2,0.264
SURFACE_2_芝,idm,32.9,36,97.5,100.3,0.287
SURFACE_2_芝,idm,33.0,578,85.2,60.4,0.769
SURFACE_2_芝,idm,33.1,114,76.0,77.6,0.471
SURFACE_2_芝,idm,33.2,39,0.0,57.1,0.298
SURFACE_2_芝,idm,33.3,30,5.4,46.2,0.264
SURFACE_2_芝,idm,33.9,32,17.4,34.0,0.272
SURFACE_2_芝,idm,34.0,675,95.1,94.8,0.792
SURFACE_2_芝,idm,34.1,127,44.0,74.4,0.491
SURFACE_2_芝,idm,34.2,50,103.3,36.8,0.333
SURFACE_2_芝,idm,34.3,35,35.8,23.3,0.284
SURFACE_2_芝,idm,34.9,40,303.1,116.2,0.302
SURFACE_2_芝,idm,35.0,780,67.3,89.1,0.813
SURFACE_2_芝,idm,35.1,155,54.5,56.6,0.528
SURFACE_2_芝,idm,35.2,63,34.7,89.4,0.369
SURFACE_2_芝,idm,35.3,31,218.5,63.0,0.268
SURFACE_2_芝,idm,35.4,31,15.0,61.4,0.268
SURFACE_2_芝,idm,35.6,39,30.2,95.0,0.298
SURFACE_2_芝,idm,35.9,30,137.4,69.7,0.264
SURFACE_2_芝,idm,36.0,726,47.1,80.8,0.803
SURFACE_2_芝,idm,36.1,141,54.5,59.0,0.511
SURFACE_2_芝,idm,36.2,60,28.7,36.8,0.361
SURFACE_2_芝,idm,36.3,43,35.5,38.6,0.312
SURFACE_2_芝,idm,36.4,37,122.8,78.0,0.291
SURFACE_2_芝,idm,36.6,33,97.5,92.4,0.276
SURFACE_2_芝,idm,36.7,34,39.6,43.6,0.28
SURFACE_2_芝,idm,36.9,31,55.5,40.3,0.268
SURFACE_2_芝,idm,37.0,742,99.0,91.6,0.806
SURFACE_2_芝,idm,37.1,155,92.0,71.8,0.528
SURFACE_2_芝,idm,37.2,58,108.5,106.3,0.356
SURFACE_2_芝,idm,37.3,39,57.9,61.0,0.298
SURFACE_2_芝,idm,37.9,45,80.5,70.7,0.318
SURFACE_2_芝,idm,38.0,751,74.7,88.9,0.808
SURFACE_2_芝,idm,38.1,141,69.3,63.0,0.511
SURFACE_2_芝,idm,38.2,61,78.5,119.7,0.364
SURFACE_2_芝,idm,39.0,738,83.3,72.2,0.805
SURFACE_2_芝,idm,39.1,180,88.4,54.8,0.557
SURFACE_2_芝,idm,39.2,58,92.3,55.1,0.356
SURFACE_2_芝,idm,39.3,32,107.5,78.4,0.272
SURFACE_2_芝,idm,39.4,33,24.0,67.4,0.276
SURFACE_2_芝,idm,39.9,38,78.1,48.1,0.295
SURFACE_2_芝,idm,40.0,893,106.8,86.9,0.831
SURFACE_2_芝,idm,40.1,188,94.5,83.3,0.565
SURFACE_2_芝,idm,40.2,75,34.2,53.1,0.397
SURFACE_2_芝,idm,40.3,43,42.7,91.8,0.312
SURFACE_2_芝,idm,40.4,31,34.3,95.6,0.268
SURFACE_2_芝,idm,40.9,34,175.0,87.3,0.28
SURFACE_2_芝,idm,41.0,791,120.3,91.1,0.815
SURFACE_2_芝,idm,41.1,161,87.5,94.8,0.536
SURFACE_2_芝,idm,41.2,59,49.5,81.4,0.359
SURFACE_2_芝,idm,41.3,34,258.0,130.8,0.28
SURFACE_2_芝,idm,41.9,41,45.6,42.2,0.305
SURFACE_2_芝,idm,42.0,820,58.9,81.4,0.82
SURFACE_2_芝,idm,42.1,158,41.9,67.4,0.532
SURFACE_2_芝,idm,42.2,74,81.4,99.3,0.395
SURFACE_2_芝,idm,42.3,44,21.1,48.2,0.315
SURFACE_2_芝,idm,42.9,37,39.8,67.2,0.291
SURFACE_2_芝,idm,43.0,851,90.0,92.5,0.825
SURFACE_2_芝,idm,43.1,189,69.9,70.6,0.566
SURFACE_2_芝,idm,43.2,89,164.5,89.9,0.427
SURFACE_2_芝,idm,43.3,55,50.4,78.9,0.348
SURFACE_2_芝,idm,43.7,31,22.6,52.8,0.268
SURFACE_2_芝,idm,44.0,777,86.1,82.5,0.812
SURFACE_2_芝,idm,44.1,192,92.5,86.0,0.569
SURFACE_2_芝,idm,44.2,81,60.3,55.7,0.41
SURFACE_2_芝,idm,44.3,39,63.6,77.1,0.298
SURFACE_2_芝,idm,44.9,43,56.5,59.2,0.312
SURFACE_2_芝,idm,45.0,838,77.3,66.7,0.823
SURFACE_2_芝,idm,45.1,224,77.6,67.7,0.599
SURFACE_2_芝,idm,45.2,97,103.5,72.7,0.442
SURFACE_2_芝,idm,45.3,58,141.4,95.8,0.356
SURFACE_2_芝,idm,45.7,33,117.9,120.5,0.276
SURFACE_2_芝,idm,45.9,30,229.5,100.4,0.264
SURFACE_2_芝,idm,46.0,779,82.9,78.8,0.813
SURFACE_2_芝,idm,46.1,205,54.9,74.7,0.582
SURFACE_2_芝,idm,46.2,97,56.4,74.5,0.442
SURFACE_2_芝,idm,46.3,42,9.0,84.7,0.308
SURFACE_2_芝,idm,46.5,30,48.5,92.3,0.264
SURFACE_2_芝,idm,46.9,38,1.5,84.2,0.295
SURFACE_2_芝,idm,47.0,760,85.3,76.4,0.809
SURFACE_2_芝,idm,47.1,186,90.0,75.8,0.563
SURFACE_2_芝,idm,47.2,68,111.0,106.1,0.381
SURFACE_2_芝,idm,47.3,41,70.1,78.2,0.305
SURFACE_2_芝,idm,47.9,32,163.9,84.2,0.272
SURFACE_2_芝,idm,48.0,797,60.2,70.1,0.816
SURFACE_2_芝,idm,48.1,201,111.1,91.0,0.578
SURFACE_2_芝,idm,48.2,69,44.8,57.2,0.384
SURFACE_2_芝,idm,48.3,36,28.0,50.5,0.287
SURFACE_2_芝,idm,48.9,31,160.8,76.4,0.268
SURFACE_2_芝,idm,49.0,774,106.4,84.0,0.812
SURFACE_2_芝,idm,49.1,174,95.0,88.1,0.551
SURFACE_2_芝,idm,49.2,84,32.3,43.1,0.417
SURFACE_2_芝,idm,49.3,41,28.8,35.4,0.305
SURFACE_2_芝,idm,49.9,37,166.7,108.2,0.291
SURFACE_2_芝,idm,50.0,819,83.8,81.1,0.82
SURFACE_2_芝,idm,50.1,258,60.0,62.5,0.626
SURFACE_2_芝,idm,50.2,105,34.4,72.6,0.456
SURFACE_2_芝,idm,50.3,50,16.9,85.6,0.333
SURFACE_2_芝,idm,50.4,35,112.2,76.0,0.284
SURFACE_2_芝,idm,50.9,45,87.4,100.2,0.318
SURFACE_2_芝,idm,51.0,736,106.9,74.5,0.805
SURFACE_2_芝,idm,51.1,229,54.4,83.8,0.603
SURFACE_2_芝,idm,51.2,108,103.7,70.1,0.461
SURFACE_2_芝,idm,51.3,65,45.6,60.2,0.374
SURFACE_2_芝,idm,51.4,33,75.5,108.0,0.276
SURFACE_2_芝,idm,51.9,52,48.8,80.4,0.339
SURFACE_2_芝,idm,52.0,724,84.0,65.7,0.803
SURFACE_2_芝,idm,52.1,277,92.4,103.4,0.64
SURFACE_2_芝,idm,52.2,148,70.3,78.1,0.52
SURFACE_2_芝,idm,52.3,51,24.3,53.1,0.336
SURFACE_2_芝,idm,52.4,31,60.0,98.9,0.268
SURFACE_2_芝,idm,52.9,54,132.3,113.0,0.345
SURFACE_2_芝,idm,53.0,746,56.9,88.8,0.807
SURFACE_2_芝,idm,53.1,279,46.2,75.0,0.641
SURFACE_2_芝,idm,53.2,140,59.0,84.9,0.509
SURFACE_2_芝,idm,53.3,67,82.8,58.3,0.379
SURFACE_2_芝,idm,53.4,32,55.0,39.9,0.272
SURFACE_2_芝,idm,53.9,36,85.9,39.3,0.287
SURFACE_2_芝,idm,54.0,686,95.4,85.6,0.795
SURFACE_2_芝,idm,54.1,255,71.3,70.4,0.624
SURFACE_2_芝,idm,54.2,106,78.1,75.4,0.458
SURFACE_2_芝,idm,54.3,58,79.9,79.4,0.356
