segment,factors,bin_label,n,win_roi,place_roi,confidence
SURFACE_2_芝,sogo_shisu,14.2,50,0.0,87.2,0.333
SURFACE_2_芝,sogo_shisu,14.4,35,93.2,274.3,0.284
SURFACE_2_芝,sogo_shisu,15.1,38,0.0,0.0,0.295
SURFACE_2_芝,sogo_shisu,15.2,72,0.0,4.2,0.391
SURFACE_2_芝,sogo_shisu,15.3,46,47.2,131.5,0.321
SURFACE_2_芝,sogo_shisu,15.4,45,96.5,113.0,0.318
SURFACE_2_芝,sogo_shisu,15.5,48,0.0,0.0,0.327
SURFACE_2_芝,sogo_shisu,15.6,45,0.0,64.9,0.318
SURFACE_2_芝,sogo_shisu,15.7,30,0.0,5.0,0.264
SURFACE_2_芝,sogo_shisu,15.8,42,0.0,74.7,0.308
SURFACE_2_芝,sogo_shisu,15.9,39,38.9,131.2,0.298
SURFACE_2_芝,sogo_shisu,16.2,39,789.0,207.4,0.298
SURFACE_2_芝,sogo_shisu,16.3,37,0.0,69.4,0.291
SURFACE_2_芝,sogo_shisu,16.4,37,8.8,45.0,0.291
SURFACE_2_芝,sogo_shisu,16.5,33,215.9,116.2,0.276
SURFACE_2_芝,sogo_shisu,17.2,31,40.6,56.1,0.268
SURFACE_2_芝,sogo_shisu,17.4,31,169.6,117.5,0.268
SURFACE_2_芝,sogo_shisu,18.4,32,310.5,89.4,0.272
SURFACE_2_芝,sogo_shisu,19.1,43,7.1,36.1,0.312
SURFACE_2_芝,sogo_shisu,19.2,77,0.0,70.8,0.402
SURFACE_2_芝,sogo_shisu,19.3,33,19.2,3.5,0.276
SURFACE_2_芝,sogo_shisu,19.4,73,0.0,14.3,0.393
SURFACE_2_芝,sogo_shisu,19.5,40,122.5,81.5,0.302
SURFACE_2_芝,sogo_shisu,19.6,35,37.6,70.1,0.284
SURFACE_2_芝,sogo_shisu,20.1,44,29.9,24.9,0.315
SURFACE_2_芝,sogo_shisu,20.2,107,66.3,68.0,0.459
SURFACE_2_芝,sogo_shisu,20.3,62,3.0,72.9,0.366
