segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,01_芝_マイル,umaban,01,161,83.2,67.1,0.536
COURSE_27,01_芝_マイル,umaban,02,162,112.1,96.0,0.537
COURSE_27,01_芝_マイル,umaban,03,163,91.0,77.6,0.538
COURSE_27,01_芝_マイル,umaban,04,162,46.5,88.9,0.537
COURSE_27,01_芝_マイル,umaban,05,162,77.9,89.7,0.537
COURSE_27,01_芝_マイル,umaban,06,159,69.9,77.6,0.533
COURSE_27,01_芝_マイル,umaban,07,158,61.4,70.7,0.532
COURSE_27,01_芝_マイル,umaban,08,158,89.9,66.5,0.532
COURSE_27,01_芝_マイル,umaban,09,147,102.9,107.4,0.518
COURSE_27,01_芝_マイル,umaban,10,135,60.7,93.7,0.502
COURSE_27,01_芝_マイル,umaban,11,124,27.8,83.9,0.486
COURSE_27,01_芝_マイル,umaban,12,106,47.3,49.2,0.458
COURSE_27,01_芝_マイル,umaban,13,101,58.1,41.3,0.449
COURSE_27,01_芝_マイル,umaban,14,83,25.7,101.4,0.415
