segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,03_障_長距離,bamei_hahachichi,アグネスタキオン,37,11.7,43.8,0.291
COURSE_27,03_障_長距離,bamei_hahachichi,キングカメハメハ,40,51.7,111.5,0.302
COURSE_27,03_障_長距離,bamei_hahachichi,クロフネ,42,38.3,42.9,0.308
COURSE_27,03_障_長距離,bamei_hahachichi,サンデーサイレンス,83,119.6,78.2,0.415
COURSE_27,03_障_長距離,bamei_hahachichi,シンボリクリスエス,44,67.3,79.1,0.315
COURSE_27,03_障_長距離,bamei_hahachichi,スペシャルウィーク,32,28.9,17.7,0.272
COURSE_27,03_障_長距離,bamei_hahachichi,タイキシャトル,32,143.5,105.8,0.272
COURSE_27,03_障_長距離,bamei_hahachichi,ダンスインザダーク,43,53.1,35.1,0.312
COURSE_27,03_障_長距離,bamei_hahachichi,フジキセキ,37,24.2,46.2,0.291
COURSE_27,03_障_長距離,bamei_hahachichi,フレンチデピュティ,32,14.7,30.1,0.272
COURSE_27,03_障_長距離,bamei_hahachichi,ブライアンズタイム,32,57.6,52.3,0.272
COURSE_27,03_障_長距離,bamei_hahachichi,マンハッタンカフェ,35,186.5,76.5,0.284
