segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,03_ダ_短距離,bamei_chichi,アイルハヴアナザー,34,123.2,75.9,0.28
COURSE_27,03_ダ_短距離,bamei_chichi,アジアエクスプレス,52,119.6,123.9,0.339
COURSE_27,03_ダ_短距離,bamei_chichi,アドマイヤムーン,43,401.4,78.5,0.312
COURSE_27,03_ダ_短距離,bamei_chichi,エスポワールシチー,48,83.9,85.0,0.327
COURSE_27,03_ダ_短距離,bamei_chichi,キンシャサノキセキ,113,20.6,46.4,0.469
COURSE_27,03_ダ_短距離,bamei_chichi,クロフネ,33,21.3,18.8,0.276
COURSE_27,03_ダ_短距離,bamei_chichi,ケイムホーム,37,134.3,81.6,0.291
COURSE_27,03_ダ_短距離,bamei_chichi,コパノリッキー,30,41.6,106.3,0.264
COURSE_27,03_ダ_短距離,bamei_chichi,ゴールドアリュール,81,94.3,90.7,0.41
COURSE_27,03_ダ_短距離,bamei_chichi,サウスヴィグラス,160,80.9,89.9,0.535
COURSE_27,03_ダ_短距離,bamei_chichi,シニスターミニスター,72,0.0,33.8,0.391
COURSE_27,03_ダ_短距離,bamei_chichi,スウェプトオーヴァーボード,66,39.0,67.8,0.376
COURSE_27,03_ダ_短距離,bamei_chichi,スクリーンヒーロー,43,167.3,94.4,0.312
COURSE_27,03_ダ_短距離,bamei_chichi,ストロングリターン,40,21.1,128.2,0.302
COURSE_27,03_ダ_短距離,bamei_chichi,スマートファルコン,45,25.8,103.5,0.318
COURSE_27,03_ダ_短距離,bamei_chichi,ダイワメジャー,67,4.5,26.4,0.379
COURSE_27,03_ダ_短距離,bamei_chichi,ディスクリートキャット,46,19.5,51.5,0.321
COURSE_27,03_ダ_短距離,bamei_chichi,ドレフォン,33,79.4,67.8,0.276
COURSE_27,03_ダ_短距離,bamei_chichi,パイロ,63,82.4,105.3,0.369
COURSE_27,03_ダ_短距離,bamei_chichi,プリサイスエンド,42,59.6,61.1,0.308
COURSE_27,03_ダ_短距離,bamei_chichi,ヘニーヒューズ,118,52.0,127.4,0.477
COURSE_27,03_ダ_短距離,bamei_chichi,マツリダゴッホ,39,56.6,26.0,0.298
COURSE_27,03_ダ_短距離,bamei_chichi,ミッキーアイル,35,51.6,28.5,0.284
COURSE_27,03_ダ_短距離,bamei_chichi,メイショウボーラー,58,25.2,30.0,0.356
COURSE_27,03_ダ_短距離,bamei_chichi,ヨハネスブルグ,38,77.9,37.6,0.295
COURSE_27,03_ダ_短距離,bamei_chichi,リオンディーズ,36,41.8,76.4,0.287
COURSE_27,03_ダ_短距離,bamei_chichi,ロージズインメイ,30,20.8,16.8,0.264
COURSE_27,03_ダ_短距離,bamei_chichi,ロードカナロア,91,47.7,40.8,0.431
