segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,04_障_長距離,taikei_dou,211,61,107.9,41.8,0.364
COURSE_27,04_障_長距離,taikei_dou,221,91,103.8,71.7,0.431
COURSE_27,04_障_長距離,taikei_dou,222,1065,69.6,73.6,0.853
COURSE_27,04_障_長距離,taikei_dou,223,50,84.8,59.0,0.333
COURSE_27,04_障_長距離,taikei_dou,232,642,97.4,98.3,0.785
COURSE_27,04_障_長距離,taikei_dou,233,372,60.6,63.2,0.694
COURSE_27,04_障_長距離,taikei_dou,322,40,36.5,41.5,0.302
COURSE_27,04_障_長距離,taikei_dou,323,49,88.4,78.4,0.33
COURSE_27,04_障_長距離,taikei_dou,332,40,19.8,43.6,0.302
COURSE_27,04_障_長距離,taikei_dou,333,136,51.6,62.1,0.504
