segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,03_ダ_短距離,taikei_dou,211,37,43.5,95.4,0.291
COURSE_27,03_ダ_短距離,taikei_dou,22,40,43.6,77.0,0.302
COURSE_27,03_ダ_短距離,taikei_dou,221,85,57.2,65.8,0.419
COURSE_27,03_ダ_短距離,taikei_dou,222,1010,68.1,69.0,0.846
COURSE_27,03_ダ_短距離,taikei_dou,223,88,21.9,14.0,0.425
COURSE_27,03_ダ_短距離,taikei_dou,232,523,44.2,69.4,0.753
COURSE_27,03_ダ_短距離,taikei_dou,233,661,69.4,77.4,0.789
COURSE_27,03_ダ_短距離,taikei_dou,322,67,382.2,184.2,0.379
COURSE_27,03_ダ_短距離,taikei_dou,323,157,89.0,51.6,0.531
COURSE_27,03_ダ_短距離,taikei_dou,33,61,37.5,49.9,0.364
COURSE_27,03_ダ_短距離,taikei_dou,332,101,25.4,36.1,0.449
COURSE_27,03_ダ_短距離,taikei_dou,333,436,72.6,82.7,0.722
